Dsc	Family ID	Aalpina	Ahalleri	Alyrata	Athaliana	Cpapaya
AT3G52150	OG0009026	1	1	1	1	1
AT3G61080	OG0009027	1	1	1	1	1
AT3G27930	OG0009028	1	1	1	1	1
AT3G56210	OG0009029	1	1	1	1	1
AALP_AA5G020600	OG0009030	5	0	0	0	0
AT3G54390	OG0009031	1	1	1	1	1
AT3G51600	OG0009032	2	1	1	1	0
AT3G54130	OG0009033	1	1	1	1	1
AT2G03140	OG0009034	1	1	1	1	1
AT3G62420	OG0009035	1	1	1	1	1
AT3G27160	OG0009036	1	1	1	1	1
AT3G52155	OG0009037	1	1	1	1	1
AT2G01730	OG0009038	1	1	1	1	1
AT3G57170	OG0009039	1	1	1	1	1
AT1G64405	OG0009040	1	1	1	1	1
AT3G56180	OG0009041	1	1	1	1	1
AT2G02220	OG0009042	1	1	1	1	1
AT3G53090	OG0009043	1	1	1	1	1
AT3G60910	OG0009044	1	1	1	1	1
AT3G51660	OG0009045	1	1	1	1	1
AT3G29770	OG0009046	1	1	1	1	1
AT3G49330	OG0009047	1	1	2	1	0
AT1G64710	OG0009048	1	1	2	1	0
AT3G59490	OG0009049	1	1	1	1	1
AT3G54770	OG0009050	1	1	1	1	1
AT3G56230	OG0009051	1	1	1	1	1
AT2G02860	OG0009052	1	1	1	1	1
AT3G25660	OG0009053	1	1	1	1	1
AT3G60660	OG0009054	1	1	1	1	1
AT3G29590	OG0009055	2	1	1	1	0
AT3G47850	OG0009056	1	1	1	1	1
AT3G47390	OG0009057	1	1	1	1	1
AT3G51120	OG0009058	1	1	1	1	1
AT2G01950	OG0009059	1	1	1	1	1
AT3G49590	OG0009060	1	1	1	1	1
AT2G01440	OG0009061	1	1	1	1	1
AT3G29390	OG0009062	1	1	1	1	1
AT3G29090	OG0009063	1	1	1	1	1
AT3G48900	OG0009064	1	1	1	1	1
AT3G51320	OG0009065	1	1	1	1	1
AT3G63410	OG0009066	1	1	1	1	1
AT3G51390	OG0009067	1	1	1	1	1
AT3G27330	OG0009068	1	1	1	1	1
AT3G28210	OG0009069	1	1	1	1	1
AT2G03350	OG0009070	1	1	1	1	1
AT3G52420	OG0009071	1	1	1	1	1
AT3G58460	OG0009072	1	1	1	1	1
AT3G59030	OG0009073	1	1	1	1	1
AT3G48820	OG0009074	1	1	1	1	1
AT3G27550	OG0009075	1	1	1	1	1
AT3G47620	OG0009076	1	1	1	1	1
AT3G51520	OG0009077	1	1	1	1	1
AT3G61610	OG0009078	1	1	1	1	1
AT3G53540	OG0009079	1	1	1	1	1
AT3G52380	OG0009080	1	1	1	1	1
AT3G45010	OG0009081	2	1	1	1	0
AT3G27925	OG0009082	1	1	1	1	1
AT3G26750	OG0009083	1	1	1	1	1
AT3G32930	OG0009084	1	1	1	1	1
AT1G64670	OG0009085	1	1	2	1	0
AT3G60300	OG0009086	1	1	1	1	1
AT2G01740	OG0009087	1	1	1	1	1
AT3G60850	OG0009088	1	1	1	1	1
AT3G45050	OG0009089	1	1	1	1	1
AT3G57180	OG0009090	1	1	1	1	1
AT4G15930	OG0009091	1	1	1	1	1
AT3G55120	OG0009092	1	1	1	1	1
AT3G42950	OG0009093	1	1	1	1	1
AT2G01620	OG0009094	1	1	1	1	1
AALP_AA5G219700	OG0009095	4	0	1	0	0
AT3G28420	OG0009096	1	1	1	1	1
AT3G58050	OG0009097	1	1	1	1	1
AT3G02760	OG0009098	1	1	1	1	1
AT3G54200	OG0009099	1	1	1	1	1
AT3G54210	OG0009100	1	1	1	1	1
AALP_AA5G069700	OG0009101	1	4	0	0	0
AT5G48460	OG0009102	1	1	1	1	1
AT3G48250	OG0009103	1	1	1	1	1
AT3G47440	OG0009104	1	1	1	1	1
AT3G61320	OG0009105	1	1	1	1	1
AT3G53700	OG0009106	1	1	1	1	1
AT3G49725	OG0009107	1	1	1	1	1
AT3G26782	OG0009108	1	1	1	1	1
AT2G02990	OG0009109	1	1	1	1	1
AT3G61930	OG0009110	1	1	1	1	1
AT3G54970	OG0009111	1	1	1	1	1
AT3G53200	OG0009112	1	1	1	1	1
AT3G45780	OG0009113	1	1	1	1	1
AT3G51990	OG0009114	1	1	1	1	1
AT3G62920	OG0009115	1	1	1	1	1
AT3G45280	OG0009116	1	1	1	1	1
AT3G55360	OG0009117	1	1	1	1	1
AT3G25790	OG0009118	2	1	1	1	0
AT3G49470	OG0009119	1	1	1	1	1
AT3G51280	OG0009120	1	1	1	1	1
AT2G03310	OG0009121	1	1	1	1	1
AT1G14750	OG0009122	1	1	1	1	1
AT5G63720	OG0009123	1	1	2	1	0
AT3G51100	OG0009124	1	1	1	1	1
AT3G58610	OG0009125	1	1	1	1	1
AT3G45900	OG0009126	1	1	1	1	1
AT3G25980	OG0009127	1	1	1	1	1
AT3G54850	OG0009128	1	1	1	1	1
AT3G26370	OG0009129	1	1	1	1	1
AT3G48560	OG0009130	1	1	1	1	1
AT3G54120	OG0009131	1	1	1	1	1
AT3G49740	OG0009132	1	1	1	1	1
AT3G57670	OG0009133	1	1	1	1	1
AT3G57430	OG0009134	1	1	1	1	1
AT2G20410	OG0009135	1	1	1	1	1
AT3G51010	OG0009136	1	1	1	1	1
AT3G63250	OG0009137	1	1	1	1	1
AT2G03430	OG0009138	1	1	1	1	1
AT3G52500	OG0009139	1	1	1	1	1
AT3G61720	OG0009140	1	1	1	2	0
AT3G63430	OG0009141	1	1	1	1	1
AT3G54460	OG0009142	1	0	1	1	2
AT3G55030	OG0009143	1	1	1	1	1
AT4G15890	OG0009144	1	1	1	1	1
AT3G55370	OG0009145	1	1	1	1	1
AT3G51750	OG0009146	1	1	1	1	1
AT3G56490	OG0009147	1	1	1	1	1
AT3G57300	OG0009148	1	1	1	1	1
AT3G54870	OG0009149	1	1	1	1	1
AT3G48160	OG0009150	1	1	1	1	1
AT3G26720	OG0009151	1	1	1	1	1
AT3G25805	OG0009152	1	1	1	1	1
AT3G55330	OG0009153	1	1	1	1	1
AT3G48195	OG0009154	1	1	1	1	1
AT3G52260	OG0009155	1	1	1	1	1
AT3G49080	OG0009156	1	1	1	1	1
AT3G26085	OG0009157	1	1	1	1	1
AT3G60460	OG0009158	1	1	1	1	1
AT1G23070	OG0009159	1	1	1	1	1
AT3G51050	OG0009160	1	1	1	1	1
AT3G53100	OG0009161	1	2	1	1	0
AT3G52110	OG0009162	1	1	1	1	1
AT3G52740	OG0009163	1	1	1	1	1
AT2G04030	OG0009164	1	1	1	1	1
AT3G62360	OG0009165	1	1	1	1	1
AT3G60220	OG0009166	1	1	1	1	1
AT3G27890	OG0009167	1	1	1	1	1
AT3G54620	OG0009168	1	1	1	1	1
AT3G52620	OG0009169	1	1	1	1	1
AT3G52190	OG0009170	1	1	1	1	1
AT2G01110	OG0009171	1	1	1	1	1
AT3G53010	OG0009172	1	1	1	1	1
AT3G57570	OG0009173	1	1	1	1	1
AT3G62070	OG0009174	1	2	1	1	0
AT3G55070	OG0009175	1	1	1	1	1
AT3G28910	OG0009176	1	1	1	1	1
AT4G15080	OG0009177	1	1	1	1	1
AT3G25700	OG0009178	1	1	1	1	1
AT4G12850	OG0009179	1	1	1	1	1
AT3G62580	OG0009180	1	1	1	1	1
AT2G01660	OG0009181	1	1	1	1	1
AT3G44610	OG0009182	1	1	1	1	1
AT3G48330	OG0009183	1	1	1	1	1
AT3G57050	OG0009184	1	1	1	1	1
AT3G26900	OG0009185	1	1	1	1	1
AT3G25920	OG0009186	1	1	1	1	1
AT2G18530	OG0009187	1	1	1	2	0
AT3G28220	OG0009188	1	2	1	1	0
AT3G63140	OG0009189	1	1	1	1	1
AT3G29034	OG0009190	2	1	1	1	0
AT3G62280	OG0009191	1	1	2	1	0
AT3G55080	OG0009192	1	1	1	1	1
AT3G57600	OG0009193	1	1	1	1	1
AT3G57070	OG0009194	1	1	1	1	1
AT5G14520	OG0009195	1	1	1	1	1
AT3G54840	OG0009196	1	1	1	1	1
AT3G52050	OG0009197	1	1	1	1	1
AT3G50870	OG0009198	1	1	1	1	1
AT2G03420	OG0009199	1	1	1	1	1
AT3G59650	OG0009200	1	1	1	1	1
AT3G46510	OG0009201	1	1	1	1	1
AT3G53780	OG0009202	1	1	1	1	1
AT3G53150	OG0009203	1	1	1	1	1
AT3G57610	OG0009204	1	1	1	1	1
AT1G09830	OG0009205	1	1	1	1	1
AT2G22660	OG0009206	1	1	1	1	1
AT3G60530	OG0009207	1	1	1	1	1
AT2G01410	OG0009208	1	1	1	1	1
AT3G49890	OG0009209	1	1	1	1	1
AT3G28030	OG0009210	1	1	1	1	1
AT3G56940	OG0009211	1	1	1	1	1
AT1G76110	OG0009212	1	1	1	1	1
AT3G56460	OG0009213	1	1	1	1	1
AT3G54890	OG0009214	1	1	1	1	1
AT3G56650	OG0009215	1	1	1	1	1
AT3G27770	OG0009216	1	1	1	1	1
AT3G56891	OG0009217	1	1	1	1	1
AT5G64930	OG0009218	2	0	1	1	1
AT3G51630	OG0009219	1	1	1	1	1
AT3G57680	OG0009220	1	1	1	1	1
AT3G55800	OG0009221	1	1	1	1	1
AT5G37290	OG0009222	1	1	1	1	1
AT3G63110	OG0009223	1	1	1	1	1
AT3G62600	OG0009224	1	1	1	1	1
AT3G25680	OG0009225	1	1	1	1	1
AT3G49060	OG0009226	1	1	1	1	1
AT3G51690	OG0009227	1	1	0	3	0
AT2G01200	OG0009228	1	1	1	1	1
AT3G27820	OG0009229	1	1	1	1	1
AT3G49900	OG0009230	1	1	1	1	1
AT3G57010	OG0009231	2	1	1	1	0
AT3G27950	OG0009232	1	1	1	1	1
AT3G50670	OG0009233	1	1	1	1	1
AT3G60450	OG0009234	1	1	1	1	1
AT3G33530	OG0009235	1	1	1	1	1
AT3G26060	OG0009236	1	1	1	1	1
AT2G01320	OG0009237	1	1	1	1	1
AT3G63390	OG0009238	1	1	1	1	1
AT3G47860	OG0009239	1	1	1	1	1
AT3G57060	OG0009240	1	1	1	1	1
AT2G01640	OG0009241	1	1	1	1	1
AT3G50410	OG0009242	1	1	1	1	1
AT3G32940	OG0009243	1	1	1	1	1
AT4G12830	OG0009244	1	1	1	1	1
AT3G47810	OG0009245	1	1	1	1	1
AT3G26790	OG0009246	1	1	1	1	1
AT3G56690	OG0009247	1	1	1	1	1
AT3G48500	OG0009248	1	1	1	1	1
AT3G27180	OG0009249	1	1	1	1	1
AT3G44200	OG0009250	1	1	1	1	1
AT3G54000	OG0009251	1	1	1	1	1
AT3G54690	OG0009252	1	1	1	1	1
AT3G48120	OG0009253	1	1	1	1	1
AT3G28990	OG0009254	1	1	1	2	0
AT3G25900	OG0009255	1	1	1	1	1
AT3G60810	OG0009256	1	1	1	1	1
AT3G53130	OG0009257	1	1	1	1	1
AT3G27050	OG0009258	1	1	1	1	1
AT3G62450	OG0009259	1	1	1	1	1
AT2G01755	OG0009260	1	1	1	1	1
AT5G26880	OG0009261	1	1	1	1	1
AT3G26115	OG0009262	1	1	1	1	1
AT3G62910	OG0009263	1	1	1	1	1
AT3G54940	OG0009264	1	1	1	1	1
AT3G52180	OG0009265	1	1	1	1	1
AT3G45890	OG0009266	1	1	1	1	1
AT2G01710	OG0009267	1	1	1	1	1
AT3G57910	OG0009268	1	1	1	1	1
AT3G54430	OG0009269	1	1	1	1	1
AT3G28970	OG0009270	1	1	1	1	1
AT3G63270	OG0009271	1	1	1	1	1
AT2G02160	OG0009272	1	1	1	1	1
AT3G29290	OG0009273	1	1	1	1	1
AT1G76080	OG0009274	1	1	1	1	1
AT3G61540	OG0009275	2	0	1	1	1
AT3G25950	OG0009276	1	1	1	1	1
AT3G53470	OG0009277	1	1	1	1	1
AT3G58720	OG0009278	1	1	1	1	1
AT2G03500	OG0009279	1	1	1	1	1
AT3G57660	OG0009280	1	1	1	1	1
AT3G61510	OG0009281	1	1	1	1	1
AT5G63310	OG0009282	2	0	1	1	1
AT3G54050	OG0009283	1	1	1	1	1
AT3G48540	OG0009284	1	1	1	1	1
AT3G43720	OG0009285	1	1	1	1	1
AT1G11900	OG0009286	1	1	1	1	1
AT3G46940	OG0009287	1	1	1	1	1
AT3G54320	OG0009288	1	1	1	1	1
AT2G01430	OG0009289	1	1	1	1	1
AT3G62970	OG0009290	1	1	1	1	1
AT3G49170	OG0009291	1	1	1	1	1
AT3G60720	OG0009292	1	1	1	1	1
AT3G61870	OG0009293	1	1	1	1	1
AT3G54610	OG0009294	1	1	1	1	1
AT3G54470	OG0009295	1	1	1	1	1
AT3G46870	OG0009296	1	1	1	1	1
AT3G25640	OG0009297	1	2	1	1	0
AT3G26932	OG0009298	1	1	1	1	1
AT3G51940	OG0009299	1	2	1	1	0
AT3G57560	OG0009300	1	1	1	1	1
AT3G53950	OG0009301	1	1	1	1	1
AT3G61950	OG0009302	1	1	1	1	1
AT3G51730	OG0009303	1	1	1	1	1
AT3G56840	OG0009304	1	1	1	1	1
AT3G63200	OG0009305	1	1	1	1	1
AT3G54670	OG0009306	1	1	1	1	1
AT4G08593	OG0009307	3	0	0	2	0
AT2G01130	OG0009308	1	1	1	1	1
AT3G49100	OG0009309	1	1	1	1	1
AT3G62760	OG0009310	1	1	1	1	1
AT3G54170	OG0009311	1	1	1	1	1
AT3G46980	OG0009312	1	1	1	1	1
AT3G27340	OG0009313	1	1	1	1	1
AT3G29070	OG0009314	1	1	1	1	1
AT2G02850	OG0009315	2	1	1	1	0
AT4G38070	OG0009316	2	0	1	1	1
AT3G28007	OG0009317	2	1	1	1	0
AT3G58590	OG0009318	1	1	1	1	1
AT3G27000	OG0009319	1	1	1	1	1
AT2G02400	OG0009320	1	1	1	1	1
AT3G54290	OG0009321	1	1	1	1	1
AT3G54380	OG0009322	1	1	1	1	1
AT3G62370	OG0009323	1	1	1	1	1
AT3G52240	OG0009324	1	1	1	1	1
AT3G57290	OG0009325	1	1	1	1	1
AT3G30300	OG0009326	1	1	1	1	1
AT3G44380	OG0009327	1	1	1	1	1
AT3G55010	OG0009328	1	1	1	1	1
AT3G26380	OG0009329	1	1	1	1	1
AT2G03360	OG0009330	1	1	1	2	0
AT3G50760	OG0009331	1	1	1	1	1
AT3G54110	OG0009332	1	1	1	1	1
AT3G28040	OG0009333	1	1	1	1	1
AT3G58520	OG0009334	1	1	1	1	1
AT3G51030	OG0009335	1	1	1	1	1
AT3G28450	OG0009336	1	1	1	1	1
AT3G55390	OG0009337	1	1	1	1	1
AT2G02090	OG0009338	1	1	1	1	1
AT3G48460	OG0009339	1	1	1	1	1
AT3G43240	OG0009340	1	1	1	1	1
AT3G53380	OG0009341	1	1	1	1	1
AT3G54480	OG0009342	1	1	1	1	1
AT3G61920	OG0009343	1	1	1	1	1
AT3G58430	OG0009344	2	1	1	1	0
AT3G54860	OG0009345	1	1	1	1	1
AT3G28840	OG0009346	2	1	1	1	0
AT3G53400	OG0009347	1	1	1	1	1
AT3G52030	OG0009348	1	1	1	1	1
AT2G01680	OG0009349	1	1	1	1	1
AT4G38090	OG0009350	1	1	1	1	1
AT3G53760	OG0009351	1	1	1	1	1
AT3G53190	OG0009352	1	1	1	1	1
AT3G51220	OG0009353	1	1	1	1	1
AT3G53980	OG0009354	1	1	1	1	1
AT2G01590	OG0009355	1	1	1	1	1
AT3G51470	OG0009356	1	1	1	1	1
AT3G54010	OG0009357	1	1	1	1	1
AT3G56500	OG0009358	1	1	1	1	1
AT3G60200	OG0009359	1	2	1	1	0
AT3G05975	OG0009360	1	1	1	1	1
AT3G46550	OG0009361	1	1	1	1	1
AT3G61280	OG0009362	1	1	0	2	1
AT1G64385	OG0009363	1	1	1	1	1
AT3G55420	OG0009364	1	1	1	1	1
AT3G59840	OG0009365	1	1	1	1	1
AT3G54260	OG0009366	1	1	1	1	1
AT3G53140	OG0009367	1	1	1	1	1
AT2G01460	OG0009368	1	1	1	1	1
AT3G52230	OG0009369	1	1	1	1	1
AT3G56010	OG0009370	1	1	1	1	1
AT3G53520	OG0009371	1	1	1	1	1
AT3G58140	OG0009372	1	1	1	1	1
AT3G57320	OG0009373	1	1	1	1	1
AT3G45770	OG0009374	1	1	1	1	1
AT3G56250	OG0009375	1	1	1	1	1
AT3G27010	OG0009376	1	1	1	1	1
AT3G46960	OG0009377	1	1	1	1	1
AT3G53580	OG0009378	1	1	1	1	1
AT3G57150	OG0009379	1	1	1	1	1
AT2G05320	OG0009380	1	1	1	1	1
AT3G56290	OG0009381	1	1	1	1	1
AT3G52940	OG0009382	1	1	1	1	1
AT2G03120	OG0009383	1	1	1	1	1
AT2G02590	OG0009384	1	1	1	1	1
AT3G55970	OG0009385	1	1	1	1	1
AT3G61740	OG0009386	1	1	1	1	1
AT3G51000	OG0009387	1	1	1	1	1
AT3G47530	OG0009388	1	1	1	1	1
AT3G47450	OG0009389	1	1	1	1	1
AT3G54220	OG0009390	1	1	1	1	1
AT3G46570	OG0009391	1	1	1	1	1
AT3G28730	OG0009392	1	1	1	1	1
AT3G58770	OG0009393	1	1	1	1	1
AT3G54440	OG0009394	1	1	1	1	1
AT3G56040	OG0009395	1	1	1	1	1
AT3G47420	OG0009396	1	1	1	1	1
AT3G50620	OG0009397	1	1	1	1	1
AT3G48140	OG0009398	1	1	1	1	1
AT3G45740	OG0009399	1	0	1	1	2
AT3G54510	OG0009400	1	1	1	1	1
AT3G53990	OG0009401	1	1	1	1	1
AT5G39610	OG0009402	2	1	1	1	0
AT3G51980	OG0009403	1	1	1	1	1
AT3G49400	OG0009404	1	1	1	1	1
AT2G02880	OG0009405	1	1	1	1	1
AT3G42660	OG0009406	1	1	1	1	1
AT3G03776	OG0009407	1	1	2	1	0
AT3G47930	OG0009408	1	1	1	1	1
AT3G52820	OG0009409	1	1	1	1	1
AT3G47830	OG0009410	1	1	1	1	1
AT3G59040	OG0009411	1	1	1	1	1
AT3G50660	OG0009412	1	1	1	1	1
AT3G56100	OG0009413	1	1	2	1	0
AT3G60520	OG0009414	1	1	1	1	1
AT3G47430	OG0009415	1	1	1	1	1
AT2G01690	OG0009416	1	1	1	1	1
AT3G51240	OG0009417	1	1	1	1	1
AT3G27670	OG0009418	1	1	1	1	1
AT2G02820	OG0009419	1	1	1	1	1
AT3G49650	OG0009420	1	1	1	1	1
AT3G48890	OG0009421	1	1	1	1	1
AT3G48150	OG0009422	1	1	1	1	1
AT3G60400	OG0009423	1	1	1	1	1
AT2G01180	OG0009424	1	1	1	1	1
AT3G60680	OG0009425	1	1	1	1	1
AT3G63210	OG0009426	1	1	1	1	1
AT2G03070	OG0009427	1	1	1	1	1
AT3G51490	OG0009428	1	1	1	1	1
AT1G20900	OG0009429	1	1	1	1	1
AT3G56950	OG0009430	1	1	1	1	1
AT3G26120	OG0009431	1	1	1	1	1
AT3G52860	OG0009432	1	1	1	1	1
AT3G54826	OG0009433	1	1	1	1	1
AT3G53830	OG0009434	1	1	1	1	1
AT3G51920	OG0009435	1	2	1	1	0
AT3G59520	OG0009436	1	1	1	1	1
AT3G56370	OG0009437	1	1	1	1	1
AT3G51510	OG0009438	1	1	1	1	1
AT3G57700	OG0009439	1	2	1	1	0
AT3G56820	OG0009440	1	1	1	1	1
AT3G57500	OG0009441	1	1	1	1	1
AT1G76240	OG0009442	1	1	1	1	1
AT3G54720	OG0009443	1	1	1	1	1
AT3G56330	OG0009444	1	1	1	1	1
AT3G46640	OG0009445	1	1	1	1	1
AT3G57190	OG0009446	1	1	1	1	1
AT3G50860	OG0009447	1	1	1	1	1
AT3G48480	OG0009448	1	1	1	1	1
AT3G49780	OG0009449	1	1	1	1	1
AT3G58490	OG0009450	1	1	1	1	1
AT3G28917	OG0009451	1	1	1	1	1
AT3G26410	OG0009452	1	1	1	1	1
AT2G01770	OG0009453	1	1	1	1	1
AT3G63300	OG0009454	1	1	1	1	1
AT3G57630	OG0009455	1	1	1	1	1
AT3G33520	OG0009456	1	1	1	1	1
AT3G56810	OG0009457	1	2	1	1	0
AT3G48470	OG0009458	1	1	1	1	1
AT3G25905	OG0009459	1	1	1	1	1
AT1G64890	OG0009460	1	1	1	1	1
AT3G26540	OG0009461	1	1	1	1	1
AT3G52250	OG0009462	1	1	1	1	1
AT3G55920	OG0009463	1	1	1	1	1
AT3G46740	OG0009464	1	1	1	1	1
AT3G60240	OG0009465	1	1	1	1	1
AT3G60480	OG0009466	1	1	1	1	1
AT3G52280	OG0009467	1	1	1	1	1
AT3G62140	OG0009468	1	1	1	1	1
AT3G49710	OG0009469	1	1	1	1	1
AT2G01540	OG0009470	1	0	2	1	1
AT1G14590	OG0009471	1	1	1	1	1
AT3G44330	OG0009472	1	1	1	1	1
AT3G29020	OG0009473	2	1	1	1	0
AT2G28150	OG0009474	1	1	1	1	1
AT1G67370	OG0009475	1	1	1	1	1
AT5G44190	OG0009476	1	1	2	1	0
AT4G00560	OG0009477	1	1	1	1	1
AT5G42900	OG0009478	1	1	1	1	1
AT2G23350	OG0009479	1	1	1	1	1
AT4G11560	OG0009480	1	1	1	1	1
AT5G45290	OG0009481	1	1	1	1	1
AT5G48480	OG0009482	1	1	1	1	1
AT4G01290	OG0009483	1	1	1	1	1
AT3G20490	OG0009484	1	1	1	1	1
AT5G46230	OG0009485	1	1	1	1	1
AT4G27700	OG0009486	1	1	1	1	1
AT2G26490	OG0009487	1	1	1	1	1
AT4G10340	OG0009488	1	1	1	1	1
AT5G46390	OG0009489	1	1	1	1	1
AT1G61795	OG0009490	1	1	1	1	1
AALP_AA6G131100	OG0009491	3	2	0	0	0
AT4G00090	OG0009492	1	1	1	1	1
AT2G22600	OG0009493	1	1	1	1	1
AT5G42970	OG0009494	1	1	1	1	1
AT5G45820	OG0009495	1	1	1	1	1
AT2G23680	OG0009496	1	2	1	1	0
AT5G43860	OG0009497	1	1	1	1	1
AT2G36920	OG0009498	1	0	2	2	0
AT4G17300	OG0009499	1	1	1	1	1
AT5G44650	OG0009500	1	1	1	1	1
AT5G38720	OG0009501	1	1	1	1	1
AT4G00330	OG0009502	1	1	1	1	1
AT5G41890	OG0009503	1	1	1	1	1
AT4G01680	OG0009504	1	1	1	1	1
AT5G44635	OG0009505	1	1	1	1	1
AT2G25870	OG0009506	1	1	1	1	1
AT4G20740	OG0009507	2	1	1	1	0
AT2G26510	OG0009508	1	1	1	1	1
AT2G26830	OG0009509	1	1	1	1	1
AT5G43190	OG0009510	1	1	1	1	1
AT4G11740	OG0009511	1	1	1	1	1
AT4G12390	OG0009512	1	1	1	1	1
AT4G09750	OG0009513	1	1	1	1	1
AT5G36880	OG0009514	1	1	1	1	1
AT4G02340	OG0009515	1	1	1	1	1
AT2G32040	OG0009516	1	1	1	1	1
AT4G10240	OG0009517	1	1	1	1	1
AT4G12710	OG0009518	1	1	1	1	1
AT5G40280	OG0009519	2	1	0	1	1
AT4G10030	OG0009520	1	1	1	1	1
AT5G44250	OG0009521	1	1	1	1	1
AT5G24950	OG0009522	1	0	1	3	0
AT2G31060	OG0009523	1	1	1	1	1
AT4G10080	OG0009524	2	1	1	1	0
AT2G33770	OG0009525	1	1	1	1	1
AT5G48820	OG0009526	1	1	1	1	1
AT2G32415	OG0009527	1	1	1	1	1
AT2G27810	OG0009528	1	1	1	1	1
AT4G01250	OG0009529	1	1	1	1	1
AT4G05060	OG0009530	1	1	2	1	0
AT5G46580	OG0009531	1	1	1	1	1
AT2G21860	OG0009532	1	2	1	1	0
AT4G09150	OG0009533	1	1	2	1	0
AT5G39940	OG0009534	1	1	1	1	1
AT4G01800	OG0009535	1	1	1	1	1
AT2G32890	OG0009536	1	1	1	1	1
AT5G43250	OG0009537	1	1	1	1	1
AT4G02195	OG0009538	1	1	1	1	1
AT4G02680	OG0009539	1	1	1	1	1
AT4G11110	OG0009540	1	1	1	1	1
AT2G23430	OG0009541	1	1	1	1	1
AT5G47830	OG0009542	1	1	1	1	1
AT2G32810	OG0009543	2	1	1	1	0
AT4G10920	OG0009544	1	1	1	1	1
AT2G33100	OG0009545	1	1	1	1	1
AT1G37140	OG0009546	1	1	1	1	1
AT2G21970	OG0009547	1	1	1	1	1
AT5G46020	OG0009548	1	1	1	1	1
AT2G21290	OG0009549	1	1	1	1	1
AT5G48120	OG0009550	1	1	1	1	1
AT4G08685	OG0009551	1	1	1	1	1
AT4G04960	OG0009552	1	1	1	1	1
AT5G42330	OG0009553	1	1	1	1	1
AT5G39410	OG0009554	1	1	1	1	1
AT4G02820	OG0009555	1	1	1	1	1
AT5G09890	OG0009556	1	1	1	1	1
AT5G48800	OG0009557	1	1	1	1	1
AT5G41330	OG0009558	1	1	1	1	1
AT4G12730	OG0009559	1	1	1	1	1
AT5G45590	OG0009560	1	1	1	1	1
AT4G10330	OG0009561	1	1	1	1	1
AT5G35570	OG0009562	1	1	1	1	1
AT2G32300	OG0009563	1	1	1	1	1
AT4G02720	OG0009564	1	1	1	1	1
AT2G24130	OG0009565	1	1	1	1	1
AT4G06634	OG0009566	1	1	1	1	1
AT4G01670	OG0009567	1	1	1	1	1
AALP_AA6G267100	OG0009568	4	0	1	0	0
AT2G33385	OG0009569	1	1	1	1	1
AT2G25280	OG0009570	1	1	1	1	1
AT5G41880	OG0009571	1	1	1	1	1
AT4G10620	OG0009572	1	1	1	1	1
AT5G47240	OG0009573	1	1	1	1	1
AT5G47870	OG0009574	1	1	1	1	1
AT5G44030	OG0009575	1	1	1	1	1
AT4G02950	OG0009576	1	0	1	3	0
AT2G24830	OG0009577	1	1	1	1	1
AT5G45310	OG0009578	1	1	1	1	1
AT4G08230	OG0009579	1	1	1	1	1
AT4G04870	OG0009580	1	1	1	1	1
AT5G46420	OG0009581	1	1	1	1	1
AT5G40530	OG0009582	1	1	1	1	1
AT5G46740	OG0009583	1	2	1	1	0
AT2G27250	OG0009584	1	2	1	1	0
AT2G30690	OG0009585	1	1	1	1	1
AT5G40400	OG0009586	1	1	1	1	1
AT5G45950	OG0009587	1	1	1	1	1
AT4G08280	OG0009588	1	1	1	1	1
AT4G03130	OG0009589	1	1	1	1	1
AT5G39880	OG0009590	2	1	1	1	0
AT4G01440	OG0009591	1	1	1	1	1
AT1G05940	OG0009592	1	1	1	1	1
AT2G24390	OG0009593	1	1	1	1	1
AT4G12250	OG0009594	1	1	1	1	1
AT5G37660	OG0009595	1	1	1	1	1
AT2G28200	OG0009596	1	1	1	1	1
AT5G43500	OG0009597	1	1	1	1	1
AT2G21710	OG0009598	1	1	1	1	1
AT4G09970	OG0009599	1	1	1	1	1
AT5G39960	OG0009600	1	1	1	1	1
AT2G32840	OG0009601	1	1	1	1	1
AT4G08940	OG0009602	1	1	1	1	1
AT5G47760	OG0009603	1	1	1	1	1
AT4G08920	OG0009604	1	1	1	1	1
AT5G42870	OG0009605	1	1	1	1	1
AT5G47780	OG0009606	1	1	1	1	1
AT2G32860	OG0009607	2	1	1	1	0
AT4G00752	OG0009608	1	1	1	1	1
AT4G20850	OG0009609	1	1	1	1	1
AT2G22530	OG0009610	1	1	1	1	1
AT4G03090	OG0009611	1	1	1	1	1
AT5G43600	OG0009612	1	1	1	1	1
AT2G22260	OG0009613	1	1	1	1	1
AT5G40490	OG0009614	1	1	1	1	1
AT4G00050	OG0009615	1	1	1	1	1
AT2G18196	OG0009616	1	1	1	1	1
AT2G28450	OG0009617	1	1	1	1	1
AT5G47360	OG0009618	1	1	1	1	1
AALP_AA6G064900	OG0009619	1	1	3	0	0
AT5G41020	OG0009620	1	1	1	1	1
AT4G17430	OG0009621	1	1	2	1	0
AT1G71850	OG0009622	1	1	1	1	1
AT2G33400	OG0009623	1	1	1	1	1
AT2G27140	OG0009624	1	1	1	1	1
AT2G33630	OG0009625	1	1	1	1	1
AT5G42320	OG0009626	1	1	1	1	1
AT1G64510	OG0009627	1	1	1	1	1
AT1G69325	OG0009628	1	1	1	1	1
AT1G61790	OG0009629	1	1	1	1	1
AT4G10130	OG0009630	1	1	1	1	1
