"Orthogroup","Aalpina_V4_priTranscripts","Ahalleri_v2.1.0.priTranscripts","Alyrata_v2.1.priTranscripts","Athaliana_Araport11.priTranscripts","Cpapayav_0.4_priTranscriptOnly"
"OG0000255","AALP_AA2G042200, AALP_AAs65394U000200","Ah2G05850.1, Ah5G10560.1, Ah5G10580.1, Ah6G31560.1","AL1G50240.t2, AL1G55600.t1, AL2G19950.t2, AL3G51040.t1, AL3G51050.t1, AL5G12680.t1, AL5G29740.t1, AL6G34520.t1, AL6G41950.t1, AL7G11670.t1, AL8G17270.t1, AL8G18820.t1, AL8G20940.t1, AL8G20950.t1","AT3G31550.1",""
"OG0000258","AALP_AA3G048600, AALP_AA7G156600, AALP_AA7G195600, AALP_AA8G194400","Ah3G20020.1, Ah3G42780.1","AL1G54030.t1, AL3G29670.t1, AL3G29750.t1, AL3G29760.t1, AL3G29770.t1, AL3G29780.t1, AL3G30470.t1, AL3G30700.t1, AL3G30730.t1, AL3G30850.t1, AL3G53140.t1, AL3G53160.t1, AL4G21820.t1","AT2G18780.1, AT3G16740.1",""
"OG0000261","AALP_AA4G190200","Ah1G19900.1, Ah4G28330.1","AL1G29380.t1, AL1G51540.t1, AL1G53450.t1, AL4G38120.t1, AL6G43180.t1","AT1G17150.1, AT1G43080.1, AT1G43090.1, AT1G43100.1, AT2G15450.1, AT2G15460.1, AT2G15470.1, AT2G26620.1, AT2G40310.1, AT4G13760.1","evm.model.supercontig_12.214, evm.model.supercontig_1615.1, evm.model.supercontig_3158.1"
"OG0000264","AALP_AA5G116100, AALP_AA5G116800, AALP_AA8G061000, AALP_AA8G063200, AALP_AAs48794U000300, AALP_AAs65730U000100","Ah3G38210.1, Ah6G06980.1, Ah7G32470.1","AL3G52210.t1, AL6G16720.t1, AL6G16730.t1, AL7G42530.t1, AL8G22510.t1, AL8G22520.t1, AL9U10270.t1","AT2G24980.3, AT4G08400.1, AT4G13390.1, AT5G06630.1, AT5G35190.2",""
"OG0000266","AALP_AA6G132400, AALP_AA6G132500, AALP_AA7G236700, AALP_AA8G191300","Ah8G03520.1, Ah8G03620.1, Ah8G04340.1, Ah8G04390.1","AL6G28990.t1, AL7G14900.t1, AL8G13580.t1, AL8G13620.t1, AL8G13710.t1, AL8G13740.t1, AL8G14230.t1, AL8G14320.t1, AL8G14370.t1","AT4G36140.1, AT5G17890.1, AT5G45050.1, AT5G45260.1",""
"OG0000269","AALP_AA6G338200","Ah4G15210.1, Ah5G04870.1, Ah8G21360.1","AL5G15330.t1, AL6G11580.t1","AT1G44050.1, AT1G53340.2, AT2G13895.1, AT2G13900.1, AT2G13950.1, AT3G26550.1, AT4G10370.1, AT5G02330.1, AT5G02340.1, AT5G02350.1, AT5G02360.1, AT5G46670.1, AT5G55770.1, AT5G55780.1, AT5G55800.1",""
"OG0000271","AALP_AA8G449800, AALP_AA8G449900, AALP_AA8G450500, AALP_AAs65508U000100","Ah4G11410.1, Ah4G11420.1, Ah4G11440.1, Ah8G15550.2, Ah8G28890.1, Ah8G28900.1","AL4G22760.t1, AL8G38700.t1, AL8G38710.t1","AT1G52430.1, AT1G52450.1, AT2G27630.1, AT2G27650.1, AT5G02660.1, AT5G51530.1, AT5G61940.2, AT5G61950.1",""
"OG0000272","AALP_AA8G415900","Ah6G25820.1","AL5G28620.t1","AT5G23960.1","evm.TU.contig_32569.1, evm.TU.contig_33276.1, evm.TU.contig_34081.1, evm.TU.contig_34132.1, evm.TU.contig_34924.1, evm.TU.contig_39265.1, evm.TU.contig_43986.1, evm.model.supercontig_12.45, evm.model.supercontig_12.46, evm.model.supercontig_157.1, evm.model.supercontig_3598.1, evm.model.supercontig_417.2, evm.model.supercontig_49.166, evm.model.supercontig_585.2, evm.model.supercontig_585.3, evm.model.supercontig_596.3, evm.model.supercontig_761.1"
"OG0000276","","Ah1G25910.1, Ah2G10200.1, Ah3G29250.1, Ah3G35160.1, Ah4G04810.1, Ah4G07030.1, Ah4G27530.1, Ah6G28190.1, Ah7G18790.1","AL4G21390.t1, AL5G19410.t1, AL5G20510.t1, AL5G33480.t1, AL6G53270.t1, AL7G43230.t1, AL8G30870.t1","AT3G29790.1, AT3G33528.2, AT3G43880.1, AT4G07526.3","evm.model.supercontig_89.13"
"OG0000297","AALP_AA7G023900, AALP_AA7G024000","Ah7G22720.1, Ah7G22730.2, Ah7G22750.1, Ah7G22770.1, Ah7G22780.1","AL7G34270.t1, AL7G34280.t1, AL7G34290.t1","AT4G19720.1, AT4G19730.1, AT4G19740.1, AT4G19750.1, AT4G19760.1, AT4G19770.1, AT4G19800.1, AT4G19810.1, AT4G19820.1","evm.model.supercontig_127.9"
"OG0000298","AALP_AA8G338100, AALP_AA8G338200, AALP_AA8G338700","Ah8G20840.1, Ah8G20850.1","AL1G49040.t1, AL8G30880.t1, AL8G30890.t1, AL8G30900.t1, AL8G30920.t1","AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1","evm.model.supercontig_12.226"
"OG0000299","AALP_AA8G337500","","AL1G38150.t1, AL1G52750.t1, AL1G52760.t1, AL1G52780.t1, AL3G19810.t1, AL3G21160.t1, AL3G21170.t1, AL3G23410.t1, AL3G28900.t1, AL4G24660.t1, AL5G29830.t1, AL7G51860.t1, AL7G51870.t1, AL8G27500.t1","AT3G08810.1, AT3G09750.1, AT5G38670.1, AT5G38680.1, AT5G51250.1",""
"OG0000319","AALP_AA2G137000, AALP_AA2G137100, AALP_AA2G137200, AALP_AA2G137300, AALP_AA2G146000, AALP_AA2G161100, AALP_AA2G161800, AALP_AA2G161900, AALP_AA7G187400, AALP_AA8G075100, AALP_AA8G075700, AALP_AAs47265U000100, AALP_AAs47265U000200","Ah2G23910.1, Ah6G33110.1","AL2G32480.t1, AL2G32490.t1","AT1G72800.1, AT4G08730.1",""
"OG0000320","AALP_AA2G135200, AALP_AA2G135300, AALP_AA3G032400, AALP_AA3G032600, AALP_AA3G032700, AALP_AA3G033600, AALP_AA5G017400, AALP_AA5G048700, AALP_AA7G046500, AALP_AA7G227400, AALP_AA8G175200, AALP_AA8G314200, AALP_AA8G360700, AALP_AAs44379U000100, AALP_AAs64007U000400, AALP_AAs73230U000200","","AL3G14170.t1, AL4G22780.t1","AT3G04210.2",""
"OG0000325","AALP_AA3G154500, AALP_AA5G092400, AALP_AA5G096900, AALP_AA5G105900","Ah5G18550.1, Ah5G19420.1","AL5G29310.t1, AL5G29320.t1, AL5G29340.t1","AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT1G67455.1, AT3G13680.1, AT3G14030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1",""
"OG0000329","AALP_AA3G073700","Ah3G00230.1, Ah7G40510.1","AL8G12890.t1","AT1G58037.1, AT2G04500.1, AT3G06990.1, AT3G07000.1, AT3G25850.1, AT4G14980.1, AT5G16430.1, AT5G29624.1, AT5G40320.1, AT5G44770.1, AT5G45730.1, AT5G54020.2, AT5G54030.1, AT5G54040.1, AT5G54050.1",""
"OG0000338","AALP_AA6G080600","Ah1G12380.1, Ah1G12390.1, Ah1G12420.1, Ah4G08620.1, Ah4G08640.1","AL1G22300.t1, AL1G22320.t1, AL1G22350.t1, AL1G23150.t1, AL1G25470.t1, AL1G37130.t1, AL1G58940.t1, AL4G18870.t1, AL5G16800.t1, AL5G38780.t1, AL5G38790.t1, AL8G23030.t1","AT1G11270.2",""
"OG0000339","AALP_AA7G240300, AALP_AA8G373900","Ah1G04890.1, Ah6G39580.1","AL1G14840.t1, AL2G12050.t1, AL4G24690.t1, AL4G25900.t1, AL6G35130.t1, AL6G36280.t1, AL7G27750.t1, AL7G48980.t1, AL7G48990.t1, AL7G49240.t1, AL8G15660.t1","AT1G05080.1, AT5G40750.1, AT5G44850.1","evm.TU.contig_45081.1"
"OG0000343","","Ah1G16830.1, Ah1G38470.1, Ah2G00960.1, Ah2G23210.1, Ah6G28370.1","AL1G56710.t1, AL1G65810.t1, AL3G39460.t1, AL4G17660.t1, AL4G17900.t1, AL4G17920.t1, AL5G20810.t1, AL8G38260.t1","AT1G30140.2, AT2G29880.1, AT5G27260.1, AT5G28820.1, AT5G29613.1, AT5G35540.1",""
"OG0000347","","Ah2G26400.1, Ah5G23260.1","AL2G34810.t1, AL3G50380.t1, AL496U10010.t1, AL496U10020.t1, AL5G18790.t1, AL5G18800.t1, AL5G32600.t1, AL5G34240.t1, AL6G41670.t1, AL6G41680.t1, AL6G41690.t1, AL6G41700.t1, AL6G51840.t1, AL6G51870.t1","AT1G45063.1, AT3G53330.1, AT4G01380.1",""
"OG0000348","","Ah3G02190.1, Ah3G02200.1, Ah3G12170.5, Ah3G12260.1, Ah3G37070.1","AL3G16300.t1, AL3G16310.t1, AL3G22620.t1, AL3G46870.t1, AL6G37850.t1","AT2G15042.1, AT2G15080.1, AT3G05650.1, AT3G05660.1, AT3G11010.2, AT3G11080.1, AT3G28890.2, AT5G25910.1, AT5G27060.2",""
"OG0000360","AALP_AA3G080900","Ah2G20710.1, Ah2G20740.1, Ah2G20770.1, Ah7G39010.1","AL2G29250.t1, AL2G29260.t1, AL2G29280.t1, AL2G29310.t1, AL2G29370.t1, AL2G29390.t1, AL5G35460.t1, AL7G51140.t1","AT1G70020.1, AT1G70040.1, AT1G70120.1, AT3G60700.1, AT5G39330.1",""
"OG0000361","AALP_AA3G355700","Ah1G44550.1, Ah3G36460.1, Ah3G36470.1","AL1G46620.t1, AL1G46640.t1, AL1G46660.t1, AL1G53610.t1, AL1G53620.t1, AL3G29460.t1, AL3G29470.t1, AL3G46410.t1, AL3G46450.t1, AL8G22710.t1","AT1G32430.1, AT1G47390.1, AT2G14710.1, AT3G16580.1",""
"OG0000367","AALP_AA4G043600, AALP_AA4G043800, AALP_AA6G054000, AALP_AA6G312300, AALP_AA7G261100, AALP_AA7G261200, AALP_AAs66918U001100, AALP_AAs66918U001200","Ah8G24680.1, Ah8G24700.1, Ah8G24720.1, Ah8G25480.1","AL132U10010.t1, AL6G45610.t1, AL8G33140.t1, AL8G34460.t2, AL8G34510.t1","AT1G73490.2",""
"OG0000372","AALP_AA5G163900, AALP_AA5G164300","Ah5G04510.1, Ah5G04530.1, Ah5G23200.1","AL5G14940.t1, AL5G14950.t1, AL5G22370.t1, AL5G34190.t1, AL5G34200.t1","AT3G26190.1, AT3G26200.1, AT3G44250.1, AT3G53280.1, AT3G53290.1, AT3G53300.1, AT3G53305.1, AT5G35715.1",""
"OG0000375","AALP_AA6G160500, AALP_AA6G160600","Ah1G15060.1, Ah1G44000.1, Ah2G21090.1, Ah2G21990.1, Ah4G05120.1, Ah4G08800.1, Ah6U00660.1, Ah7G18140.1, Ah7G27690.1, Ah7G31540.1, Ah7G34710.1, Ah8G06270.1","AL7G32660.t1","AT5G42905.1","evm.model.supercontig_21.40, evm.model.supercontig_263.17"
"OG0000382","AALP_AA8G020700","Ah6G02410.1","AL1G59700.t1, AL1G59710.t1, AL1G59720.t1, AL3G47640.t1, AL6G12280.t1, AL6G12290.t1, AL6G12300.t1, AL6G12310.t1","AT2G44030.1, AT2G45406.1, AT3G46050.1, AT5G02990.1, AT5G02995.1, AT5G03000.1, AT5G03010.1, AT5G03020.1",""
"OG0000384","AALP_AA8G186400","Ah3G33250.1, Ah8G11120.1","AL1G30000.t1, AL1G50320.t1, AL1G57050.t1, AL1G58560.t1, AL1G58670.t2, AL3G51940.t1, AL4G19794.t1, AL4G20020.t2, AL5G16890.t1, AL5G27080.t1, AL7G36270.t2, AL8G14210.t1","AT2G07190.1, AT2G07200.1, AT4G04957.1",""
"OG0000385","","Ah1G30330.1, Ah1G41590.1, Ah1G41620.1, Ah2G30400.1, Ah3G19870.1, Ah3G34590.1, Ah3G34600.1, Ah5G07650.1, Ah5G33860.1, Ah6G29480.1, Ah6G29490.1, Ah7G00620.1, Ah7G25240.1, Ah8G08690.1, Ah8G08700.1, Ah8G09190.1","AL3G44890.t1","AT4G05553.1",""
"OG0000386","","Ah3G31240.1, Ah3G31460.1, Ah6G22590.1, Ah6G29430.1","AL1G47530.t1, AL1G47540.t1, AL3G41080.t1, AL6G31890.t1, AL6G31900.t1, AL6G31950.t1, AL6G32070.t1, AL6G32090.t2, AL6G32102.t1, AL6G40190.t1","AT1G33220.1, AT5G20330.1, AT5G20340.1, AT5G20390.1",""
"OG0000388","","Ah2G09340.1, Ah2G09360.1, Ah2G09370.1, Ah2G09380.1, Ah2G09390.1, Ah2G09410.1, Ah2G09430.1, Ah2G09440.1, Ah2G09450.1, Ah3G33090.1","AL1G67210.t1, AL1G67230.t1, AL1G67240.t1, AL1G67280.t1, AL3G42680.t1, AL5G16480.t1, AL786U10010.t1","AT1G57650.1",""
"OG0000402","AALP_AA1G218500","Ah1G28380.1, Ah1G28390.1","AL1G37820.t1, AL1G37850.t1, AL1G38110.t1, AL1G38130.t1, AL3G41480.t1, AL3G41490.t1, AL3G41560.t1","AT1G23810.1, AT1G24060.1, AT1G24230.1, AT1G24250.1, AT1G27260.1, AT1G27270.1, AT1G27280.1",""
"OG0000418","AALP_AA3G106200, AALP_AA6G004200, AALP_AA8G027500, AALP_AA8G033100, AALP_AAs43189U000100, AALP_AAs44809U000200, AALP_AAs47945U000100, AALP_AAs47945U000300, AALP_AAs66664U000100, AALP_AAs74908U000200, AALP_AAs74908U000300","Ah6G02820.1, Ah6G02870.1","AL6G12720.t1, AL6G13690.t1, AL9U10960.t1","AT5G03390.1",""
"OG0000419","AALP_AA3G080200, AALP_AA8G147200, AALP_AA8G147800, AALP_AA8G148100, AALP_AA8G148900","Ah1G22050.1, Ah1G23710.1, Ah5G29870.1, Ah5G30080.1, Ah6G15980.1, Ah70U00060.1, Ah7G19440.1, Ah7G19460.1","AL1G31630.t1, AL5G40870.t1, AL7G31340.t1","AT4G22280.1",""
"OG0000422","AALP_AA4G154900, AALP_AA4G155000","Ah4G25000.1, Ah4G25010.1, Ah4G25030.1","AL4G34730.t1, AL4G34740.t1, AL4G34750.t1, AL4G34760.t1, AL4G34780.t1, AL68U10030.t1, AL68U10040.t1, AL68U10050.t1","AT2G37800.1, AT2G37805.1, AT2G37810.1, AT2G37820.1",""
"OG0000432","AALP_AA6G003100, AALP_AA7G025100, AALP_AAs61749U000100","Ah1G08600.1, Ah1G39160.1, Ah1G45010.1, Ah2G10010.1, Ah2G10020.1, Ah3G33530.1, Ah3G38420.1, Ah3U00260.1, Ah4G11070.1, Ah5G06370.1, Ah6G14340.1, Ah7G32190.1","AL123U10020.t1","AT4G05360.1",""
"OG0000434","AALP_AA6G009000","Ah2G00700.2, Ah6G39440.1, Ah98U00010.1, Ah98U00020.1","AL1G57470.t2, AL2G10700.t1, AL2G10710.t1, AL2G10720.t1, AL7G47070.t1, AL7G47630.t1, AL7G47640.t1, AL8G22950.t1","AT1G49920.1, AT1G64253.1, AT1G64255.1, AT1G64260.1",""
"OG0000440","","Ah1G19820.1, Ah1G35140.1, Ah1G37840.1","AL1G29270.t1, AL1G44400.t1, AL1G44470.t1, AL1G44860.t1, AL1G44890.t2, AL1G44920.t1, AL1G44930.t1, AL1G44960.t1, AL1G48130.t1, AL1G49450.t1, AL1G59130.t1, AL8G27960.t1","AT1G30790.1, AT1G32660.1",""
"OG0000442","","Ah1G25390.1","AL1G35030.t1","AT1G21835.1, AT1G34792.1, AT1G34795.1, AT1G34800.1, AT1G34805.1, AT1G34810.1, AT1G34815.1, AT1G34820.1, AT1G34825.1, AT1G34830.1, AT1G34840.1, AT1G34850.1, AT1G34860.1, AT1G34930.1, AT1G35035.1",""
"OG0000445","","Ah2G30430.1, Ah3G14210.1, Ah3G19860.1, Ah3G34580.1, Ah5G07660.1, Ah5G33870.1, Ah6G29470.1, Ah7G00640.1, Ah7G25220.1, Ah7U00060.1, Ah8G08720.1, Ah8G09230.1","AL5G20660.t1, AL5G20690.t1","AT1G36970.1, AT3G31560.1, AT4G05555.1",""
"OG0000448","AALP_AA1G164500, AALP_AA2G173800, AALP_AA3G199100, AALP_AA3G279600, AALP_AAs44535U000100","Ah2G12680.1","AL1G35450.t1, AL1G39460.t1, AL3G43510.t1, AL4G17880.t1, AL5G18580.t1, AL614U10020.t1, AL6G43140.t1, AL7G51950.t1","AT1G14800.1, AT3G30730.2",""
"OG0000452","AALP_AA1G301200, AALP_AA2G035900, AALP_AA4G071200, AALP_AA4G086700, AALP_AA4G100400, AALP_AA4G131200, AALP_AA4G188300, AALP_AA4G232900, AALP_AA5G058500, AALP_AA5G192600, AALP_AA7G012500, AALP_AAs51730U000100, AALP_AAs61025U000300","Ah7G37240.1","AL5G34540.t1","AT5G32613.1",""
"OG0000453","AALP_AA1G060700","","AL1G16350.t1","AT1G06340.1","evm.TU.contig_34571.1, evm.TU.contig_43820.1, evm.TU.contig_45528.1, evm.model.supercontig_18.95, evm.model.supercontig_52.170, evm.model.supercontig_52.171, evm.model.supercontig_52.172, evm.model.supercontig_52.173, evm.model.supercontig_551.1, evm.model.supercontig_551.2, evm.model.supercontig_551.3, evm.model.supercontig_693.1, evm.model.supercontig_693.2"
"OG0000473","AALP_AA3G146500, AALP_AA3G148500, AALP_AA5G244900","Ah3G12550.1","AL3G22880.t1","AT1G35610.1, AT2G17590.1, AT2G17600.1, AT3G11370.1, AT3G11385.1, AT3G11390.1, AT3G11402.1, AT3G13760.1, AT3G59120.1, AT3G59130.1, AT5G17960.1",""
"OG0000496","AALP_AAs51932U000100, AALP_AAs74013U000100","","AL4G25530.t1, AL80U10070.t1","AT2G30680.1","evm.model.supercontig_2102.1, evm.model.supercontig_2262.1, evm.model.supercontig_235.21, evm.model.supercontig_34.164, evm.model.supercontig_3659.1, evm.model.supercontig_452.2, evm.model.supercontig_50.101, evm.model.supercontig_527.1, evm.model.supercontig_527.4, evm.model.supercontig_714.1, evm.model.supercontig_973.1"
"OG0000500","AALP_AAs67888U000200","Ah2G16540.1, Ah3G30240.1, Ah3G31310.1, Ah4G23390.1","AL3G40330.t1, AL8G24810.t1","AT1G19260.1, AT1G41920.1, AT1G42710.1, AT2G06541.1, AT3G29450.1, AT3G29763.1, AT3G29765.1, AT3G31402.1, AT4G09660.1",""
"OG0000501","","Ah1G49810.1, Ah8G18580.1, Ah8G18650.1, Ah8G18670.1, Ah8G18720.1","AL211U10010.t1, AL8G28350.t1, AL8G28470.t1, AL8G28510.t1, AL8G28520.t1, AL8G28530.t1, AL8G28540.t1, AL8G28560.t1, AL8G28900.t1","AT1G51370.1, AT5G53840.1",""
"OG0000503","","Ah1G24220.1, Ah1G41440.1, Ah1G42990.1, Ah2G01530.1, Ah3G14690.1, Ah3G36060.1, Ah4G30310.1, Ah5G06950.1, Ah6G25740.1, Ah7G36320.1, Ah7G38980.1, Ah8G12370.1","AL1G52040.t1, AL8G17890.t2","AT1G29355.1, AT1G43145.1",""
"OG0000504","","Ah1G42670.1, Ah3G32220.1, Ah6G36170.1, Ah8G04360.2","AL1G56700.t1, AL3G19600.t1, AL6G44880.t1","AT1G35150.1, AT2G06500.1, AT2G16040.1, AT2G19960.3, AT3G29638.1, AT3G29794.1, AT4G10200.1, AT4G10820.1, AT5G35475.1",""
"OG0000510","","Ah5G06400.2, Ah5G08100.1, Ah6G32440.1, Ah8G08260.1","AL5G16900.t1, AL5G18290.t1, AL6G42120.t1, AL8G18170.t1","AT3G27473.1, AT3G27480.1, AT3G27490.1, AT3G27500.1, AT3G27510.1, AT3G28650.1, AT3G45530.1, AT5G42840.1",""
"OG0000513","","Ah3G28500.1","AL3G37620.t1, AL5G32890.t1, AL5G32950.t1, AL5G32970.t1, AL5G33030.t1, AL5G33220.t1, AL5G33250.t1, AL5G33260.t1, AL5G33270.t1, AL7G44280.t1, AL7G45230.t1","AT1G23037.1, AT3G52320.1, AT3G52330.1, AT3G52510.1",""
"OG0000534","AALP_AA2G121300, AALP_AA2G121400, AALP_AA2G201600, AALP_AA2G202000, AALP_AA2G202100, AALP_AA3G098300","Ah2G06500.1, Ah2G27540.1, Ah4G08080.1","AL2G35840.t1","AT1G75830.1, AT2G26010.1, AT2G26020.1, AT5G44420.1, AT5G44430.1",""
"OG0000535","AALP_AA2G039400, AALP_AA2G039600, AALP_AA2G039700","Ah2G06270.1, Ah2G06290.1, Ah2G06320.1","AL2G16115.t1, AL2G16130.t1, AL2G16140.t1, AL2G16150.t1, AL2G16160.t1, AL2G16170.t1, AL2G16180.t1","AT1G60500.1, AT1G60530.1",""
"OG0000546","AALP_AA3G031000","Ah2G16820.1","AL3G13350.t1, AL3G13540.t1, AL3G36620.t1, AL919U10020.t1, AL998U10020.t1, AL9U11730.t1","AT1G67160.1, AT3G03726.1, AT3G03730.1, AT3G22333.1, AT3G22345.1, AT4G12810.1, AT4G12820.1",""
"OG0000549","AALP_AA3G350200, AALP_AA3G350400, AALP_AA6G269000, AALP_AA6G278200, AALP_AA7G243700","","AL3G51970.t1, AL3G52000.t1, AL3G52010.t1, AL4G13820.t1, AL7G14190.t1","AT2G18620.1, AT2G18640.1, AT2G23800.1, AT4G36810.1","evm.model.supercontig_116.45"
"OG0000589","","Ah1G02150.1, Ah1G42510.1, Ah3G28080.1, Ah4G13150.1, Ah4G16490.1, Ah6G24770.1, Ah7G05180.1, Ah7G23880.1, Ah7G32630.1, Ah8G02080.1","AL188U10010.t1, AL4G12860.t1, AL5G25100.t1, AL5G31050.t1","AT2G11035.1",""
"OG0000591","","Ah1G06810.1, Ah3G01840.1","AL1G16750.t1, AL3G14630.t1, AL3G16600.t1, AL3G18110.t1, AL6G27450.t1, AL8G22210.t1","AT1G06740.1, AT3G05850.1","evm.TU.contig_37041.1, evm.TU.contig_37477.1, evm.model.supercontig_146.19, evm.model.supercontig_277.13, evm.model.supercontig_48.222"
"OG0000594","","Ah1G27300.1, Ah1G27320.1","AL1G24200.t1, AL1G24250.t1, AL1G24380.t1, AL1G25890.t1, AL1G36880.t1, AL1G36930.t1, AL1G36940.t1, AL1G37000.t1, AL4G42070.t1, AL7G35910.t1, AL7G35920.t1","AT1G23201.2, AT1G36325.1",""
"OG0000598","","Ah1G28090.1, Ah3G24930.1, Ah8G14890.1","AL1G37890.t1, AL243U10010.t1, AL2G19580.t1, AL3G10770.t1, AL3G10790.t1, AL5G21750.t1, AL8G25330.t1","AT1G24090.1, AT3G01410.1, AT5G51080.1","evm.model.supercontig_263.16, evm.model.supercontig_5.352"
"OG0000599","","Ah3G42790.2, Ah6G05690.1","AL3G22240.t1, AL3G39940.t1, AL3G46970.t1, AL3G53170.t1, AL4G18520.t1, AL4G19510.t1, AL5G23210.t1, AL6G15560.t1, AL6G25810.t1, AL6G39020.t1, AL6G44250.t1","AT2G18770.2, AT5G05670.2",""
"OG0000601","","Ah7G26430.1, Ah7G26450.1, Ah7G26520.1","AL7G37760.t1","AT4G16857.2, AT4G16860.1, AT4G16880.1, AT4G16890.1, AT4G16900.1, AT4G16920.2, AT4G16940.3, AT4G16950.1, AT4G16957.1, AT4G16960.1, AT5G51630.1",""
"OG0000605","","Ah3G31660.1","AL1G34620.t1, AL3G22030.t1, AL3G30600.t1, AL3G41320.t1, AL3G41330.t1, AL3G41340.t1, AL3G41350.t1, AL4G22640.t1, AL4G22680.t1, AL4G22690.t1, AL8G10750.t1","AT1G25141.1, AT3G25460.1, AT5G47300.1",""
"OG0000606","","Ah8G18620.1, Ah8G18660.1, Ah8G18700.1, Ah8G18760.1","AL1G65030.t1, AL6G37800.t1, AL8G28370.t1, AL8G28380.t1, AL8G28490.t1, AL8G28500.t1, AL8G28580.t1, AL8G28590.t1","AT5G25850.1, AT5G53635.1, AT5G53640.1",""
"OG0000618","AALP_AA1G328100, AALP_AA1G328600, AALP_AA5G060400, AALP_AAs63571U000100","Ah1G37600.1, Ah1G40310.1, Ah1G40320.1, Ah3G05720.1, Ah8G22100.1, Ah8G22110.1","AL8G32120.t1","AT1G32375.1, AT5G50270.1, AT5G56390.1",""
"OG0000620","AALP_AA1G197100, AALP_AA1G197300","Ah3G28350.2, Ah3G28480.1","AL3G37430.t1, AL3G37440.t1, AL3G37560.t1, AL3G37570.t1, AL4G14280.t1, AL57U10020.t1, AL57U10030.t1","AT3G23010.1, AT3G23110.1, AT3G23120.1",""
"OG0000621","AALP_AA1G112400","Ah1G36140.2, Ah2G12590.1, Ah3G35580.1, Ah3G36680.1, Ah4G25500.1, Ah5G04910.1, Ah5G08310.1, Ah6G34170.1, Ah8G01420.1, Ah8G04220.1","AL1G49400.t1, AL7G45610.t1","AT1G31150.1",""
"OG0000639","AALP_AA2G146500, AALP_AA2G146600, AALP_AA2G146800, AALP_AA2G150000, AALP_AA2G150100, AALP_AAs62413U000100","Ah7G38950.1","AL158U10020.t1, AL158U10030.t1, AL2G31040.t1, AL2G31050.t1, AL2G31060.t1","AT1G71390.2, AT1G71400.1",""
"OG0000679","AALP_AA4G178600","Ah4G03010.1, Ah7G31780.1","AL1G57810.t1, AL1G63440.t1","AT1G50190.1, AT1G55380.1, AT1G55390.1, AT1G55420.1, AT1G55430.1, AT1G55440.1, AT1G55700.1, AT2G23100.1, AT5G42280.1",""
"OG0000692","AALP_AA5G035500","Ah5G05370.1","AL1G66430.t1, AL4G15990.t1, AL5G15840.t1, AL5G16640.t1, AL5G17120.t1","AT2G24870.1, AT2G24880.1, AT3G26860.2, AT3G26870.1, AT3G27329.1, AT3G27331.1, AT3G27680.1",""
"OG0000712","AALP_AA7G232300","Ah7G37930.1, Ah7G37940.1","AL1G49830.t1, AL3G21830.t1, AL3G49390.t1, AL4G12990.t1, AL4G13000.t1, AL6G26180.t1, AL7G52140.t1","AT2G23142.1, AT2G23148.1, AT5G38435.1, AT5G38440.1",""
"OG0000720","AALP_AA8G437300","Ah3G31700.1, Ah8G27600.1","AL215U10060.t1, AL269U10022.t1, AL269U10030.t1, AL269U10040.t1, AL269U10050.t1, AL3G41370.t2, AL3G41380.t1, AL3G41390.t1, AL3G41400.t1, AL8G37440.t1","AT5G60840.1",""
"OG0000724","AALP_AA8G456200","Ah1G47980.1, Ah2G13440.1, Ah6G21230.1","AL1G66700.t1, AL4G21420.t1, AL5G20730.t1, AL5G23780.t1, AL6G37180.t1, AL7G40240.t1, AL8G40900.t1, AL9U10510.t1","AT4G03566.1, AT5G19270.1",""
"OG0000725","AALP_AAs42753U000100","Ah7G11580.1, Ah7G11590.1, Ah7G11620.1, Ah7G11630.1","AL1G32050.t1, AL4G38000.t1, AL4G38030.t1, AL5G23010.t1, AL5G23100.t1, AL5G23110.t1, AL7G22840.t1, AL7G23550.t1","AT3G44780.1",""
"OG0000728","","Ah1G39720.1, Ah3G21530.1, Ah3G42540.1, Ah7G29390.1, Ah7G35340.1, Ah8G16910.1","AL1G41300.t1, AL3G31830.t1, AL6G25390.t1","AT1G52990.1, AT3G23320.1, AT5G44470.1, AT5G52115.1, AT5G65005.1",""
"OG0000731","","Ah1G45540.1, Ah1G49280.1","AL1G54130.t1, AL1G54580.t1, AL1G54620.t1, AL1G58610.t1, AL2G11100.t1","AT1G47730.1, AT1G47765.1, AT1G47790.1, AT1G48060.1, AT1G50870.1, AT1G50880.1, AT3G10240.1",""
"OG0000736","","Ah6G37160.1, Ah6G42010.1","AL6G50950.t1","AT2G43220.1, AT4G01740.1, AT4G01760.1, AT4G01910.1, AT4G01920.1, AT4G01925.1, AT4G01930.1, AT4G02190.1, AT4G11390.2, AT4G11540.1, AT4G11550.1",""
"OG0000739","","Ah2G08420.1","AL1G65230.t1, AL2G18220.t1, AL2G18240.t1, AL2G18250.t1","AT1G54775.1, AT1G58242.1, AT1G58245.1, AT1G58248.1, AT3G24465.1, AT5G34828.1, AT5G36720.1, AT5G36805.1, AT5G38378.1",""
