"","assembly","gene","scaffold","start","end","length","max_length","copy"
"611","MN47_mabs_v3","AL7G29360","scaffold_7_RagTag",8020894,8023308,2414,3018.75,1
"711","MN47_mabs_v3","AL4G35580","scaffold_4_RagTag",19575604,19576633,1029,1287.5,1
"811","MN47_mabs_v3","AL3G22630","scaffold_3_RagTag",4618551,4619516,965,1207.5,1
"911","MN47_mabs_v3","AL6G36570","scaffold_6_RagTag",11159052,11159633,581,727.5,1
"1011","MN47_mabs_v3","AL6G40140","scaffold_6_RagTag",13555570,13567530,11960,14951.25,1
"1115","MN47_mabs_v3","AL1G56960","scaffold_1_RagTag",25921200,25923094,1894,2368.75,1
"1213","MN47_mabs_v3","AL8G11370","scaffold_8_RagTag",640373,645189,4816,6021.25,1
"1311","MN47_mabs_v3","AL2G37500","scaffold_2_RagTag",21614004,21623622,9618,12023.75,1
"1411","MN47_mabs_v3","AL3G47290","scaffold_3_RagTag",20980847,20983108,2261,2827.5,1
"1511","MN47_mabs_v3","AL5G16540","scaffold_5_RagTag",3304179,3306176,1997,2497.5,1
"1611","MN47_mabs_v3","AL8G17880","scaffold_8_RagTag",4865217,4872332,7115,8911.25,1
"1711","MN47_mabs_v3","AL8G10660","scaffold_8_RagTag",303038,306220,3182,3978.75,1
"1811","MN47_mabs_v3","AL3G16870","scaffold_3_RagTag",2531385,2532677,1292,1616.25,1
"1911","MN47_mabs_v3","AL4G35500","scaffold_4_RagTag",19540466,19541492,1026,1283.75,1
"2011","MN47_mabs_v3","AL4G10190","scaffold_4_RagTag",287636,288468,832,1041.25,1
"2115","MN47_mabs_v3","AL1G40880","scaffold_1_RagTag",12190487,12193803,3316,4146.25,1
"2213","MN47_mabs_v3","AL4G44420","scaffold_4_RagTag",23107432,23109512,2080,2601.25,1
"2311","MN47_mabs_v3","AL1G44510","scaffold_1_RagTag",13880121,13882355,2234,2793.75,1
"2411","MN47_mabs_v3","AL3G25980","scaffold_3_RagTag",5889715,5891539,1824,2281.25,1
"2511","MN47_mabs_v3","AL7G52050","scaffold_7_RagTag",25377162,25379090,1928,2411.25,1
"2610","MN47_mabs_v3","AL4G11740","scaffold_4_RagTag",1018656,1021330,2674,3343.75,1
"279","MN47_mabs_v3","AL1G56790","scaffold_1_RagTag",25820707,25821795,1088,1361.25,1
"2810","MN47_mabs_v3","AL2G29950","scaffold_2_RagTag",18536466,18539188,2722,3397.5,1
"2910","MN47_mabs_v3","AL3G22540","scaffold_3_RagTag",4578912,4579803,891,1115,1
"3010","MN47_mabs_v3","AL7G14700","scaffold_7_RagTag",1892252,1894999,2747,3436.25,1
"3115","MN47_mabs_v3","AL7G17000","scaffold_7_RagTag",2901434,2903843,2409,3012.5,1
"3212","MN47_mabs_v3","AL8G23980","scaffold_8_RagTag",14618894,14621452,2558,3198.75,1
"3311","MN47_mabs_v3","AL1G44620","scaffold_1_RagTag",13934539,13938569,4030,5038.75,1
"3411","MN47_mabs_v3","AL1G32880","scaffold_1_RagTag",8708383,8709656,1273,1592.5,1
"3511","MN47_mabs_v3","AL3G41310","scaffold_3_RagTag",13297897,13299651,1754,2193.75,1
"3611","MN47_mabs_v3","AL8G16570","scaffold_8_RagTag",3910463,3912284,1821,2277.5,1
"3711","MN47_mabs_v3","AL2G25840","scaffold_2_RagTag",16374749,16378513,3764,4706.25,1
"3811","MN47_mabs_v3","AL4G44060","scaffold_4_RagTag",22958523,22965067,6544,8181.25,1
"3911","MN47_mabs_v3","AL6G36110","scaffold_6_RagTag",10827734,10829808,2074,2593.75,1
"4010","MN47_mabs_v3","AL8G32740","scaffold_8_RagTag",18908529,18914654,6125,7657.5,1
"4114","MN47_mabs_v3","AL1G40480","scaffold_1_RagTag",12027922,12034806,6884,8606.25,1
"4311","MN47_mabs_v3","AL4G23330","scaffold_4_RagTag",14000522,14003356,2834,3543.75,1
"4411","MN47_mabs_v3","AL6G24590","scaffold_6_RagTag",5666384,5669258,2874,3593.75,1
"4511","MN47_mabs_v3","AL1G31800","scaffold_1_RagTag",8245918,8250687,4769,5962.5,1
"4610","MN47_mabs_v3","AL6G10970","scaffold_6_RagTag",366320,369845,3525,4407.5,1
"4711","MN47_mabs_v3","AL1G11800","scaffold_1_RagTag",643403,646141,2738,3423.75,1
"4811","MN47_mabs_v3","AL1G13710","scaffold_1_RagTag",1323342,1326389,3047,3810,1
"4910","MN47_mabs_v3","AL6G51420","scaffold_6_RagTag",24121338,24123500,2162,2703.75,1
"507","MN47_mabs_v3","AL4G14860","scaffold_4_RagTag",3024285,3026989,2704,3381.25,1
"517","MN47_mabs_v3","AL8G19860","scaffold_8_RagTag",10799846,10801660,1814,2268.75,1
"150","MN47_v4","AL4G22470","scaffold_4_RagTag",12947037,12951276,4239,5281.25,1
"260","MN47_v4","AL7G49290","scaffold_7_RagTag",27227210,27228981,1771,2215,1
"360","MN47_v4","AL5G14830","scaffold_5_RagTag",2332950,2335278,2328,2908.75,1
"460","MN47_v4","AL1G38960","scaffold_1_RagTag",11354647,11356023,1376,1721.25,1
"518","MN47_v4","AL7G37080","scaffold_7_RagTag",11650185,11652163,1978,2473.75,1
"612","MN47_v4","AL7G29360","scaffold_7_RagTag",8020894,8023308,2414,3018.75,1
"712","MN47_v4","AL4G35580","scaffold_4_RagTag",19575604,19576633,1029,1287.5,1
"812","MN47_v4","AL3G22630","scaffold_3_RagTag",4618551,4619516,965,1207.5,1
"912","MN47_v4","AL6G36570","scaffold_6_RagTag",11159052,11159633,581,727.5,1
"1012","MN47_v4","AL6G40140","scaffold_6_RagTag",13555570,13567530,11960,14951.25,1
"1116","MN47_v4","AL1G56960","scaffold_1_RagTag",25889438,25891332,1894,2368.75,1
"1214","MN47_v4","AL8G11370","scaffold_8_RagTag",640373,645189,4816,6021.25,1
"1312","MN47_v4","AL2G37500","scaffold_2_RagTag",21614004,21623622,9618,12023.75,1
"1412","MN47_v4","AL3G47290","scaffold_3_RagTag",20980847,20983108,2261,2827.5,1
"1512","MN47_v4","AL5G16540","scaffold_5_RagTag",3304179,3306176,1997,2497.5,1
"1612","MN47_v4","AL8G17880","scaffold_8_RagTag",4865217,4872332,7115,8911.25,1
"1712","MN47_v4","AL8G10660","scaffold_8_RagTag",303038,306220,3182,3978.75,1
"1812","MN47_v4","AL3G16870","scaffold_3_RagTag",2531385,2532677,1292,1616.25,1
"1912","MN47_v4","AL4G35500","scaffold_4_RagTag",19540466,19541492,1026,1283.75,1
"2012","MN47_v4","AL4G10190","scaffold_4_RagTag",287636,288468,832,1041.25,1
"2116","MN47_v4","AL1G40880","scaffold_1_RagTag",12190487,12193803,3316,4146.25,1
"2214","MN47_v4","AL4G44420","scaffold_4_RagTag",23107432,23109512,2080,2601.25,1
"2312","MN47_v4","AL1G44510","scaffold_1_RagTag",13880121,13882355,2234,2793.75,1
"2412","MN47_v4","AL3G25980","scaffold_3_RagTag",5889715,5891539,1824,2281.25,1
"2512","MN47_v4","AL7G52050","scaffold_7_RagTag",25377162,25379090,1928,2411.25,1
"2611","MN47_v4","AL4G11740","scaffold_4_RagTag",1018656,1021330,2674,3343.75,1
"2710","MN47_v4","AL1G56790","scaffold_1_RagTag",25788945,25790033,1088,1361.25,1
"2811","MN47_v4","AL2G29950","scaffold_2_RagTag",18536466,18539188,2722,3397.5,1
"2911","MN47_v4","AL3G22540","scaffold_3_RagTag",4578912,4579803,891,1115,1
"3011","MN47_v4","AL7G14700","scaffold_7_RagTag",1892252,1894999,2747,3436.25,1
"3116","MN47_v4","AL7G17000","scaffold_7_RagTag",2901434,2903843,2409,3012.5,1
"3213","MN47_v4","AL8G23980","scaffold_8_RagTag",14618894,14621452,2558,3198.75,1
"3312","MN47_v4","AL1G44620","scaffold_1_RagTag",13934539,13938569,4030,5038.75,1
"3412","MN47_v4","AL1G32880","scaffold_1_RagTag",8708383,8709656,1273,1592.5,1
"3512","MN47_v4","AL3G41310","scaffold_3_RagTag",13297897,13299651,1754,2193.75,1
"3612","MN47_v4","AL8G16570","scaffold_8_RagTag",3910463,3912284,1821,2277.5,1
"3712","MN47_v4","AL2G25840","scaffold_2_RagTag",16374749,16378513,3764,4706.25,1
"3812","MN47_v4","AL4G44060","scaffold_4_RagTag",22958523,22965067,6544,8181.25,1
"3912","MN47_v4","AL6G36110","scaffold_6_RagTag",10827734,10829808,2074,2593.75,1
"4011","MN47_v4","AL8G32740","scaffold_8_RagTag",18908529,18914654,6125,7657.5,1
"4115","MN47_v4","AL1G40480","scaffold_1_RagTag",12027922,12034806,6884,8606.25,1
"4312","MN47_v4","AL4G23330","scaffold_4_RagTag",14000522,14003356,2834,3543.75,1
"4412","MN47_v4","AL6G24590","scaffold_6_RagTag",5666384,5669258,2874,3593.75,1
"4512","MN47_v4","AL1G31800","scaffold_1_RagTag",8245918,8250687,4769,5962.5,1
"4611","MN47_v4","AL6G10970","scaffold_6_RagTag",366320,369845,3525,4407.5,1
"4712","MN47_v4","AL1G11800","scaffold_1_RagTag",643403,646141,2738,3423.75,1
"4812","MN47_v4","AL1G13710","scaffold_1_RagTag",1323342,1326389,3047,3810,1
"4911","MN47_v4","AL6G51420","scaffold_6_RagTag",24121338,24123500,2162,2703.75,1
"508","MN47_v4","AL4G14860","scaffold_4_RagTag",3024285,3026989,2704,3381.25,1
"519","MN47_v4","AL8G19860","scaffold_8_RagTag",10799846,10801660,1814,2268.75,1
"160","Nla.ragtag.scaffold_chr","AL4G22470","scaffold_4_RagTag",10638185,10642399,4214,5281.25,1
"270","Nla.ragtag.scaffold_chr","AL7G49290","scaffold_7_RagTag",26652296,26654071,1775,2215,1
"370","Nla.ragtag.scaffold_chr","AL5G14830","scaffold_5_RagTag",2102993,2105323,2330,2908.75,1
"470","Nla.ragtag.scaffold_chr","AL1G38960","scaffold_1_RagTag",11334862,11336224,1362,1721.25,1
"520","Nla.ragtag.scaffold_chr","AL7G37080","scaffold_7_RagTag",11363362,11365299,1937,2473.75,1
"613","Nla.ragtag.scaffold_chr","AL7G29360","scaffold_7_RagTag",7800940,7803329,2389,3018.75,1
"713","Nla.ragtag.scaffold_chr","AL4G35580","scaffold_4_RagTag",17257206,17258233,1027,1287.5,1
"813","Nla.ragtag.scaffold_chr","AL3G22630","scaffold_3_RagTag",4421870,4422835,965,1207.5,1
"913","Nla.ragtag.scaffold_chr","AL6G36570","scaffold_6_RagTag",11250630,11251205,575,727.5,1
"1013","Nla.ragtag.scaffold_chr","AL6G40140","scaffold_6_RagTag",13836501,13848451,11950,14951.25,1
"1117","Nla.ragtag.scaffold_chr","AL8G11370","scaffold_8_RagTag",517651,522467,4816,6021.25,1
"1215","Nla.ragtag.scaffold_chr","AL2G37500","scaffold_2_RagTag",20912806,20922410,9604,12023.75,1
"1313","Nla.ragtag.scaffold_chr","AL3G47290","scaffold_3_RagTag",21778474,21780721,2247,2827.5,1
"1413","Nla.ragtag.scaffold_chr","AL5G16540","scaffold_5_RagTag",3055802,3057826,2024,2497.5,1
"1513","Nla.ragtag.scaffold_chr","AL8G17880","scaffold_8_RagTag",4425511,4432642,7131,8911.25,1
"1613","Nla.ragtag.scaffold_chr","AL8G10660","scaffold_8_RagTag",203245,206423,3178,3978.75,1
"1713","Nla.ragtag.scaffold_chr","AL3G16870","scaffold_3_RagTag",2328078,2329368,1290,1616.25,1
"1813","Nla.ragtag.scaffold_chr","AL4G35500","scaffold_4_RagTag",17229460,17230485,1025,1283.75,1
"1913","Nla.ragtag.scaffold_chr","AL4G10190","scaffold_4_RagTag",388841,389606,765,1041.25,1
"2013","Nla.ragtag.scaffold_chr","AL1G40880","scaffold_1_RagTag",12314722,12318036,3314,4146.25,1
"2117","Nla.ragtag.scaffold_chr","AL4G44420","scaffold_4_RagTag",20969062,20971118,2056,2601.25,1
"2215","Nla.ragtag.scaffold_chr","AL1G44510","scaffold_1_RagTag",14008639,14010876,2237,2793.75,1
"2313","Nla.ragtag.scaffold_chr","AL3G25980","scaffold_3_RagTag",5691811,5693631,1820,2281.25,1
"2413","Nla.ragtag.scaffold_chr","AL7G52050","scaffold_7_RagTag",25165094,25166973,1879,2411.25,1
"2513","Nla.ragtag.scaffold_chr","AL4G11740","scaffold_4_RagTag",1018644,1021109,2465,3343.75,1
"2612","Nla.ragtag.scaffold_chr","AL1G56790","scaffold_1_RagTag",24816843,24817963,1120,1361.25,1
"2912","Nla.ragtag.scaffold_chr","AL2G29950","scaffold_2_RagTag",17757053,17759765,2712,3397.5,1
"3012","Nla.ragtag.scaffold_chr","AL3G22540","scaffold_3_RagTag",4321153,4322044,891,1115,1
"3214","Nla.ragtag.scaffold_chr","AL7G14700","scaffold_7_RagTag",1790706,1793451,2745,3436.25,1
"3313","Nla.ragtag.scaffold_chr","AL7G17000","scaffold_7_RagTag",2837486,2839888,2402,3012.5,1
"3413","Nla.ragtag.scaffold_chr","AL8G23980","scaffold_8_RagTag",13563816,13566377,2561,3198.75,1
"3513","Nla.ragtag.scaffold_chr","AL1G44620","scaffold_1_RagTag",14061366,14065406,4040,5038.75,1
"3613","Nla.ragtag.scaffold_chr","AL1G32880","scaffold_1_RagTag",8685402,8686726,1324,1592.5,1
"3713","Nla.ragtag.scaffold_chr","AL3G41310","scaffold_3_RagTag",12582791,12584571,1780,2193.75,1
"3813","Nla.ragtag.scaffold_chr","AL8G16570","scaffold_8_RagTag",3489945,3491737,1792,2277.5,1
"3913","Nla.ragtag.scaffold_chr","AL2G25840","scaffold_2_RagTag",15550703,15554443,3740,4706.25,1
"4012","Nla.ragtag.scaffold_chr","AL4G44060","scaffold_4_RagTag",20812030,20818445,6415,8181.25,1
"4116","Nla.ragtag.scaffold_chr","AL6G36110","scaffold_6_RagTag",10923617,10925704,2087,2593.75,1
"4210","Nla.ragtag.scaffold_chr","AL8G32740","scaffold_8_RagTag",18089194,18095215,6021,7657.5,1
"4313","Nla.ragtag.scaffold_chr","AL1G40480","scaffold_1_RagTag",12175665,12182546,6881,8606.25,1
"4513","Nla.ragtag.scaffold_chr","AL4G23330","scaffold_4_RagTag",11834314,11837111,2797,3543.75,1
"4612","Nla.ragtag.scaffold_chr","AL6G24590","scaffold_6_RagTag",5734094,5736957,2863,3593.75,1
"4713","Nla.ragtag.scaffold_chr","AL1G31800","scaffold_1_RagTag",8282728,8287520,4792,5962.5,1
"4813","Nla.ragtag.scaffold_chr","AL6G10970","scaffold_6_RagTag",347074,350585,3511,4407.5,1
"4912","Nla.ragtag.scaffold_chr","AL1G11800","scaffold_1_RagTag",735304,738052,2748,3423.75,1
"509","Nla.ragtag.scaffold_chr","AL1G13710","scaffold_1_RagTag",1428987,1432038,3051,3810,1
"5110","Nla.ragtag.scaffold_chr","AL6G51420","scaffold_6_RagTag",25340432,25342563,2131,2703.75,1
"522","Nla.ragtag.scaffold_chr","AL4G14860","scaffold_4_RagTag",2634800,2637508,2708,3381.25,1
"541","Nla.ragtag.scaffold_chr","AL8G19860","scaffold_8_RagTag",9833900,9835688,1788,2268.75,1
"170","NT1_v2","AL4G22470","scaffold_4",13536450,13540525,4075,5281.25,1
"280","NT1_v2","AL7G49290","scaffold_7",24953582,24955353,1771,2215,1
"380","NT1_v2","AL5G14830","scaffold_5",2125592,2127894,2302,2908.75,1
"480","NT1_v2","AL1G38960","scaffold_1",11192506,11193807,1301,1721.25,1
"523","NT1_v2","AL7G37080","scaffold_7",11260355,11262341,1986,2473.75,1
"614","NT1_v2","AL7G29360","scaffold_7",7793943,7796333,2390,3018.75,1
"714","NT1_v2","AL4G35580","scaffold_4",19941587,19942619,1032,1287.5,1
"814","NT1_v2","AL3G22630","scaffold_3",4480329,4481294,965,1207.5,1
"914","NT1_v2","AL6G36570","scaffold_6",10631006,10631582,576,727.5,1
"1014","NT1_v2","AL6G40140","scaffold_6",12802972,12814898,11926,14951.25,1
"1118","NT1_v2","AL8G11370","scaffold_8",536584,541398,4814,6021.25,1
"1216","NT1_v2","AL2G37500","scaffold_2",18921488,18931145,9657,12023.75,1
"1314","NT1_v2","AL3G47290","scaffold_3",23347965,23350224,2259,2827.5,1
"1414","NT1_v2","AL5G16540","scaffold_5",2975759,2977781,2022,2497.5,1
"1514","NT1_v2","AL8G17880","scaffold_8",4451297,4458438,7141,8911.25,1
"1614","NT1_v2","AL8G10660","scaffold_8",217919,221096,3177,3978.75,1
"1714","NT1_v2","AL4G35500","scaffold_4",19888851,19889872,1021,1283.75,1
"1814","NT1_v2","AL4G10190","scaffold_4",216034,216862,828,1041.25,1
"1914","NT1_v2","AL1G40880","scaffold_1",12090562,12093884,3322,4146.25,1
"2014","NT1_v2","AL4G44420","scaffold_4",23399522,23401693,2171,2601.25,1
"2118","NT1_v2","AL1G44510","scaffold_1",13803991,13806234,2243,2793.75,1
"2216","NT1_v2","AL3G25980","scaffold_3",5747050,5748874,1824,2281.25,1
"2314","NT1_v2","AL7G52050","scaffold_7",23473549,23475338,1789,2411.25,1
"2414","NT1_v2","AL4G11740","scaffold_4",966528,969263,2735,3343.75,1
"2514","NT1_v2","AL1G56790","scaffold_1",24643868,24645016,1148,1361.25,1
"2613","NT1_v2","AL2G29950","scaffold_2",15878809,15881525,2716,3397.5,1
"2711","NT1_v2","AL3G22540","scaffold_3",4432545,4433435,890,1115,1
"2812","NT1_v2","AL7G14700","scaffold_7",1846143,1848890,2747,3436.25,1
"2913","NT1_v2","AL7G17000","scaffold_7",2842819,2845228,2409,3012.5,1
"3013","NT1_v2","AL8G23980","scaffold_8",12044064,12046618,2554,3198.75,1
"3117","NT1_v2","AL1G32880","scaffold_1",8590194,8591434,1240,1592.5,1
"3215","NT1_v2","AL3G41310","scaffold_3",12974791,12976545,1754,2193.75,1
"3314","NT1_v2","AL8G16570","scaffold_8",3593772,3595611,1839,2277.5,1
"3414","NT1_v2","AL2G25840","scaffold_2",13691619,13695366,3747,4706.25,1
"3514","NT1_v2","AL4G44060","scaffold_4",23227939,23234484,6545,8181.25,1
"3614","NT1_v2","AL6G36110","scaffold_6",10261100,10263193,2093,2593.75,1
"3714","NT1_v2","AL8G32740","scaffold_8",16398374,16404385,6011,7657.5,1
"3814","NT1_v2","AL1G40480","scaffold_1",11932631,11939465,6834,8606.25,1
"4013","NT1_v2","AL4G23330","scaffold_4",14561125,14564026,2901,3543.75,1
"4117","NT1_v2","AL6G24590","scaffold_6",5340825,5343686,2861,3593.75,1
"4211","NT1_v2","AL1G31800","scaffold_1",8178368,8183142,4774,5962.5,1
"4314","NT1_v2","AL6G10970","scaffold_6",357131,360651,3520,4407.5,1
"4413","NT1_v2","AL1G11800","scaffold_1",661395,664119,2724,3423.75,1
"4514","NT1_v2","AL1G13710","scaffold_1",1344983,1348034,3051,3810,1
"4613","NT1_v2","AL6G51420","scaffold_6",24801067,24803210,2143,2703.75,1
"4714","NT1_v2","AL4G14860","scaffold_4",3001030,3003702,2672,3381.25,1
"4814","NT1_v2","AL8G19860","scaffold_8",8997278,8999066,1788,2268.75,1
"180","NT12_v2","AL4G22470","scaffold_4_RagTag",12484617,12488850,4233,5281.25,1
"290","NT12_v2","AL7G49290","scaffold_7_RagTag",27190465,27192232,1767,2215,1
"390","NT12_v2","AL5G14830","scaffold_5_RagTag",2388271,2390608,2337,2908.75,1
"490","NT12_v2","AL1G38960","scaffold_1_RagTag",11997984,11999285,1301,1721.25,1
"524","NT12_v2","AL7G37080","scaffold_7_RagTag",12818485,12820479,1994,2473.75,1
"615","NT12_v2","AL7G29360","scaffold_7_RagTag",8599631,8602021,2390,3018.75,1
"715","NT12_v2","AL4G35580","scaffold_4_RagTag",19784290,19785322,1032,1287.5,1
"815","NT12_v2","AL3G22630","scaffold_3_RagTag",4859416,4860379,963,1207.5,1
"915","NT12_v2","AL6G36570","scaffold_6_RagTag",12280764,12281355,591,727.5,1
"1015","NT12_v2","AL6G40140","scaffold_6_RagTag",14812439,14824920,12481,14951.25,1
"1119","NT12_v2","AL8G11370","scaffold_8_RagTag",514713,519534,4821,6021.25,1
"1217","NT12_v2","AL2G37500","scaffold_2_RagTag",23330506,23340118,9612,12023.75,1
"1315","NT12_v2","AL3G47290","scaffold_3_RagTag",22675099,22677346,2247,2827.5,1
"1415","NT12_v2","AL5G16540","scaffold_5_RagTag",3351387,3353376,1989,2497.5,1
"1515","NT12_v2","AL8G17880","scaffold_8_RagTag",4873487,4880623,7136,8911.25,1
"1615","NT12_v2","AL8G10660","scaffold_8_RagTag",212910,216093,3183,3978.75,1
"1715","NT12_v2","AL3G16870","scaffold_3_RagTag",2607184,2608472,1288,1616.25,1
"1815","NT12_v2","AL4G35500","scaffold_4_RagTag",19684873,19685894,1021,1283.75,1
"1915","NT12_v2","AL4G10190","scaffold_4_RagTag",179281,180114,833,1041.25,1
"2015","NT12_v2","AL1G40880","scaffold_1_RagTag",12899938,12903259,3321,4146.25,1
"2119","NT12_v2","AL4G44420","scaffold_4_RagTag",23860551,23862714,2163,2601.25,1
"2217","NT12_v2","AL1G44510","scaffold_1_RagTag",14919261,14921503,2242,2793.75,1
"2315","NT12_v2","AL3G25980","scaffold_3_RagTag",6249690,6251514,1824,2281.25,1
"2415","NT12_v2","AL7G52050","scaffold_7_RagTag",25479034,25480796,1762,2411.25,1
"2515","NT12_v2","AL4G11740","scaffold_4_RagTag",908088,910406,2318,3343.75,1
"2614","NT12_v2","AL1G56790","scaffold_1_RagTag",27357136,27358221,1085,1361.25,1
"2712","NT12_v2","AL2G29950","scaffold_2_RagTag",19902699,19905413,2714,3397.5,1
"2813","NT12_v2","AL3G22540","scaffold_3_RagTag",4804334,4805224,890,1115,1
"2914","NT12_v2","AL7G14700","scaffold_7_RagTag",1944465,1947212,2747,3436.25,1
"3014","NT12_v2","AL7G17000","scaffold_7_RagTag",2995982,2998370,2388,3012.5,1
"3118","NT12_v2","AL8G23980","scaffold_8_RagTag",12444531,12447079,2548,3198.75,1
"3216","NT12_v2","AL1G44620","scaffold_1_RagTag",14974420,14978456,4036,5038.75,1
"3315","NT12_v2","AL1G32880","scaffold_1_RagTag",9122667,9123993,1326,1592.5,1
"3415","NT12_v2","AL3G41310","scaffold_3_RagTag",13951841,13953588,1747,2193.75,1
"3515","NT12_v2","AL8G16570","scaffold_8_RagTag",3794479,3796289,1810,2277.5,1
"3615","NT12_v2","AL2G25840","scaffold_2_RagTag",17549561,17553317,3756,4706.25,1
"3715","NT12_v2","AL4G44060","scaffold_4_RagTag",23631359,23637890,6531,8181.25,1
"3815","NT12_v2","AL6G36110","scaffold_6_RagTag",11688133,11690225,2092,2593.75,1
"3914","NT12_v2","AL8G32740","scaffold_8_RagTag",17312173,17318264,6091,7657.5,1
"4014","NT12_v2","AL1G40480","scaffold_1_RagTag",12710394,12717253,6859,8606.25,1
"4212","NT12_v2","AL4G23330","scaffold_3_RagTag",16183216,16186056,2840,3543.75,1
"4315","NT12_v2","AL6G24590","scaffold_6_RagTag",6075912,6078774,2862,3593.75,1
"4414","NT12_v2","AL1G31800","scaffold_1_RagTag",8727997,8732800,4803,5962.5,1
"4515","NT12_v2","AL6G10970","scaffold_6_RagTag",395029,398581,3552,4407.5,1
"4614","NT12_v2","AL1G11800","scaffold_1_RagTag",737340,740062,2722,3423.75,1
"4715","NT12_v2","AL1G13710","scaffold_1_RagTag",1469994,1473041,3047,3810,1
"4815","NT12_v2","AL6G51420","scaffold_6_RagTag",25447287,25449429,2142,2703.75,1
"4913","NT12_v2","AL4G14860","scaffold_4_RagTag",3018842,3021575,2733,3381.25,1
"5010","NT12_v2","AL8G19860","scaffold_8_RagTag",8949389,8951173,1784,2268.75,1
"190","NT8_v2_fix","AL4G22470","scaffold_4_RagTag",13801976,13806211,4235,5281.25,1
"2100","NT8_v2_fix","AL7G49290","scaffold_7_RagTag",25927009,25928781,1772,2215,1
"3100","NT8_v2_fix","AL5G14830","scaffold_5_RagTag",2391245,2393566,2321,2908.75,1
"4100","NT8_v2_fix","AL1G38960","scaffold_1_RagTag",12280676,12281977,1301,1721.25,1
"525","NT8_v2_fix","AL7G37080","scaffold_7_RagTag",12479504,12481493,1989,2473.75,1
"616","NT8_v2_fix","AL7G29360","scaffold_7_RagTag",8506574,8508964,2390,3018.75,1
"716","NT8_v2_fix","AL4G35580","scaffold_4_RagTag",21685187,21686219,1032,1287.5,1
"816","NT8_v2_fix","AL3G22630","scaffold_3_RagTag",4969890,4970855,965,1207.5,1
"916","NT8_v2_fix","AL6G36570","scaffold_6_RagTag",12105846,12106428,582,727.5,1
"1016","NT8_v2_fix","AL6G40140","scaffold_6_RagTag",14863278,14875749,12471,14951.25,1
"1120","NT8_v2_fix","AL8G11370","scaffold_8_RagTag",604882,609704,4822,6021.25,1
"1218","NT8_v2_fix","AL2G37500","scaffold_2_RagTag",23366821,23376435,9614,12023.75,1
"1316","NT8_v2_fix","AL3G47290","scaffold_3_RagTag",21262487,21264732,2245,2827.5,1
"1416","NT8_v2_fix","AL5G16540","scaffold_5_RagTag",3390708,3392730,2022,2497.5,1
"1516","NT8_v2_fix","AL8G17880","scaffold_8_RagTag",4820298,4827436,7138,8911.25,1
"1616","NT8_v2_fix","AL8G10660","scaffold_8_RagTag",284808,287994,3186,3978.75,1
"1716","NT8_v2_fix","AL3G16870","scaffold_3_RagTag",2727498,2728786,1288,1616.25,1
"1816","NT8_v2_fix","AL4G35500","scaffold_4_RagTag",21625211,21626237,1026,1283.75,1
"1916","NT8_v2_fix","AL4G10190","scaffold_4_RagTag",210784,211618,834,1041.25,1
"2016","NT8_v2_fix","AL1G40880","scaffold_1_RagTag",13253972,13257277,3305,4146.25,1
"2120","NT8_v2_fix","AL4G44420","scaffold_4_RagTag",25571174,25573254,2080,2601.25,1
"2218","NT8_v2_fix","AL1G44510","scaffold_1_RagTag",15220155,15222385,2230,2793.75,1
"2316","NT8_v2_fix","AL3G25980","scaffold_3_RagTag",6309330,6311154,1824,2281.25,1
"2416","NT8_v2_fix","AL7G52050","scaffold_7_RagTag",24277754,24279516,1762,2411.25,1
"2516","NT8_v2_fix","AL4G11740","scaffold_4_RagTag",944623,947130,2507,3343.75,1
"2615","NT8_v2_fix","AL1G56790","scaffold_1_RagTag",27133356,27134441,1085,1361.25,1
"2713","NT8_v2_fix","AL2G29950","scaffold_2_RagTag",19982542,19985253,2711,3397.5,1
"2814","NT8_v2_fix","AL3G22540","scaffold_3_RagTag",4927427,4928319,892,1115,1
"2915","NT8_v2_fix","AL7G14700","scaffold_7_RagTag",1929785,1932532,2747,3436.25,1
"3015","NT8_v2_fix","AL7G17000","scaffold_7_RagTag",3020015,3022415,2400,3012.5,1
"3119","NT8_v2_fix","AL8G23980","scaffold_8_RagTag",12998943,13001506,2563,3198.75,1
"3217","NT8_v2_fix","AL1G44620","scaffold_1_RagTag",15270952,15274989,4037,5038.75,1
"3316","NT8_v2_fix","AL1G32880","scaffold_1_RagTag",9455787,9457113,1326,1592.5,1
"3416","NT8_v2_fix","AL3G41310","scaffold_3_RagTag",13650353,13652131,1778,2193.75,1
"3516","NT8_v2_fix","AL8G16570","scaffold_8_RagTag",3888597,3890223,1626,2277.5,1
"3616","NT8_v2_fix","AL2G25840","scaffold_2_RagTag",17608418,17612176,3758,4706.25,1
"3716","NT8_v2_fix","AL4G44060","scaffold_4_RagTag",25369122,25375640,6518,8181.25,1
"3816","NT8_v2_fix","AL6G36110","scaffold_6_RagTag",11692357,11694448,2091,2593.75,1
"3915","NT8_v2_fix","AL8G32740","scaffold_8_RagTag",17978646,17984775,6129,7657.5,1
"4015","NT8_v2_fix","AL1G40480","scaffold_1_RagTag",13092042,13098884,6842,8606.25,1
"4213","NT8_v2_fix","AL4G23330","scaffold_4_RagTag",15236355,15239191,2836,3543.75,1
"4316","NT8_v2_fix","AL6G24590","scaffold_6_RagTag",5780228,5783092,2864,3593.75,1
"4415","NT8_v2_fix","AL1G31800","scaffold_1_RagTag",9023803,9028592,4789,5962.5,1
