accession	assembly	sample_name	location	latitude	longitude	pop_name	OG0000007	OG0000009	OG0000012	OG0000015	OG0000016	OG0000022	OG0000024	OG0000027	OG0000029	OG0000030	OG0000038	OG0000039	OG0000040	OG0000042	OG0000045	OG0000046	OG0000047	OG0000049	OG0000054	OG0000060	OG0000065	OG0000074	OG0000075	OG0000077	OG0000083	OG0000086	OG0000087	OG0000090	OG0000093	OG0000095	OG0000096	OG0000100	OG0000103	OG0000106	OG0000107	OG0000118	OG0000126	OG0000141	OG0000142	OG0000147	OG0000150	OG0000158	OG0000159	OG0000164	OG0000166	OG0000167	OG0000170	OG0000182	OG0000184	OG0000185	OG0000186	OG0000188	OG0000192	OG0000196	OG0000199	OG0000200	OG0000202	OG0000205	OG0000206	OG0000207	OG0000210	OG0000213	OG0000217	OG0000220	OG0000224	OG0000228	OG0000242	OG0000248	OG0000253	OG0000255	OG0000258	OG0000261	OG0000264	OG0000266	OG0000269	OG0000271	OG0000272	OG0000276	OG0000297	OG0000298	OG0000299	OG0000319	OG0000320	OG0000325	OG0000329	OG0000338	OG0000339	OG0000343	OG0000347	OG0000348	OG0000360	OG0000361	OG0000367	OG0000372	OG0000375	OG0000382	OG0000384	OG0000385	OG0000386	OG0000388	OG0000402	OG0000418	OG0000419	OG0000422	OG0000432	OG0000434	OG0000440	OG0000442	OG0000445	OG0000448	OG0000452	OG0000453	OG0000473	OG0000496	OG0000500	OG0000501	OG0000503	OG0000504	OG0000510	OG0000513	OG0000534	OG0000535	OG0000546	OG0000549	OG0000589	OG0000591	OG0000594	OG0000598	OG0000599	OG0000601	OG0000605	OG0000606	OG0000618	OG0000620	OG0000621	OG0000639	OG0000679	OG0000692	OG0000712	OG0000720	OG0000724	OG0000725	OG0000728	OG0000731	OG0000736	OG0000739	OG0000761	OG0000792	OG0000817	OG0000822	OG0000846	OG0000857	OG0000862	OG0000865	OG0000887	OG0000893	OG0000907	OG0000913	OG0000929	OG0000949	OG0000962	OG0001007	OG0001019	OG0001038	OG0001079	OG0001115	OG0001127	OG0001132	OG0001135	OG0001136	OG0001139	OG0001188	OG0001196	OG0001202	OG0001262	OG0001318	OG0001336	OG0001349	OG0001363	OG0001392	OG0001395	OG0001398	OG0001400	OG0001401	OG0001408	OG0001411	OG0001412	OG0001688	OG0001769	OG0001813	OG0001820	OG0001841	OG0001885	OG0001893	OG0001901	OG0001911	OG0001918	OG0001923	OG0001927	OG0001928	OG0001929	OG0002178	OG0002370	OG0002564	OG0002742	OG0002810	OG0002829	OG0002867	OG0002883	OG0002891	OG0002892	OG0002893	OG0002919	OG0003409	OG0003680	OG0003687	OG0003691	OG0003730	OG0003767	OG0003807	OG0003808	OG0003820	OG0004081	OG0004132	OG0004303	OG0004694	OG0004872	OG0005764	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	cec_0.5cm_Q0.5_250m	cec_5.15cm_Q0.5_250m	phh2o_0.5cm_Q0.5_250m	phh2o_5.15cm_Q0.5_250m	soc_0.5cm_Q0.5_250m	soc_5.15cm_Q0.5_250m	PC1	PC2	busco_complete_pct	busco_duplicated_pct	contig_n50_mbp	total_length_bp	te_int_frac
GCA_036940305.1	ASM3694030v1	ASM3694030v1	United Kingdom	55.96	-3.19	Edi-0	3	31	27	16	34	16	14	21	10	22	1	11	13	9	1	11	5	10	15	13	11	82	1	13	19	1	4	15	14	1	21	2	7	7	8	13	8	4	11	8	7	1	2	7	2	5	3	4	14	5	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	16	7	3	14	9	1	10	10	8	5	2	1	9	16	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	15	2	2	1	1	10	1	13	2	1	9	8	4	5	1	7	4	1	1	2	3	2	27	3	3	3	3	1	2	9	6	4	1	2	1	4	7	8	12	5	1	1	2	4	2	1	1	1	0	5	4	1	24	5	1	4	5	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	0	2	2	1	1	2	4	3	1	3	1	4	2	2	1	2	3	5	3	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	9.45000000000005	5.2	0.327999997138977	388.3	17.7500000000001	1.85000000000002	15.9	10.05	8.35000000000002	14.65	4.75000000000006	828.4	90.5	48.7	16.1	243.6	168.3	206.9	209.6	NA	NA	NA	NA	NA	NA	-5.10255201087809	-1.24422146481968	99.4	1.1	16	135069682	0.224485484462753
GCA_036940335.1	ASM3694033v1	ASM3694033v1	Italy	37.7	14.98	Etna-2	3	31	28	16	33	15	15	22	9	21	1	11	15	10	1	11	4	10	12	13	10	79	1	13	17	1	5	15	43	2	22	2	11	7	9	11	8	2	11	8	6	1	2	7	2	5	3	5	10	5	3	4	3	7	14	1	5	0	10	3	7	7	4	9	0	4	2	1	2	0	2	16	5	3	14	8	1	4	9	10	5	2	1	8	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	1	17	2	2	1	1	10	1	17	2	2	9	8	4	4	2	7	4	1	1	2	3	2	23	3	3	3	3	1	2	9	8	4	1	2	1	5	6	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	6	2	7	1	2	2	0	1	1	4	3	1	3	1	5	2	0	1	2	3	5	2	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	6.55000000000001	9.1	0.342000007629395	592.3	20.55	-5.94999999999999	26.5	0.950000000000045	14.2500000000001	14.2500000000001	-0.649999999999977	1055.5	152.3	25.2	48.6	433.2	97.2	97.2	373.1	16.4	16.6	6.6	6.7	43.2	29	-0.0694063115449799	-2.55583938349957	99.3	1.4	10	140694555	0.240771698663107
GCA_036940405.1	ASM3694040v1	ASM3694040v1	Russia	62.13	34.02	N13	3	30	31	18	36	15	15	23	10	22	1	11	16	9	1	11	5	10	13	14	10	116	1	15	15	1	1	13	15	2	23	2	8	9	8	15	8	4	11	8	8	1	2	7	2	5	3	5	12	5	3	4	3	7	16	1	5	1	11	3	7	7	4	9	1	3	2	1	2	1	2	15	5	3	15	9	1	5	9	10	5	2	1	8	13	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	16	3	2	1	1	10	1	12	2	1	9	7	4	5	2	7	4	0	1	2	3	2	17	3	3	3	3	1	2	9	7	4	1	2	1	5	6	7	11	5	1	0	2	4	2	1	1	1	1	5	4	1	21	5	1	4	6	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	2	3	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	3.15000000000003	5.5	0.169000005722046	944	20.55	-12.05	32.6	15.45	-3.74999999999994	15.45	-8.94999999999999	652.5	87.7	29.9	35	249.2	97.2	249.2	119	74.9	18.4	4.6	4.7	231.8	51.7	1.34845805563293	7.60937394239918	99.4	1.2	10	135306961	0.229708130093913
GCA_036940415.1	ASM3694041v1	ASM3694041v1	Germany	51.07	13.3	No-0	3	31	30	15	31	16	18	21	10	21	1	11	15	9	1	11	4	10	11	15	12	110	1	15	19	1	4	15	39	2	23	2	13	9	8	13	8	4	11	8	7	1	2	7	2	5	2	4	13	5	3	4	3	7	15	1	5	2	10	3	7	7	4	9	1	3	2	1	2	1	2	12	6	3	13	9	1	4	9	10	5	2	1	10	12	1	3	5	3	11	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	23	3	2	1	1	9	1	16	2	2	8	8	4	5	2	7	4	1	1	1	3	2	16	3	3	3	3	1	2	9	8	4	1	2	1	5	6	11	11	14	1	1	2	4	2	0	1	1	1	5	4	1	21	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	1	4	3	1	3	1	5	2	2	1	6	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	8.85000000000002	7	0.28199999332428	651.5	22.2500000000001	-2.64999999999998	24.9	17.2500000000001	4.45000000000005	17.2500000000001	0.550000000000011	739.5	88.8	45.9	21.6	238.5	151	238.5	164	29	15.1	6.4	6.5	27.3	17.3	-5.22090699477938	2.66428565460878	99.3	1.2	20	136157527	0.228532984445289
GCA_036940605.1	ASM3694060v1	ASM3694060v1	Lebanon	34.1	35.84	Qar-8a	3	31	28	16	31	15	14	25	10	22	1	12	15	10	1	11	4	10	14	14	9	60	1	13	14	1	4	13	32	2	21	2	13	7	9	14	8	4	11	7	6	1	2	7	2	5	2	4	11	4	2	4	2	7	14	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	13	6	3	14	8	1	4	9	10	5	2	1	10	15	1	3	5	3	9	5	4	1	8	0	8	3	1	4	1	8	1	1	4	1	4	2	8	3	2	1	1	9	1	16	2	1	9	7	2	5	1	7	4	1	1	2	3	2	19	3	3	3	1	1	2	9	8	4	1	2	1	4	6	11	9	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	5	1	4	2	1	1	5	3	3	1	4	3	1	3	5	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	2	1	5	2	0	1	3	3	5	3	2	1	1	1	1	2	2	1	0	2	1	1	2	1	1	1	12.05	8.8	0.336999988555908	635.6	25.15	-0.949999999999989	26.1	3.95000000000005	19.85	19.95	3.95000000000005	1349.2	292.9	1.8	93.5	778.6	11.3	12.3	778.6	25.2	24.8	6.4	6.4	26.1	21.3	1.14817563934193	-2.61537736818666	99.5	0.9	13	135870149	0.218819558371133
GCA_036940615.1	ASM3694061v1	ASM3694061v1	Spain	41.78	3.03	Sf-2	3	31	31	15	33	16	14	22	9	21	1	11	15	9	1	11	5	10	14	13	10	99	1	12	13	1	3	16	14	2	22	2	13	7	8	15	8	4	12	8	8	1	2	7	2	5	1	4	10	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	16	6	4	16	9	1	7	10	10	5	2	1	9	13	1	3	5	3	10	5	4	1	7	1	8	3	1	4	0	8	1	1	4	1	3	2	16	2	1	1	1	10	1	10	2	2	9	7	4	5	2	7	4	1	1	2	3	2	13	3	3	3	3	1	2	10	8	4	1	2	1	4	6	10	11	5	1	1	2	4	2	1	1	1	1	4	4	1	21	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	0	4	3	1	3	1	4	2	2	1	8	2	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	16.05	6.1	0.295000004768372	519.2	27.05	6.35000000000002	20.7	17.2500000000001	22.95	23.05	9.85000000000002	666.2	102.4	20.5	35.3	239.4	92.9	128	163.2	NA	NA	NA	NA	NA	NA	-1.55772173224576	-3.25833499000663	99.4	1.1	14	139781231	0.242877851032804
GCA_036940625.1	ASM3694062v1	ASM3694062v1	USA	43.27	-85.26	Tul-0	3	31	29	18	32	16	14	23	10	19	1	11	16	9	1	11	6	10	13	13	9	63	1	13	23	1	2	15	17	1	22	2	13	7	9	14	8	4	12	8	8	1	2	7	2	5	3	5	14	3	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	4	2	1	2	1	2	16	7	3	15	9	1	7	9	10	5	2	1	9	14	1	3	4	3	10	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	18	3	2	1	1	10	1	9	2	1	9	8	4	5	1	7	4	1	1	2	3	2	22	3	3	3	3	1	2	10	8	4	1	2	1	5	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	5	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	3	1	2	1	5	2	2	1	2	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	8.75000000000006	9	0.247000002861023	943.2	27.05	-9.44999999999999	36.5	15.55	-2.44999999999999	20.65	-3.74999999999994	898.1	99.3	45	23.4	267	150.1	252.4	151.5	11.5	3.7	5.2	5.2	40.5	11.2	-2.95509856027238	0.119223495257158	99.4	1	19	136927174	0.237047585601964
GCA_036940635.1	ASM3694063v1	ASM3694063v1	Iceland	64.92	-18.48	Ice-1	3	31	27	16	30	15	16	23	8	22	1	12	15	9	1	11	5	10	13	14	10	64	0	11	20	1	3	16	17	1	23	1	14	9	9	16	8	4	12	8	8	1	2	7	2	5	2	5	10	5	3	4	3	7	14	1	5	2	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	3	12	9	1	7	10	10	5	2	1	9	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	31	3	2	1	1	10	1	11	2	2	9	8	4	5	2	7	4	1	1	1	3	2	17	3	3	3	2	1	1	10	8	4	1	2	1	4	7	5	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	6	0	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	8	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	-0.549999999999955	4.8	0.255999994277954	459.9	9.15000000000003	-9.54999999999995	18.7	2.75000000000006	0.950000000000045	6.15000000000003	-5.34999999999997	1100.4	117.7	60.1	20.3	331.2	192.5	247.9	288.2	25.3	18.6	5.7	5.7	148.9	78.5	-2.65938989199522	0.144254272476867	99.4	1.1	12	134440800	0.217332647529619
GCA_036940645.1	ASM3694064v1	ASM3694064v1	Portugal	32.75	-17.13	Rab-R1	3	30	30	17	30	16	15	22	10	22	1	11	15	9	0	11	5	10	13	13	9	86	1	11	14	1	2	14	14	2	21	2	12	6	9	12	8	3	11	7	8	1	2	7	2	5	3	5	8	3	2	4	3	8	15	1	5	1	10	3	7	7	4	9	0	2	2	1	2	0	2	15	6	3	13	8	1	6	9	10	4	2	1	9	15	1	3	4	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	2	2	1	1	8	1	16	2	1	8	5	3	5	2	7	4	0	1	2	3	2	4	3	3	3	2	1	2	9	8	4	1	2	1	5	7	7	10	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	5	0	4	2	1	1	5	2	3	1	4	3	1	3	6	1	2	1	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	0	1	2	4	2	1	2	1	5	2	2	1	3	2	4	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	13.2500000000001	2.9	0.215000009536743	359.4	21.55	8.05000000000001	13.5	10.55	18.2500000000001	18.45	9.65000000000003	3040.2	542.9	20.9	63.2	1328.8	121.4	207.7	1031.5	21.1	15.8	5.3	5.4	55	49.6	15.0932511524659	-1.24002443581438	99.3	1.2	8	147576663	0.270337058644564
GCA_036940715.1	ASM3694071v1	ASM3694071v1	Sweden	59.34	18.06	St-0	3	31	30	17	32	16	13	22	10	21	1	11	16	10	1	11	5	10	14	14	11	61	1	16	19	1	4	16	29	2	22	2	7	8	9	12	8	4	11	8	8	1	2	7	2	5	4	5	14	5	3	4	3	7	15	1	5	0	10	3	7	7	4	9	1	4	2	1	2	1	2	16	7	3	13	8	1	5	10	10	5	2	1	9	14	1	3	6	3	11	5	4	1	7	1	8	3	1	4	1	7	1	1	4	1	4	2	19	3	2	1	1	10	1	14	2	2	9	8	4	5	2	7	4	1	1	2	3	2	8	3	3	3	3	1	2	10	7	4	1	2	1	4	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	9	3	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	6.55000000000001	5.3	0.208999991416931	691.9	20.65	-4.84999999999997	25.5	15.85	0.850000000000023	15.85	-1.84999999999997	586.7	69.3	30.4	26.7	193.5	96.8	193.5	124.1	NA	NA	NA	NA	NA	NA	-4.27265193865977	1.93120899415599	99.4	1.5	9	134536582	0.224929558564228
GCA_036940825.1	ASM3694082v1	ASM3694082v1	Russia	52.84	36.92	Stw-0	3	30	29	13	35	16	14	23	10	21	1	11	16	10	1	11	6	10	13	14	10	88	1	14	17	1	4	15	22	1	23	2	9	9	8	15	8	4	12	8	7	1	2	7	2	5	3	5	11	6	3	4	3	7	15	1	5	1	11	3	7	7	3	9	1	4	2	1	2	1	2	15	6	2	13	9	1	4	9	10	5	2	1	10	14	1	3	6	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	3	2	1	1	9	1	14	2	2	9	8	4	5	2	7	4	1	1	1	3	2	17	3	3	3	3	1	2	9	8	4	1	2	1	3	7	7	13	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	3	1	4	2	2	1	8	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	5.85000000000002	7.2	0.214000010490418	962.5	23.45	-10.35	33.8	18.05	-0.649999999999977	18.05	-6.44999999999999	673.7	85.4	34.3	26.8	233.2	119.3	233.2	140	32.5	28.3	6.1	6.2	43.6	28.6	-4.39218938153418	1.30273087364603	99.4	1.1	12	134702517	0.221707683457763
GCA_036940995.1	ASM3694099v1	ASM3694099v1	Tanzania	-2.87	36.12	Tanz-1	3	29	29	13	33	16	15	21	10	19	1	11	14	10	1	11	6	9	13	13	12	99	1	14	14	1	1	15	13	1	20	2	10	7	9	12	7	4	11	7	6	1	1	7	2	5	3	5	12	4	2	4	3	7	15	1	5	1	10	3	6	7	4	9	1	4	2	1	2	1	2	14	7	3	11	9	1	4	9	10	5	1	1	8	12	1	3	5	3	10	5	4	1	8	0	8	3	1	4	1	7	1	1	4	1	4	2	25	3	2	1	1	10	1	16	2	1	8	5	4	5	2	7	4	1	1	2	3	2	3	3	3	3	2	1	2	8	7	4	1	2	1	4	7	9	9	5	1	1	1	4	2	1	1	1	1	5	4	1	21	3	1	4	3	1	4	2	1	1	5	2	3	1	4	3	1	3	5	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	2	1	2	1	5	2	2	1	7	3	4	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	24.2500000000001	11.2	0.684000015258789	154.7	31.95	15.55	16.4	24.7500000000001	22.55	25.85	21.95	551.3	140.6	1.5	88.9	279.1	6.2	171.1	7.4	22.5	22.5	7.5	7.5	12.9	10.1	6.06327207670337	-1.12678009878571	99.3	1	14	143441239	0.262677555371646
GCA_036941165.1	ASM3694116v1	ASM3694116v1	Morocco	34.09	-4.1	Taz-0	3	30	28	18	27	16	15	21	10	22	1	11	16	9	1	11	4	10	14	13	10	116	1	12	16	1	5	12	14	2	23	2	8	9	9	9	8	4	10	7	6	1	2	7	2	5	3	5	13	5	3	4	3	7	15	1	5	1	9	3	7	7	4	9	0	3	2	1	2	0	2	13	6	3	15	9	1	4	9	10	5	2	1	8	13	1	3	5	3	10	5	4	0	8	0	8	3	1	4	1	8	1	1	4	1	4	2	19	2	2	1	1	10	1	15	2	2	9	4	4	4	2	7	4	1	1	1	3	2	10	3	3	3	3	1	2	9	8	4	1	2	1	5	7	10	11	5	1	1	2	4	2	1	1	1	1	5	4	1	17	5	1	4	5	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	4	1	4	1	4	2	2	1	3	3	4	2	2	1	1	2	1	2	2	1	1	0	1	1	2	1	1	1	13.45	11.5	0.388000011444092	605.3	29.95	0.250000000000057	29.7	7.25000000000006	21.65	21.65	6.35000000000002	829.7	152.1	4.3	71.1	393.9	20.7	20.7	382.5	14.3	13.2	7.1	7.2	16.9	11.2	3.30433986460121	-3.31952024559747	99.3	1.1	6	140182658	0.236164811484742
GCA_036941295.1	ASM3694129v1	ASM3694129v1	Belarus	53.92	27.57	ws-4	3	30	31	18	35	16	15	24	10	22	1	12	16	9	1	11	5	10	13	14	10	62	1	16	16	1	4	15	9	1	23	2	14	7	9	15	8	4	11	8	8	1	2	7	2	5	3	5	10	4	3	4	3	7	15	1	5	2	11	3	7	7	4	8	0	3	2	1	2	1	2	15	7	2	14	9	1	8	9	10	5	2	1	10	14	1	3	6	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	3	2	1	1	10	1	14	2	1	9	8	4	5	1	7	4	1	1	2	3	2	10	3	3	3	3	1	2	10	8	4	1	2	1	4	7	10	11	5	1	0	2	4	2	0	1	1	1	5	4	1	21	5	1	4	8	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	8	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	8	2	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	6.25000000000006	6.8	0.226999998092651	846.4	22.05	-7.94999999999999	30	16.95	0.450000000000045	16.95	-4.64999999999998	681.2	89.9	36.2	30.5	248.2	119.2	248.2	129.4	NA	NA	NA	NA	NA	NA	-4.70570778219811	3.59820303204752	99.4	1	22	138894149	0.240943943578214
GCA_036941465.1	ASM3694146v1	ASM3694146v1	Morocco	35.45	-5.43	Zin9	3	30	31	17	29	16	14	21	10	21	1	11	16	10	0	11	4	10	13	13	12	86	1	15	18	1	2	14	14	2	20	2	13	6	9	10	8	3	12	7	6	1	2	6	2	5	3	5	14	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	13	7	3	16	9	1	7	9	10	5	2	1	10	13	1	3	6	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	15	3	2	1	1	9	1	13	2	1	9	6	4	5	1	7	4	0	1	2	3	2	13	3	3	3	2	1	2	10	8	4	1	2	1	4	7	6	9	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	5	1	4	2	1	1	5	3	3	1	4	3	1	3	5	1	2	2	0	4	3	2	1	1	7	3	2	5	2	7	0	2	2	0	1	1	4	2	1	2	1	5	2	2	1	3	3	3	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	17.45	8.8	0.390000009536743	443.1	29.7500000000001	7.25000000000006	22.5	13.05	23.15	23.45	12.15	696.5	130.7	1.8	70.3	326.4	13.8	30.1	300.9	21.1	19.3	6.2	6.4	33.9	21.1	11.6060033203762	-2.1880290299829	99.3	1.1	13	138431362	0.233106360681476
GCA_036941635.1	ASM3694163v1	ASM3694163v1	France	44.59	-1.24	PYL-1	3	31	29	15	32	16	13	21	10	21	1	11	15	10	1	11	4	10	14	13	8	98	1	15	22	1	5	14	14	2	23	2	13	9	9	13	8	4	11	8	6	1	2	7	2	5	3	5	11	4	3	4	3	6	14	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	4	15	8	1	8	9	10	5	2	1	9	14	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	11	3	2	1	1	10	1	16	2	2	9	8	4	5	2	7	4	1	1	2	3	2	19	3	3	3	3	1	2	10	7	4	1	2	1	5	7	7	13	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	3	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	2	1	3	1	4	2	2	1	9	4	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	14.35	4.6	0.261999988555908	461.7	23.55	6.15000000000003	17.4	12.15	20.2500000000001	20.35	8.65000000000003	930.7	118.9	45.2	29.3	330.2	152.6	176.8	280.7	NA	NA	NA	NA	NA	NA	-0.676529126076863	1.41086702973355	99.4	1	11	142799389	0.245018527355184
GCA_036941785.1	ASM3694178v1	ASM3694178v1	Italy	40.18	16.45	Valsi-1	3	31	28	18	30	16	16	22	10	21	1	11	14	10	1	11	4	10	12	13	10	81	1	13	17	1	4	15	7	2	22	2	13	10	9	15	8	4	11	7	8	1	2	7	2	5	1	5	10	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	14	7	4	16	9	1	7	10	10	5	2	1	10	16	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	1	16	3	2	1	1	11	1	15	2	2	9	7	4	5	2	7	4	1	1	2	3	2	15	3	3	3	3	1	2	10	8	4	1	2	1	4	6	9	11	5	1	1	2	4	2	1	1	1	1	5	4	1	23	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	3	1	5	2	2	1	9	3	5	3	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	16.55	8.9	0.325999999046326	638.1	31.65	4.25000000000006	27.4	13.55	25.15	25.15	8.95000000000005	636.7	86.1	29.6	32.1	231.2	97	97	196.7	21.4	18.8	7.4	7.5	35.5	18.2	-4.92625533354357	-1.49908369248879	99.4	1.1	18	135622609	0.226886890223443
GCA_036941915.1	ASM3694191v1	ASM3694191v1	Turkey	38.3	42.22	Dog-4	3	31	29	17	34	16	14	22	10	22	1	11	16	9	1	11	5	10	14	14	10	66	1	15	14	1	2	15	18	1	23	1	8	9	6	12	8	4	11	8	8	1	2	7	2	5	4	5	13	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	14	6	3	12	9	1	6	9	10	5	2	1	9	17	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	15	3	2	1	1	11	1	17	2	2	9	6	4	4	1	7	4	1	1	1	3	2	19	3	3	3	3	1	2	8	8	4	1	2	1	4	6	7	9	5	1	1	1	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	4	1	4	2	2	1	3	3	5	2	2	1	1	1	1	2	2	1	0	2	1	1	2	1	1	1	10.2500000000001	10.6	0.280999994277954	978.7	29.7500000000001	-7.84999999999997	37.6	2.85000000000002	22.55	22.7500000000001	-2.24999999999994	1177.6	173.6	6.4	64.3	501.6	30.8	45.4	421.1	22.2	19.2	6.7	6.7	46.7	25.4	-1.25547840218602	2.88609094813136	99.4	1.1	13	137696377	0.232823569497402
