"gene","assembly","group","window","repeat_class","n_te_class"
"AT5G35715","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",6
"AT5G35715","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",5
"AT5G35715","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",3
"AT5G35715","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G35715","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",4
"AT5G35737","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",8
"AT5G35737","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",7
"AT5G35737","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",4
"AT5G35737","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G35737","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G35737","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",6
"AT5G35760","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",4
"AT5G35760","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G35760","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",5
"AT5G35760","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",1
"AT5G35760","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",4
"AT5G35760","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",5
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",7
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",5
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",3
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",4
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",3
"AT5G36180","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/unknown",1
"AT5G36310","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",12
"AT5G36310","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G36310","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G36310","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",4
"AT5G36320","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G36320","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G36320","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G36320","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G36330","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",24
"AT5G36330","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",4
"AT5G36330","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",4
"AT5G36330","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",8
"AT5G36340","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",12
"AT5G36340","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G36340","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G36340","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",3
"AT5G36350","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",34
"AT5G36350","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",6
"AT5G36350","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",6
"AT5G36350","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",10
"AT5G36360","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",13
"AT5G36360","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G36360","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G36360","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",4
"AT5G36370","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",3
"AT5G36370","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G36380","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",3
"AT5G36380","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G36390","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G36410","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",1
"AT5G36420","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G36430","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G36430","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G36440","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G36440","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",2
"AT5G36450","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",64
"AT5G36450","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",6
"AT5G36450","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",6
"AT5G36450","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",14
"AT5G36450","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",5
"AT5G36460","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",10
"AT5G36460","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",4
"AT5G36470","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",10
"AT5G36470","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",4
"AT5G36480","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",10
"AT5G36480","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",4
"AT5G36490","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G36490","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",2
"AT5G36500","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G36500","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",2
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",83
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",5
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",5
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",3
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",24
"AT5G36657","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",15
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",89
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",6
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",6
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",3
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",26
"AT5G36659","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",15
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",15
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",3
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",3
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",10
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",15
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",3
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G36720","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/unknown",1
"AT5G36805","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G36805","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G36805","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G36910","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G36910","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",3
"AT5G36910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G36910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",1
"AT5G36910","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37210","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G37210","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G37210","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",1
"AT5G37210","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37210","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/unknown",1
"AT5G37410","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G37410","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37410","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G37420","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G37420","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37420","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G37430","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G37430","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37430","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G37460","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G37460","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G37460","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",7
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",6
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",2
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",1
"AT5G37470","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37640","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",1
"AT5G37640","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",1
"AT5G37640","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G37640","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",3
"AT5G37640","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",3
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",7
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",3
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",2
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",3
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G37870","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",8
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",3
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",2
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G37890","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",7
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",3
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",2
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G37900","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",7
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",2
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G37910","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",2
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G37920","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G37930","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",3
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G37950","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G38010","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",8
"AT5G38010","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G38010","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G38010","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",5
"AT5G38010","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G38010","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G38040","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G38040","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38040","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",3
"AT5G38040","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",4
"AT5G38040","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",2
"AT5G38350","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G38350","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",3
"AT5G38350","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G38350","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",5
"AT5G38360","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",6
"AT5G38360","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",3
"AT5G38360","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G38360","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",6
"AT5G38435","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G38435","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38435","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G38435","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",9
"AT5G38440","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G38440","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38440","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G38440","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",9
"AT5G38520","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","DNA/Helitron",1
"AT5G38520","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LINE/L1",3
"AT5G38540","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",1
"AT5G38540","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38550","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",1
"AT5G38550","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38565","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38570","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38580","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38590","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G38670","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G38670","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",4
"AT5G38680","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G38680","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",4
"AT5G38810","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G38810","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",1
"AT5G38810","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G38850","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",1
"AT5G38850","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",1
"AT5G38850","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G39330","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",3
"AT5G39330","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G39330","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",1
"AT5G39365","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G39365","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G39365","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",2
"AT5G39980","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",4
"AT5G39980","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT5G39980","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G40060","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",5
"AT5G40060","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G40320","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G40320","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",2
"AT5G40320","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",10
"AT5G40530","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","DNA/Helitron",3
"AT5G40530","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LINE/unknown",3
"AT5G40910","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",7
"AT5G40910","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G40910","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",1
"AT5G41170","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",1
"AT5G41690","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G41690","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT5G41690","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",2
"AT5G41690","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G41690","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",2
"AT5G42232","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",4
"AT5G42232","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G42232","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",2
"AT5G42232","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G42232","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G42232","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/unknown",1
"AT5G42280","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",3
"AT5G42280","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G42280","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G42280","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/unknown",1
"AT5G42430","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",4
"AT5G42430","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G42580","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",9
"AT5G42580","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G42580","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G42840","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G42840","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G42895","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G42895","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G42895","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G42905","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",1
"AT5G42905","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",1
"AT5G42905","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G42905","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/unknown",1
"AT5G42950","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","DNA/Helitron",2
"AT5G42950","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LINE/L1",1
"AT5G42950","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LTR/Ty3",1
"AT5G42950","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","SINE/tRNA",1
"AT5G42950","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","SINE/unknown",2
"AT5G43290","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",3
"AT5G43470","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",25
"AT5G43470","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",2
"AT5G43470","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/unknown",3
"AT5G43680","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LINE/L1",1
"AT5G43680","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LTR/Copia",1
"AT5G43680","GCA_949796605.1_9806_genomic","Single-copy","pm25kb","LTR/Gypsy",1
"AT5G43755","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/unknown",1
"AT5G43755","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Gypsy",1
"AT5G44220","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G44220","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Ty3",2
"AT5G44220","GCA_949796605.1_9806_genomic","Family","pm25kb","SINE/tRNA",1
"AT5G44420","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G44420","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
"AT5G44420","GCA_949796605.1_9806_genomic","Family","pm25kb","LTR/Copia",1
"AT5G44430","GCA_949796605.1_9806_genomic","Family","pm25kb","DNA/Helitron",2
"AT5G44430","GCA_949796605.1_9806_genomic","Family","pm25kb","LINE/L1",2
