"assembly","gene","scaffold","start","end","group","win_start","win_end","window_bp","window","n_te","te_classes","te_bp","te_fraction","nearest_te_dist"
"GCA_949796525.1_6923_genomic","AT1G71400","OX461205.1",28214077,28216882,"Family",28213077,28217882,4806,"pm1kb",0,NA,0,0,11797
"GCA_949796525.1_6923_genomic","AT1G50190","OX461205.1",19857118,19859688,"Family",19856118,19860688,4571,"pm1kb",0,NA,0,0,10262
"GCA_949796525.1_6923_genomic","AT1G55380","OX461205.1",21939580,21941228,"Family",21938580,21942228,3649,"pm1kb",0,NA,0,0,213
"GCA_949796525.1_6923_genomic","AT1G55390","OX461205.1",21928616,21931258,"Family",21927616,21932258,4643,"pm1kb",4,"DNA/MULE-MuDR, LTR/Copia, LTR/unknown",1389,0.299160025845359,0
"GCA_949796525.1_6923_genomic","AT1G55420","OX461205.1",21939451,21941897,"Family",21938451,21942897,4447,"pm1kb",0,NA,0,0,84
"GCA_949796525.1_6923_genomic","AT1G55430","OX461205.1",21945268,21947564,"Family",21944268,21948564,4297,"pm1kb",1,"LTR/Copia",119,0.027693739818478,0
"GCA_949796525.1_6923_genomic","AT1G55440","OX461205.1",21948864,21951020,"Family",21947864,21952020,4157,"pm1kb",0,NA,0,0,758
"GCA_949796525.1_6923_genomic","AT1G55700","OX461205.1",22068321,22069785,"Family",22067321,22070785,3465,"pm1kb",0,NA,0,0,18391
"GCA_949796525.1_6923_genomic","AT2G23100","OX461206.1",12154574,12157278,"Family",12153574,12158278,4705,"pm1kb",2,"DNA/Helitron",520,0.110520722635494,0
"GCA_949796525.1_6923_genomic","AT5G42280","OX461209.1",20321528,20324267,"Family",20320528,20325267,4740,"pm1kb",1,"DNA/Helitron",115,0.0242616033755274,0
"GCA_949796525.1_6923_genomic","AT2G24870","OX461206.1",12913022,12914067,"Family",12912022,12915067,3046,"pm1kb",2,"DNA/MULE-MuDR",362,0.118844386080105,0
"GCA_949796525.1_6923_genomic","AT3G26860","OX461207.1",9885640,9886465,"Family",9884640,9887465,2826,"pm1kb",2,"LINE/L1, LTR/Ty3",652,0.230714791224345,0
"GCA_949796525.1_6923_genomic","AT3G26870","OX461207.1",9887634,9888026,"Family",9886634,9889026,2393,"pm1kb",0,NA,0,0,1314
"GCA_949796525.1_6923_genomic","AT3G27329","OX461207.1",10100199,10100567,"Family",10099199,10101567,2369,"pm1kb",1,"LTR/Copia",86,0.0363022372308991,0
"GCA_949796525.1_6923_genomic","AT3G27331","OX461207.1",10101550,10102285,"Family",10100550,10103285,2736,"pm1kb",1,"LTR/Copia",86,0.0314327485380117,0
"GCA_949796525.1_6923_genomic","AT3G27331","OX461207.1",10099876,10100567,"Family",10098876,10101567,2692,"pm1kb",1,"LTR/Copia",86,0.0319465081723626,0
"GCA_949796525.1_6923_genomic","AT3G27680","OX461207.1",10243712,10244116,"Family",10242712,10245116,2405,"pm1kb",0,NA,0,0,18536
"GCA_949796525.1_6923_genomic","AT2G23142","OX461206.1",12167590,12168033,"Family",12166590,12169033,2444,"pm1kb",0,NA,0,0,2902
"GCA_949796525.1_6923_genomic","AT2G23148","OX461206.1",12171072,12171619,"Family",12170072,12172619,2548,"pm1kb",1,"DNA/Helitron",228,0.0894819466248038,0
"GCA_949796525.1_6923_genomic","AT5G38435","OX461209.1",18775608,18776279,"Family",18774608,18777279,2672,"pm1kb",3,"DNA/Helitron, LTR/Copia",1685,0.63061377245509,0
"GCA_949796525.1_6923_genomic","AT5G38440","OX461209.1",18777813,18778214,"Family",18776813,18779214,2402,"pm1kb",3,"LTR/Copia",695,0.289342214820982,0
"GCA_949796525.1_6923_genomic","AT5G60840","OX461209.1",27892602,27893923,"Family",27891602,27894923,3322,"pm1kb",2,"DNA/Helitron",299,0.0900060204695966,0
"GCA_949796525.1_6923_genomic","AT4G03566","OX461208.1",1662009,1662675,"Family",1661009,1663675,2667,"pm1kb",0,NA,0,0,1166
"GCA_949796525.1_6923_genomic","AT5G19270","OX461209.1",6540058,6541155,"Family",6539058,6542155,3098,"pm1kb",0,NA,0,0,10183
"GCA_949796525.1_6923_genomic","AT3G44780","OX461207.1",21705930,21706930,"Family",21704930,21707930,3001,"pm1kb",1,"LTR/Copia",339,0.112962345884705,0
"GCA_949796525.1_6923_genomic","AT1G52990","OX461205.1",20981247,20982789,"Family",20980247,20983789,3543,"pm1kb",0,NA,0,0,3318
"GCA_949796525.1_6923_genomic","AT3G23320","OX461209.1",20701691,20702266,"Family",20700691,20703266,2576,"pm1kb",0,NA,0,0,2286
"GCA_949796525.1_6923_genomic","AT5G44470","OX461209.1",21308596,21309021,"Family",21307596,21310021,2426,"pm1kb",1,"LINE/L1",76,0.0313272877164056,0
"GCA_949796525.1_6923_genomic","AT5G52115","OX461209.1",5876289,5877106,"Family",5875289,5878106,2818,"pm1kb",1,"DNA/Helitron",725,0.257274662881476,0
"GCA_949796525.1_6923_genomic","AT5G65005","OX461209.1",29390369,29391183,"Family",29389369,29392183,2815,"pm1kb",1,"LINE/unknown",158,0.0561278863232682,0
"GCA_949796525.1_6923_genomic","AT1G47730","OX461205.1",18850904,18852079,"Family",18849904,18853079,3176,"pm1kb",2,"DNA/Helitron",886,0.27896725440806,0
"GCA_949796525.1_6923_genomic","AT1G47765","OX461205.1",18861879,18863065,"Family",18860879,18864065,3187,"pm1kb",1,"LTR/Copia",537,0.168497019140257,0
"GCA_949796525.1_6923_genomic","AT1G47790","OX461205.1",18886985,18888154,"Family",18885985,18889154,3170,"pm1kb",0,NA,0,0,1837
"GCA_949796525.1_6923_genomic","AT1G48060","OX461205.1",18999292,19000299,"Family",18998292,19001299,3008,"pm1kb",0,NA,0,0,1738
"GCA_949796525.1_6923_genomic","AT1G50870","OX461205.1",20111112,20112302,"Family",20110112,20113302,3191,"pm1kb",0,NA,0,0,845
"GCA_949796525.1_6923_genomic","AT1G50880","OX461205.1",20116792,20117937,"Family",20115792,20118937,3146,"pm1kb",0,NA,0,0,6525
"GCA_949796525.1_6923_genomic","AT3G10240","OX461207.1",3182234,3183403,"Family",3181234,3184403,3170,"pm1kb",0,NA,0,0,19512
"GCA_949796525.1_6923_genomic","AT2G43220","OX461206.1",20241699,20244163,"Family",20240699,20245163,4465,"pm1kb",0,NA,0,0,25335
"GCA_949796525.1_6923_genomic","AT4G01740","OX461208.1",825103,827136,"Family",824103,828136,4034,"pm1kb",0,NA,0,0,841
"GCA_949796525.1_6923_genomic","AT4G01760","OX461208.1",830734,832903,"Family",829734,833903,4170,"pm1kb",0,NA,0,0,635
"GCA_949796525.1_6923_genomic","AT4G01925","OX461208.1",897571,898441,"Family",896571,899441,2871,"pm1kb",0,NA,0,0,4165
"GCA_949796525.1_6923_genomic","AT4G01930","OX461208.1",897510,898929,"Family",896510,899929,3420,"pm1kb",0,NA,0,0,4104
"GCA_949796525.1_6923_genomic","AT4G02190","OX461208.1",1028392,1030371,"Family",1027392,1031371,3980,"pm1kb",1,"SINE/tRNA",61,0.0153266331658291,0
"GCA_949796525.1_6923_genomic","AT4G11390","OX461208.1",9508279,9511028,"Family",9507279,9512028,4750,"pm1kb",1,"LINE/L1",62,0.0130526315789474,0
"GCA_949796525.1_6923_genomic","AT4G11540","OX461208.1",9574717,9576206,"Family",9573717,9577206,3490,"pm1kb",2,"DNA/Helitron",803,0.230085959885387,0
"GCA_949796525.1_6923_genomic","AT4G11550","OX461208.1",9579556,9582502,"Family",9578556,9583502,4947,"pm1kb",1,"LINE/L1",246,0.0497271073377805,0
"GCA_949796525.1_6923_genomic","AT1G54775","OX461205.1",21658744,21658974,"Family",21657744,21659974,2231,"pm1kb",0,NA,0,0,3610
"GCA_949796525.1_6923_genomic","AT1G58245","OX461205.1",22848804,22849076,"Family",22847804,22850076,2273,"pm1kb",0,NA,0,0,360
"GCA_949796525.1_6923_genomic","AT1G58248","OX461205.1",22848816,22849091,"Family",22847816,22850091,2276,"pm1kb",0,NA,0,0,372
"GCA_949796525.1_6923_genomic","AT3G24465","OX461207.1",8884531,8884801,"Family",8883531,8885801,2271,"pm1kb",0,NA,0,0,2153
"GCA_949796525.1_6923_genomic","AT5G36720","OX461209.1",18739538,18739801,"Family",18738538,18740801,2264,"pm1kb",0,NA,0,0,751
"GCA_949796525.1_6923_genomic","AT5G36805","OX461207.1",8884538,8884801,"Family",8883538,8885801,2264,"pm1kb",0,NA,0,0,2153
"GCA_949796525.1_6923_genomic","AT5G36720","OX461209.1",17839798,17840061,"Family",17838798,17841061,2264,"pm1kb",0,NA,0,0,586
"GCA_949796525.1_6923_genomic","AT1G24807","OX461205.1",8702592,8704781,"Family",8701592,8705781,4190,"pm1kb",0,NA,0,0,4302
"GCA_949796525.1_6923_genomic","AT1G24909","OX461205.1",8702628,8704781,"Family",8701628,8705781,4154,"pm1kb",0,NA,0,0,4338
"GCA_949796525.1_6923_genomic","AT1G25083","OX461205.1",8702863,8704781,"Family",8701863,8705781,3919,"pm1kb",0,NA,0,0,4573
"GCA_949796525.1_6923_genomic","AT1G25220","OX461205.1",8702393,8705167,"Family",8701393,8706167,4775,"pm1kb",0,NA,0,0,4103
"GCA_949796525.1_6923_genomic","AT5G57890","OX461209.1",26873898,26876237,"Family",26872898,26877237,4340,"pm1kb",0,NA,0,0,24211
"GCA_949796525.1_6923_genomic","AT3G29670","OX461207.1",11614125,11615789,"Family",11613125,11616789,3665,"pm1kb",0,NA,0,0,5162
"GCA_949796525.1_6923_genomic","AT3G05450","OX461207.1",1580911,1583421,"Family",1579911,1584421,4511,"pm1kb",0,NA,0,0,782
"GCA_949796525.1_6923_genomic","AT3G20980","OX461207.1",7368992,7370996,"Family",7367992,7371996,4005,"pm1kb",1,"LTR/Copia",141,0.0352059925093633,0
"GCA_949796525.1_6923_genomic","AT3G21000","OX461207.1",7376932,7378442,"Family",7375932,7379442,3511,"pm1kb",1,"LTR/Copia",207,0.0589575619481629,0
"GCA_949796525.1_6923_genomic","AT4G35670","OX461208.1",19549952,19552714,"Family",19548952,19553714,4763,"pm1kb",0,NA,0,0,173926
"GCA_949796525.1_6923_genomic","AT5G27530","OX461209.1",9769618,9773214,"Family",9768618,9774214,5597,"pm1kb",4,"DNA/Helitron, LINE/unknown, SINE/unknown",1418,0.253350008933357,0
"GCA_949796525.1_6923_genomic","AT5G44830","OX461209.1",21495032,21496838,"Family",21494032,21497838,3807,"pm1kb",1,"DNA/Helitron",213,0.0559495665878645,0
"GCA_949796525.1_6923_genomic","AT5G44840","OX461209.1",21499709,21502087,"Family",21498709,21503087,4379,"pm1kb",0,NA,0,0,764
"GCA_949796525.1_6923_genomic","AT1G35710","OX461205.1",13275179,13280208,"Family",13274179,13281208,7030,"pm1kb",1,"DNA/Helitron",167,0.0237553342816501,0
"GCA_949796525.1_6923_genomic","AT4G08850","OX461208.1",8165251,8169714,"Family",8164251,8170714,6464,"pm1kb",1,"LINE/L1",71,0.0109839108910891,0
"GCA_949796525.1_6923_genomic","AT3G29785","OX461207.1",11696747,11697076,"Family",11695747,11698076,2330,"pm1kb",1,"DNA/Helitron",100,0.0429184549356223,0
"GCA_949796525.1_6923_genomic","AT3G53690","OX461207.1",25276251,25277698,"Family",25275251,25278698,3448,"pm1kb",0,NA,0,0,23120
"GCA_949796525.1_6923_genomic","AT5G67360","OX461209.1",30289421,30292380,"Family",30288421,30293380,4960,"pm1kb",0,NA,0,0,68789
"GCA_949796525.1_6923_genomic","AT4G31640","OX461208.1",17944040,17945558,"Family",17943040,17946558,3519,"pm1kb",0,NA,0,0,488
"GCA_949796525.1_6923_genomic","AT4G31650","OX461208.1",17946763,17949323,"Family",17945763,17950323,4561,"pm1kb",0,NA,0,0,3211
"GCA_949796525.1_6923_genomic","AT4G31680","OX461208.1",17956042,17957863,"Family",17955042,17958863,3822,"pm1kb",0,NA,0,0,263
"GCA_949796525.1_6923_genomic","AT4G31685","OX461208.1",17959110,17959769,"Family",17958110,17960769,2660,"pm1kb",0,NA,0,0,3331
"GCA_949796525.1_6923_genomic","AT4G31690","OX461208.1",17959773,17960963,"Family",17958773,17961963,3191,"pm1kb",0,NA,0,0,3994
"GCA_949796525.1_6923_genomic","AT1G18760","OX461205.1",6449514,6450188,"Family",6448514,6451188,2675,"pm1kb",1,"SINE/tRNA",75,0.0280373831775701,0
"GCA_949796525.1_6923_genomic","AT1G18770","OX461205.1",6451735,6452413,"Family",6450735,6453413,2679,"pm1kb",0,NA,0,0,1899
"GCA_949796525.1_6923_genomic","AT1G21960","OX461205.1",7671068,7671629,"Family",7670068,7672629,2562,"pm1kb",2,"LTR/Copia",1000,0.39032006245121,0
"GCA_949796525.1_6923_genomic","AT2G29840","OX461206.1",12469864,12470872,"Family",12468864,12471872,3009,"pm1kb",2,"LTR/Copia",262,0.0870721169823862,0
"GCA_949796525.1_6923_genomic","AT1G27030","OX461205.1",9232250,9234759,"Family",9231250,9235759,4510,"pm1kb",0,NA,0,0,7048
"GCA_949796525.1_6923_genomic","AT5G26865","OX461209.1",9527041,9527656,"Family",9526041,9528656,2616,"pm1kb",0,NA,0,0,12428
"GCA_949796525.1_6923_genomic","AT5G26950","OX461209.1",9554698,9555583,"Family",9553698,9556583,2886,"pm1kb",0,NA,0,0,11080
"GCA_949796525.1_6923_genomic","AT5G27580","OX461209.1",9788642,9789439,"Family",9787642,9790439,2798,"pm1kb",0,NA,0,0,428
"GCA_949796525.1_6923_genomic","AT5G27944","OX461209.1",10037352,10038014,"Family",10036352,10039014,2663,"pm1kb",0,NA,0,0,9670
"GCA_949796525.1_6923_genomic","AT5G27070","OX461209.1",10037365,10038014,"Family",10036365,10039014,2650,"pm1kb",0,NA,0,0,9670
"GCA_949796525.1_6923_genomic","AT5G27070","OX461209.1",9597071,9597922,"Family",9596071,9598922,2852,"pm1kb",0,NA,0,0,6561
"GCA_949796525.1_6923_genomic","AT5G27070","OX461209.1",9788768,9789426,"Family",9787768,9790426,2659,"pm1kb",0,NA,0,0,441
"GCA_949796525.1_6923_genomic","AT5G27580","OX461209.1",10037352,10038081,"Family",10036352,10039081,2730,"pm1kb",0,NA,0,0,9603
"GCA_949796525.1_6923_genomic","AT5G26950","OX461209.1",9526946,9527464,"Family",9525946,9528464,2519,"pm1kb",0,NA,0,0,12366
"GCA_949796525.1_6923_genomic","AT5G27580","OX461209.1",9554888,9555621,"Family",9553888,9556621,2734,"pm1kb",0,NA,0,0,11270
"GCA_949796525.1_6923_genomic","AT5G27944","OX461209.1",9788768,9789439,"Family",9787768,9790439,2672,"pm1kb",0,NA,0,0,428
"GCA_949796525.1_6923_genomic","AT5G27050","OX461209.1",9788900,9789214,"Family",9787900,9790214,2315,"pm1kb",0,NA,0,0,653
"GCA_949796525.1_6923_genomic","AT5G27050","OX461209.1",9555122,9555429,"Family",9554122,9556429,2308,"pm1kb",0,NA,0,0,11504
"GCA_949796525.1_6923_genomic","AT5G27070","OX461209.1",9554698,9555561,"Family",9553698,9556561,2864,"pm1kb",0,NA,0,0,11080
"GCA_949796525.1_6923_genomic","AT5G27090","OX461209.1",9596965,9597926,"Family",9595965,9598926,2962,"pm1kb",0,NA,0,0,6455
"GCA_949796525.1_6923_genomic","AT5G27090","OX461209.1",9554694,9555621,"Family",9553694,9556621,2928,"pm1kb",0,NA,0,0,11076
"GCA_949796525.1_6923_genomic","AT5G27580","OX461209.1",9526949,9527464,"Family",9525949,9528464,2516,"pm1kb",0,NA,0,0,12369
"GCA_949796525.1_6923_genomic","AT5G27944","OX461209.1",9554888,9555561,"Family",9553888,9556561,2674,"pm1kb",0,NA,0,0,11270
"GCA_949796525.1_6923_genomic","AT2G27410","OX461206.1",14013339,14014331,"Family",14012339,14015331,2993,"pm1kb",1,"LTR/Copia",181,0.060474440360842,0
"GCA_949796525.1_6923_genomic","AT2G31420","OX461206.1",15666372,15667144,"Family",15665372,15668144,2773,"pm1kb",0,NA,0,0,54292
"GCA_949796525.1_6923_genomic","AT2G31460","OX461206.1",15677744,15678478,"Family",15676744,15679478,2735,"pm1kb",0,NA,0,0,56672
"GCA_949796525.1_6923_genomic","AT2G32645","OX461206.1",15936582,15937844,"Family",15935582,15938844,3263,"pm1kb",0,NA,0,0,7691
"GCA_949796525.1_6923_genomic","AT2G32905","OX461206.1",16230433,16231117,"Family",16229433,16232117,2685,"pm1kb",0,NA,0,0,12839
"GCA_949796525.1_6923_genomic","AT3G25180","OX461207.1",9167066,9169228,"Family",9166066,9170228,4163,"pm1kb",0,NA,0,0,3515
"GCA_949796525.1_6923_genomic","AT3G59700","OX461207.1",27406319,27408630,"Family",27405319,27409630,4312,"pm1kb",0,NA,0,0,15593
"GCA_949796525.1_6923_genomic","AT3G59730","OX461207.1",27413581,27415205,"Family",27412581,27416205,3625,"pm1kb",0,NA,0,0,9018
"GCA_949796525.1_6923_genomic","AT3G59740","OX461207.1",27415910,27417979,"Family",27414910,27418979,4070,"pm1kb",0,NA,0,0,6244
"GCA_949796525.1_6923_genomic","AT3G59750","OX461207.1",27418751,27420767,"Family",27417751,27421767,4017,"pm1kb",0,NA,0,0,3456
"GCA_949796525.1_6923_genomic","AT2G02610","OX461206.1",808328,810531,"Family",807328,811531,4204,"pm1kb",0,NA,0,0,2050
"GCA_949796525.1_6923_genomic","AT2G02640","OX461206.1",829477,831457,"Family",828477,832457,3981,"pm1kb",0,NA,0,0,158
"GCA_949796525.1_6923_genomic","AT2G02620","OX461206.1",814414,816547,"Family",813414,817547,4134,"pm1kb",1,"LINE/L1",168,0.0406386066763425,0
"GCA_949796525.1_6923_genomic","AT2G02630","OX461206.1",820732,822789,"Family",819732,823789,4058,"pm1kb",1,"DNA/Helitron",243,0.0598817151306062,0
"GCA_949796525.1_6923_genomic","AT2G02640","OX461206.1",808340,810313,"Family",807340,811313,3974,"pm1kb",0,NA,0,0,2062
"GCA_949796525.1_6923_genomic","AT2G02680","OX461206.1",842809,845522,"Family",841809,846522,4714,"pm1kb",0,NA,0,0,2482
"GCA_949796525.1_6923_genomic","AT2G02690","OX461206.1",846344,848376,"Family",845344,849376,4033,"pm1kb",1,"LTR/Ty3",372,0.0922390280188445,0
"GCA_949796525.1_6923_genomic","AT2G02700","OX461206.1",863981,865533,"Family",862981,866533,3553,"pm1kb",1,"LINE/unknown",322,0.0906276386152547,0
"GCA_949796525.1_6923_genomic","AT5G18880","OX461208.1",1688308,1689195,"Family",1687308,1690195,2888,"pm1kb",3,"LINE/L1, LINE/unknown",677,0.234418282548476,0
"GCA_949796525.1_6923_genomic","AT1G34560","OX461205.1",12778681,12779499,"Family",12777681,12780499,2819,"pm1kb",2,"LINE/unknown",443,0.157147924796027,0
"GCA_949796525.1_6923_genomic","AT1G35353","OX461205.1",13024629,13025354,"Family",13023629,13026354,2726,"pm1kb",3,"LTR/Copia, LTR/Gypsy, LTR/Ty3",436,0.159941305942773,0
"GCA_949796525.1_6923_genomic","AT1G35365","OX461205.1",13027373,13028126,"Family",13026373,13029126,2754,"pm1kb",2,"DNA/Helitron, LTR/Copia",612,0.222222222222222,0
"GCA_949796525.1_6923_genomic","AT3G27900","OX461207.1",10343573,10344986,"Family",10342573,10345986,3414,"pm1kb",1,"LINE/L1",202,0.0591681312243702,0
"GCA_949796525.1_6923_genomic","AT1G52603","OX461205.1",20851208,20851752,"Family",20850208,20852752,2545,"pm1kb",1,"DNA/MULE-MuDR",1545,0.607072691552063,0
"GCA_949796525.1_6923_genomic","AT5G33393","OX461209.1",16250021,16252179,"Family",16249021,16253179,4159,"pm1kb",0,NA,0,0,663
"GCA_949796525.1_6923_genomic","AT5G38350","OX461209.1",18723630,18726583,"Family",18722630,18727583,4954,"pm1kb",0,NA,0,0,2286
"GCA_949796525.1_6923_genomic","AT1G36230","OX461205.1",13687825,13690963,"Family",13686825,13691963,5139,"pm1kb",0,NA,0,0,712
"GCA_949796525.1_6923_genomic","AT2G38590","OX461206.1",18424754,18426041,"Family",18423754,18427041,3288,"pm1kb",0,NA,0,0,14305
"GCA_949796525.1_6923_genomic","AT4G33290","OX461208.1",18669422,18670097,"Family",18668422,18671097,2676,"pm1kb",1,"LINE/L1",363,0.135650224215247,0
"GCA_949796525.1_6923_genomic","AT5G41490","OX461209.1",20021650,20022813,"Family",20020650,20023813,3164,"pm1kb",0,NA,0,0,28663
"GCA_949796525.1_6923_genomic","AT5G41500","OX461209.1",20024451,20025662,"Family",20023451,20026662,3212,"pm1kb",0,NA,0,0,31464
"GCA_949796525.1_6923_genomic","AT5G41510","OX461209.1",20027396,20028598,"Family",20026396,20029598,3203,"pm1kb",0,NA,0,0,34409
"GCA_949796525.1_6923_genomic","AT1G66045","OX461205.1",25883115,25883640,"Family",25882115,25884640,2526,"pm1kb",0,NA,0,0,4303
"GCA_949796525.1_6923_genomic","AT4G03040","OX461208.1",1399570,1401628,"Family",1398570,1402628,4059,"pm1kb",3,"DNA/Helitron, LTR/Copia",629,0.154964276915496,0
"GCA_949796525.1_6923_genomic","AT5G33330","OX461209.1",16350619,16351236,"Family",16349619,16352236,2618,"pm1kb",1,"DNA/Helitron",177,0.0676088617265088,0
"GCA_949796525.1_6923_genomic","AT5G25980","OX461209.1",9158277,9161344,"Family",9157277,9162344,5068,"pm1kb",0,NA,0,0,1598
"GCA_949796525.1_6923_genomic","AT5G26000","OX461209.1",9165118,9168040,"Family",9164118,9169040,4923,"pm1kb",0,NA,0,0,1052
"GCA_949796525.1_6923_genomic","AT5G48375","OX461209.1",23031789,23034368,"Family",23030789,23035368,4580,"pm1kb",0,NA,0,0,20804
"GCA_949796525.1_6923_genomic","AT2G43745","OX461206.1",20407140,20408452,"Family",20406140,20409452,3313,"pm1kb",0,NA,0,0,21267
"GCA_949796525.1_6923_genomic","AT1G61563","OX461205.1",23998589,23999117,"Family",23997589,24000117,2529,"pm1kb",1,"LTR/unknown",213,0.0842230130486358,0
"GCA_949796525.1_6923_genomic","AT1G61566","OX461205.1",24001047,24001597,"Family",24000047,24002597,2551,"pm1kb",1,"LTR/unknown",216,0.084672677381419,0
"GCA_949796525.1_6923_genomic","AT1G61566","OX461205.1",23998796,23999116,"Family",23997796,24000116,2321,"pm1kb",1,"LTR/unknown",212,0.0913399396811719,0
"GCA_949796525.1_6923_genomic","AT2G22055","OX461206.1",11691281,11691930,"Family",11690281,11692930,2650,"pm1kb",2,"LINE/L1, LTR/Ty3",604,0.227924528301887,0
"GCA_949796525.1_6923_genomic","AT3G18330","OX461207.1",6301414,6302676,"Family",6300414,6303676,3263,"pm1kb",0,NA,0,0,39439
"GCA_949796525.1_6923_genomic","AT3G18910","OX461207.1",6526063,6527555,"Family",6525063,6528555,3493,"pm1kb",0,NA,0,0,16986
"GCA_949796525.1_6923_genomic","AT3G19410","OX461207.1",6735531,6736649,"Family",6734531,6737649,3119,"pm1kb",0,NA,0,0,3767
"GCA_949796525.1_6923_genomic","AT5G38360","OX461209.1",18727156,18729006,"Family",18726156,18730006,3851,"pm1kb",0,NA,0,0,280
"GCA_949796525.1_6923_genomic","AT4G27660","OX461208.1",16446239,16447329,"Family",16445239,16448329,3091,"pm1kb",0,NA,0,0,61178
"GCA_949796525.1_6923_genomic","AT5G54148","OX461209.1",25420632,25421938,"Family",25419632,25422938,3307,"pm1kb",0,NA,0,0,5387
"GCA_949796525.1_6923_genomic","AT5G54150","OX461209.1",25422295,25423071,"Family",25421295,25424071,2777,"pm1kb",0,NA,0,0,7050
"GCA_949796525.1_6923_genomic","AT1G26510","OX461205.1",9008470,9009663,"Family",9007470,9010663,3194,"pm1kb",1,"LTR/Gypsy",103,0.0322479649342517,0
"GCA_949796525.1_6923_genomic","AT1G26515","OX461205.1",9010429,9011529,"Family",9009429,9012529,3101,"pm1kb",2,"LTR/Gypsy, LTR/Ty3",234,0.0754595291841341,0
"GCA_949796525.1_6923_genomic","AT1G31000","OX461205.1",10890769,10891959,"Family",10889769,10892959,3191,"pm1kb",0,NA,0,0,3866
"GCA_949796525.1_6923_genomic","AT4G11590","OX461208.1",9591104,9592294,"Family",9590104,9593294,3191,"pm1kb",0,NA,0,0,1541
"GCA_949796525.1_6923_genomic","AT5G15660","OX461209.1",5173352,5174741,"Family",5172352,5175741,3390,"pm1kb",0,NA,0,0,700
"GCA_949796525.1_6923_genomic","AT5G15670","OX461209.1",5177306,5178116,"Family",5176306,5179116,2811,"pm1kb",2,"DNA/Helitron",345,0.12273212379936,0
"GCA_949796525.1_6923_genomic","AT1G40083","OX461207.1",19948154,19948785,"Family",19947154,19949785,2632,"pm1kb",0,NA,0,0,1267
"GCA_949796525.1_6923_genomic","AT5G18720","OX461209.1",6306052,6308399,"Family",6305052,6309399,4348,"pm1kb",0,NA,0,0,48423
"GCA_949796525.1_6923_genomic","AT5G18730","OX461209.1",6308833,6311464,"Family",6307833,6312464,4632,"pm1kb",0,NA,0,0,45358
"GCA_949796525.1_6923_genomic","AT1G62170","OX461205.1",24251978,24252981,"Family",24250978,24253981,3004,"pm1kb",0,NA,0,0,14144
"GCA_949796525.1_6923_genomic","AT2G14540","OX461206.1",8547651,8549394,"Family",8546651,8550394,3744,"pm1kb",0,NA,0,0,1072
"GCA_949796525.1_6923_genomic","AT2G27320","OX461206.1",13981795,13983827,"Family",13980795,13984827,4033,"pm1kb",1,"SINE/tRNA",65,0.0161170344656583,0
"GCA_949796525.1_6923_genomic","AT2G35250","OX461206.1",17120920,17122930,"Family",17119920,17123930,4011,"pm1kb",0,NA,0,0,80161
"GCA_949796525.1_6923_genomic","AT2G38255","OX461206.1",18300685,18303203,"Family",18299685,18304203,4519,"pm1kb",2,"DNA/Helitron",306,0.0677140960389467,0
"GCA_949796525.1_6923_genomic","AT4G17505","OX461208.1",12459985,12461926,"Family",12458985,12462926,3942,"pm1kb",0,NA,0,0,2279
"GCA_949796525.1_6923_genomic","AT2G31425","OX461206.1",15667747,15668799,"Family",15666747,15669799,3053,"pm1kb",0,NA,0,0,55667
"GCA_949796525.1_6923_genomic","AT2G31430","OX461206.1",15669074,15670315,"Family",15668074,15671315,3242,"pm1kb",0,NA,0,0,56994
"GCA_949796525.1_6923_genomic","AT3G55680","OX461207.1",26038846,26039476,"Family",26037846,26040476,2631,"pm1kb",0,NA,0,0,8606
"GCA_949796525.1_6923_genomic","AT5G28950","OX461209.1",11044803,11045733,"Family",11043803,11046733,2931,"pm1kb",1,"LTR/Gypsy",234,0.0798362333674514,0
"GCA_949796525.1_6923_genomic","AT5G35695","OX461209.1",17338985,17339805,"Family",17337985,17340805,2821,"pm1kb",0,NA,0,0,3949
"GCA_949796525.1_6923_genomic","AT5G64450","OX461209.1",29196522,29197334,"Family",29195522,29198334,2813,"pm1kb",0,NA,0,0,70835
"GCA_949796525.1_6923_genomic","AT5G57020","OX461209.1",26507070,26509396,"Family",26506070,26510396,4327,"pm1kb",0,NA,0,0,23044
"GCA_949796525.1_6923_genomic","AT1G57570","OX461205.1",22591800,22594413,"Family",22590800,22595413,4614,"pm1kb",0,NA,0,0,11693
"GCA_949796525.1_6923_genomic","AT1G60110","OX461205.1",23388349,23390727,"Family",23387349,23391727,4379,"pm1kb",0,NA,0,0,383
"GCA_949796525.1_6923_genomic","AT1G60130","OX461205.1",23393861,23396267,"Family",23392861,23397267,4407,"pm1kb",0,NA,0,0,485
"GCA_949796525.1_6923_genomic","AT1G61230","OX461205.1",23851516,23853346,"Family",23850516,23854346,3831,"pm1kb",0,NA,0,0,1723
"GCA_949796525.1_6923_genomic","AT5G38540","OX461209.1",18814154,18818371,"Family",18813154,18819371,6218,"pm1kb",0,NA,0,0,3156
"GCA_949796525.1_6923_genomic","AT5G38550","OX461209.1",18820312,18823387,"Family",18819312,18824387,5076,"pm1kb",2,"LINE/L1",183,0.0360520094562648,0
"GCA_949796525.1_6923_genomic","AT2G16505","OX461206.1",9434323,9435263,"Family",9433323,9436263,2941,"pm1kb",2,"DNA/Helitron",804,0.273376402584155,0
