accession,assembly,sample_name,location,latitude,longitude,pop_name,PC1,PC2,busco_complete_pct,contig_n50_mbp,total_length_mbp,OG0000009,OG0000012,OG0000015,OG0000016,OG0000022,OG0000024,OG0000027,OG0000029,OG0000030,OG0000039,OG0000040,OG0000042,OG0000045,OG0000046,OG0000047,OG0000049,OG0000054,OG0000060,OG0000065,OG0000074,OG0000075,OG0000077,OG0000083,OG0000087,OG0000090,OG0000093,OG0000095,OG0000096,OG0000100,OG0000103,OG0000106,OG0000107,OG0000118,OG0000126,OG0000141,OG0000142,OG0000147,OG0000150,OG0000159,OG0000164,OG0000170,OG0000182,OG0000184,OG0000185,OG0000186,OG0000192,OG0000196,OG0000199,OG0000205,OG0000206,OG0000210,OG0000217,OG0000220,OG0000224,OG0000228,OG0000242,OG0000255,OG0000261,OG0000264,OG0000266,OG0000269,OG0000271,OG0000276,OG0000297,OG0000298,OG0000299,OG0000319,OG0000325,OG0000329,OG0000338,OG0000343,OG0000348,OG0000361,OG0000367,OG0000372,OG0000375,OG0000382,OG0000384,OG0000385,OG0000386,OG0000388,OG0000402,OG0000434,OG0000440,OG0000442,OG0000445,OG0000448,OG0000452,OG0000473,OG0000500,OG0000501,OG0000503,OG0000504,OG0000510,OG0000513,OG0000534,OG0000535,OG0000546,OG0000589,OG0000594,OG0000598,OG0000601,OG0000618,OG0000620,OG0000639,OG0000679,OG0000692,OG0000725,OG0000728,OG0000731,OG0000736,OG0000739,OG0000761,OG0000817,OG0000822,OG0000862,OG0000887,OG0000893,OG0000907,OG0000913,OG0000949,OG0000962,OG0001019,OG0001038,OG0001079,OG0001115,OG0001127,OG0001135,OG0001136,OG0001139,OG0001196,OG0001202,OG0001349,OG0001363,OG0001395,OG0001398,OG0001408,OG0001688,OG0001769,OG0001820,OG0001885,OG0001893,OG0001918,OG0001927,OG0001929,OG0002370,OG0002742,OG0002829,OG0002883,OG0002891,OG0002892,OG0002893,OG0002919,OG0003687,OG0003730,OG0003808,OG0003820,cec_0_5cm,cec_5_15cm,pH_0_5cm,soc_5_15cm,bio3,bio4,bio8,bio10,bio13,bio15,bio18,te_int_frac
GCA_036940825.1,ASM3694082v1,ASM3694082v1,Russia,52.84,36.92,Stw-0,-4.392189382,1.302730874,99.4,12,134.702517,30,29,13,35,16,14,23,10,21,11,16,10,1,11,6,10,13,14,10,88,1,14,17,4,15,22,1,23,2,9,9,8,15,8,4,12,8,7,2,7,3,5,11,6,3,3,7,15,1,11,7,3,9,1,4,2,1,15,6,2,13,9,4,9,10,5,2,10,14,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,18,3,2,1,9,14,2,2,9,8,4,5,2,7,1,1,3,17,3,3,2,9,8,1,3,7,7,13,5,1,2,1,1,1,5,4,18,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,4,2,8,2,5,2,2,2,2,1,2,32.5,28.3,6.1,28.6,0.21400001,962.5,18.05,18.05,85.4,26.8,233.2,0.221707683
GCA_036940995.1,ASM3694099v1,ASM3694099v1,Tanzania,-2.87,36.12,Tanz-1,6.063272077,-1.126780099,99.3,14,143.441239,29,29,13,33,16,15,21,10,19,11,14,10,1,11,6,9,13,13,12,99,1,14,14,1,15,13,1,20,2,10,7,9,12,7,4,11,7,6,1,7,3,5,12,4,2,3,7,15,1,10,6,4,9,1,4,2,1,14,7,3,11,9,4,9,10,5,1,8,12,1,5,10,4,1,8,0,8,3,1,4,1,7,4,2,25,3,2,1,10,16,2,1,8,5,4,5,2,7,1,2,3,3,3,2,2,8,7,1,4,7,9,9,5,1,1,1,1,1,5,4,21,3,4,3,1,4,2,1,5,2,1,4,5,1,2,1,2,7,3,7,7,1,0,2,2,2,5,2,7,3,4,2,2,2,2,0,2,22.5,22.5,7.5,10.1,0.684000015,154.7,24.75,25.85,140.6,88.9,171.1,0.262677555
GCA_036941165.1,ASM3694116v1,ASM3694116v1,Morocco,34.09,-4.1,Taz-0,3.304339865,-3.319520246,99.3,6,140.182658,30,28,18,27,16,15,21,10,22,11,16,9,1,11,4,10,14,13,10,116,1,12,16,5,12,14,2,23,2,8,9,9,9,8,4,10,7,6,2,7,3,5,13,5,3,3,7,15,1,9,7,4,9,0,3,2,0,13,6,3,15,9,4,9,10,5,2,8,13,1,5,10,4,0,8,0,8,3,1,4,1,8,4,2,19,2,2,1,10,15,2,2,9,4,4,4,2,7,1,1,3,10,3,3,2,9,8,1,5,7,10,11,5,1,2,1,1,1,5,4,17,5,4,5,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,1,4,4,4,2,3,3,4,2,2,2,2,1,0,14.3,13.2,7.1,11.2,0.388000011,605.3,7.25,21.65,152.1,71.1,20.7,0.236164811
GCA_036941295.1,ASM3694129v1,ASM3694129v1,Belarus,53.92,27.57,ws-4,-4.705707782,3.598203032,99.4,22,138.894149,30,31,18,35,16,15,24,10,22,12,16,9,1,11,5,10,13,14,10,62,1,16,16,4,15,9,1,23,2,14,7,9,15,8,4,11,8,8,2,7,3,5,10,4,3,3,7,15,2,11,7,4,8,0,3,2,1,15,7,2,14,9,8,9,10,5,2,10,14,1,6,10,4,1,8,1,8,3,1,4,1,8,4,2,16,3,2,1,10,14,2,1,9,8,4,5,1,7,1,2,3,10,3,3,2,10,8,1,4,7,10,11,5,0,2,0,1,1,5,4,21,5,4,8,0,4,2,1,5,3,1,4,6,1,2,0,2,6,3,8,7,1,0,2,3,3,4,2,8,2,5,2,2,2,2,1,1,20.8,17.5,6.6,21,0.226999998,846.4,16.95,16.95,89.9,30.5,248.2,0.240943944
GCA_036941465.1,ASM3694146v1,ASM3694146v1,Morocco,35.45,-5.43,Zin9,11.60600332,-2.18802903,99.3,13,138.431362,30,31,17,29,16,14,21,10,21,11,16,10,0,11,4,10,13,13,12,86,1,15,18,2,14,14,2,20,2,13,6,9,10,8,3,12,7,6,2,6,3,5,14,4,2,3,7,15,1,10,7,4,9,0,3,2,1,13,7,3,16,9,7,9,10,5,2,10,13,1,6,10,4,1,8,1,8,3,1,4,1,8,4,2,15,3,2,1,9,13,2,1,9,6,4,5,1,7,0,2,3,13,3,2,2,10,8,1,4,7,6,9,5,1,2,1,1,1,5,4,20,5,4,5,1,4,2,1,5,3,1,4,5,1,2,0,2,7,3,5,7,0,0,1,2,2,5,2,3,3,3,1,2,2,2,0,2,21.1,19.3,6.2,21.1,0.39000001,443.1,13.05,23.45,130.7,70.3,30.1,0.233106361
GCA_036941635.1,ASM3694163v1,ASM3694163v1,France,44.59,-1.24,PYL-1,-0.676529126,1.41086703,99.4,11,142.799389,31,29,15,32,16,13,21,10,21,11,15,10,1,11,4,10,14,13,8,98,1,15,22,5,14,14,2,23,2,13,9,9,13,8,4,11,8,6,2,7,3,5,11,4,3,3,6,14,1,10,7,4,9,1,3,2,1,15,7,4,15,8,8,9,10,5,2,9,14,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,11,3,2,1,10,16,2,2,9,8,4,5,2,7,1,2,3,19,3,3,2,10,7,1,5,7,7,13,5,1,2,1,1,1,5,4,20,5,4,8,1,4,3,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,2,2,3,4,2,9,4,5,2,2,2,2,1,1,20.8,17.5,6.6,21,0.261999989,461.7,12.15,20.35,118.9,29.3,176.8,0.245018527
GCA_036941785.1,ASM3694178v1,ASM3694178v1,Italy,40.18,16.45,Valsi-1,-4.926255334,-1.499083692,99.4,18,135.622609,31,28,18,30,16,16,22,10,21,11,14,10,1,11,4,10,12,13,10,81,1,13,17,4,15,7,2,22,2,13,10,9,15,8,4,11,7,8,2,7,1,5,10,4,3,3,7,15,1,10,7,4,9,0,3,2,1,14,7,4,16,9,7,10,10,5,2,10,16,1,5,11,4,1,8,1,8,3,1,4,1,8,4,1,16,3,2,1,11,15,2,2,9,7,4,5,2,7,1,2,3,15,3,3,2,10,8,1,4,6,9,11,5,1,2,1,1,1,5,4,23,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,5,2,9,3,5,3,2,2,2,1,2,21.4,18.8,7.4,18.2,0.325999999,638.1,13.55,25.15,86.1,32.1,97,0.22688689
GCA_036941915.1,ASM3694191v1,ASM3694191v1,Turkey,38.3,42.22,Dog-4,-1.255478402,2.886090948,99.4,13,137.696377,31,29,17,34,16,14,22,10,22,11,16,9,1,11,5,10,14,14,10,66,1,15,14,2,15,18,1,23,1,8,9,6,12,8,4,11,8,8,2,7,4,5,13,4,3,3,7,15,1,10,7,4,9,0,3,2,1,14,6,3,12,9,6,9,10,5,2,9,17,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,15,3,2,1,11,17,2,2,9,6,4,4,1,7,1,1,3,19,3,3,2,8,8,1,4,6,7,9,5,1,1,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,4,4,2,3,3,5,2,2,1,2,0,2,22.2,19.2,6.7,25.4,0.280999994,978.7,2.85,22.75,173.6,64.3,45.4,0.232823569
GCA_036941985.1,ASM3694198v1,ASM3694198v1,Turkey,38.64,42.24,Nemrut-1,-0.51115424,4.243800325,99.4,14,136.602798,31,29,16,36,16,14,23,10,21,11,15,9,1,11,5,10,11,13,11,94,1,13,15,2,16,24,2,21,2,11,7,8,13,8,4,6,6,7,2,7,2,5,9,4,3,3,7,15,1,10,7,4,9,0,3,2,1,12,7,3,12,9,8,9,10,5,2,10,16,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,15,3,2,1,10,16,2,2,9,8,4,5,2,7,0,1,3,26,3,3,2,9,8,1,4,7,7,12,5,0,2,1,1,1,5,4,22,4,4,7,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,4,2,3,4,5,1,2,2,2,1,2,19.2,18.6,7,24.9,0.252999997,912.3,-1.45,17.35,214.1,60.2,71.1,0.227366543
GCA_036942075.1,ASM3694207v1,ASM3694207v1,Morocco,31.47,-7.42,Toufl-1,3.135939473,-0.264157641,99.4,19,137.130331,31,28,17,35,16,12,21,10,22,11,13,9,1,11,5,10,13,13,14,89,1,15,18,1,13,14,2,21,2,14,7,9,11,8,3,11,7,8,2,6,3,5,11,4,3,3,7,15,1,10,7,4,9,0,3,2,0,16,6,2,16,9,7,8,10,5,2,9,14,1,6,10,4,1,8,1,8,3,1,4,1,8,4,2,15,3,2,1,10,17,2,2,8,8,4,5,2,7,1,2,3,15,3,2,2,9,7,1,4,7,7,11,5,0,2,1,1,1,5,4,21,5,4,6,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,8,7,1,0,3,3,2,4,2,3,2,5,2,2,2,2,1,1,17.8,17.8,6.8,15.2,0.436000013,559.7,8.45,19.85,81.2,24.8,115.7,0.226294006
GCA_036942405.1,ASM3694240v1,ASM3694240v1,Portugal,32.74,-16.93,Are-1,16.06276396,-1.33537747,99.3,14,132.833845,30,29,17,30,16,16,20,10,22,11,16,9,0,11,5,10,13,13,16,70,1,12,13,2,14,14,2,21,2,12,6,9,12,8,3,11,7,6,2,7,3,5,6,3,2,3,8,15,1,10,7,4,9,0,2,2,0,12,7,2,13,9,5,9,10,4,2,10,14,1,4,9,4,1,8,1,8,2,1,4,1,8,4,2,16,2,2,1,8,16,2,2,7,5,3,5,2,7,0,2,3,10,3,2,2,9,8,1,5,7,6,9,5,1,2,1,1,1,5,4,21,5,4,3,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,5,2,3,3,4,1,2,2,2,1,2,19.8,19.1,5.4,45.8,0.225,413.3,8.65,17.85,429.1,60.7,190.9,0.225032551
GCA_036942435.1,ASM3694243v1,ASM3694243v1,Poland,52.74,15.24,Col-0,-0.636558665,3.842949962,99.4,14,129.256504,31,33,20,34,16,20,25,10,22,12,16,10,1,11,6,10,15,15,12,87,1,16,25,5,16,54,2,25,2,14,8,9,17,8,4,11,8,8,2,7,4,5,15,5,3,3,7,15,2,10,7,4,9,1,4,2,1,16,7,4,16,9,7,9,10,5,2,10,16,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,31,3,2,1,11,18,2,2,9,8,4,5,2,7,1,2,3,23,3,3,2,10,8,1,5,7,11,14,14,1,2,1,1,1,5,4,21,5,4,8,1,4,3,1,5,3,1,4,6,1,2,1,2,7,3,8,7,1,1,3,3,3,5,2,9,4,5,2,2,2,2,1,2,24.2,16,6.5,13.9,0.276999998,693.1,18.15,18.15,75.5,24,203,0.205230462
GCA_036942445.1,ASM3694244v1,ASM3694244v1,Spain,41.68,2.79,Bla-1,-4.374095295,-1.583314467,99.4,14,127.968228,30,28,15,33,16,15,22,10,22,11,14,10,1,11,6,10,14,13,9,86,1,14,16,4,15,14,1,22,2,12,7,9,13,8,4,12,8,8,2,7,2,5,11,5,2,3,7,15,0,11,7,4,9,0,3,2,1,13,8,3,13,9,9,9,10,5,2,10,16,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,15,2,2,9,8,4,3,2,7,1,1,3,22,3,3,2,9,8,1,4,6,9,11,5,1,2,1,1,1,5,4,21,5,4,8,1,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,2,4,2,9,3,5,1,2,2,2,1,1,20.8,17.5,6.6,21,0.319000006,539.2,17.15,23.15,89.2,28.8,143,0.197013277
GCA_036942575.1,ASM3694257v1,ASM3694257v1,Portugal,15.06,-23.73,Cvi-0,4.274031859,-2.402674592,99.4,14,134.207035,31,27,16,31,15,12,21,10,22,11,14,9,0,11,4,10,14,13,8,90,1,14,19,2,14,14,1,20,2,13,7,9,12,8,4,12,8,8,2,7,1,5,13,3,3,3,7,15,1,9,7,4,8,1,4,1,1,15,6,1,15,9,4,9,8,5,2,10,16,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,20,3,2,1,9,14,2,2,9,6,4,4,2,7,1,2,3,13,3,2,2,9,7,1,4,7,7,9,5,1,2,1,1,1,5,4,17,5,4,4,1,4,1,1,5,2,0,4,6,1,2,0,2,8,3,7,7,1,0,2,2,2,5,2,3,3,4,2,2,2,2,1,1,10.6,8.7,7.7,9.8,0.526000023,152.3,25.25,25.25,104.8,161.9,236.6,0.229281647
GCA_036942965.1,ASM3694296v1,ASM3694296v1,Morocco,34.09,-4.2,Ita-0,3.304339865,-3.319520246,99.4,13,134.967485,31,29,16,30,16,14,23,10,21,11,14,9,1,11,5,10,15,13,10,82,1,11,16,2,14,14,2,23,2,9,7,9,11,8,4,12,7,6,2,7,2,4,13,5,3,3,7,15,1,9,7,4,9,0,3,2,1,16,6,3,13,8,4,10,10,5,2,8,12,1,4,10,4,1,8,1,8,3,1,4,1,8,4,2,25,3,2,1,10,18,2,2,9,4,4,5,2,7,1,1,3,19,3,2,2,8,8,1,5,7,8,12,5,1,2,1,1,1,5,4,21,5,4,5,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,1,4,3,5,0,3,4,4,2,2,2,2,1,2,16,14.6,6.4,18.9,0.38900001,600.7,5.85,20.15,231.3,73.5,46.9,0.232753355
GCA_036942975.1,ASM3694297v1,ASM3694297v1,Kazakhstan,49.5,73.1,KZ9,0.408910587,9.843138257,99.4,14,128.168578,31,31,17,34,16,16,23,10,21,11,16,10,1,11,6,10,12,14,10,69,1,13,16,4,16,18,2,23,2,7,7,9,13,8,4,11,8,8,2,7,2,5,10,4,3,3,7,15,1,11,7,4,9,0,3,2,1,12,7,3,13,9,9,9,10,5,2,10,15,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,16,4,2,1,10,15,2,1,9,8,4,5,2,7,0,1,3,23,3,3,2,10,8,1,5,7,7,10,5,0,2,1,1,1,5,4,22,5,4,6,1,4,2,1,4,3,1,4,6,1,2,0,2,7,3,7,7,1,1,3,3,3,4,2,3,2,5,2,2,2,2,1,1,23.3,23.7,7.2,20.6,0.241000009,1230.5,17.15,18.85,49.2,28.4,117.3,0.198134515
GCA_946402385.1,AUZE-A-5.PacbioHiFiAssembly,AUZE-A-5,France,43.527792,1.491628,AUZE-A-5,-4.1031466,-1.197581071,99.4,11,134.825843,31,29,17,29,16,14,22,10,22,11,15,10,1,11,5,10,14,14,11,107,1,13,20,1,16,17,1,23,2,6,7,8,13,8,3,11,8,8,2,7,2,5,14,3,3,3,7,15,1,11,7,4,9,1,3,2,1,16,6,3,15,9,8,9,10,5,2,10,13,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,18,3,1,1,9,16,2,2,9,8,4,5,2,7,0,2,3,12,3,3,2,10,7,1,4,6,10,11,5,1,2,1,1,1,5,4,19,5,4,6,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,6,7,1,0,2,3,3,4,2,9,2,4,2,2,2,2,1,2,20.8,17.5,6.6,21,0.352999997,576.8,15.95,21.35,79.8,17.7,156.4,0.222146895
GCA_946403025.1,FERR-A-8.PacbioHiFiAssembly,FERR-A-8,France,43.6577,2.4437,FERR-A-8,-5.062662282,-4.854112299,99.4,16,138.179928,31,30,16,33,16,17,23,8,22,11,14,9,1,11,5,10,14,13,11,108,1,13,16,5,16,53,2,23,2,8,7,9,13,8,4,11,8,8,2,7,2,5,12,4,2,3,7,15,1,10,6,4,9,1,3,2,1,15,6,3,15,9,10,9,10,5,2,10,13,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,17,3,2,1,11,12,2,2,9,8,4,5,2,7,0,2,3,24,3,2,2,8,8,1,4,7,9,12,5,1,2,1,1,1,5,4,21,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,6,7,1,0,2,3,3,4,2,2,3,5,1,2,2,2,1,2,20.5,17.9,6.7,22.8,0.325999999,557.8,5.35,18.65,185.9,25.4,275.6,0.241187743
GCA_946403525.1,BELC-C-10.PacbioHiFiAssembly,BELC-C-10,France,44.389212,2.336636,BELC-C-10,-5.453919602,-3.615211339,99.4,18,135.212263,31,28,17,31,16,16,22,8,22,11,15,9,1,11,5,10,13,13,12,66,1,14,18,3,14,17,2,23,2,13,9,9,14,8,4,12,8,8,2,7,1,5,10,3,2,3,7,14,1,10,7,4,9,1,3,2,0,16,6,2,16,9,7,9,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,13,2,2,9,8,4,5,2,7,1,2,3,20,3,3,2,9,7,1,5,6,8,11,5,1,2,1,1,0,5,4,22,5,4,7,1,4,1,1,5,3,1,4,6,1,1,0,2,7,3,7,7,1,0,1,3,3,4,2,3,2,5,1,2,2,2,1,2,22,19,6.3,28.9,0.343000007,569,8.05,19.05,109.6,16.1,217.3,0.230948291
GCA_946404075.1,ANGE-B-10.PacbioHiFiAssembly,ANGE-B-10,France,43.9121,1.6569,ANGE-B-10,-4.230460672,-5.434083601,99.4,14,136.875108,31,28,17,31,16,16,21,8,22,11,16,10,1,11,4,10,13,12,10,73,1,12,19,4,16,14,2,24,2,8,7,8,14,8,4,11,8,8,2,7,3,5,10,4,2,3,7,15,1,10,7,4,9,1,3,2,0,15,6,3,16,9,7,9,10,5,2,8,13,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,19,2,2,1,10,12,2,2,9,8,4,5,2,7,1,2,3,8,3,3,2,10,8,1,5,6,8,11,5,1,2,1,1,1,5,4,20,5,4,8,1,3,1,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,3,2,5,2,2,2,2,1,2,21,17.1,7.4,11.5,0.355999994,578.6,15.75,20.95,79.2,15.7,166.2,0.235258744
GCA_946404385.1,BARA-C-5.PacbioHiFiAssembly,BARA-C-5,France,44.270842,2.427551,BARA-C-5,-4.958353505,-1.171652346,99.4,20,137.365156,31,28,18,33,16,18,24,10,22,11,16,9,1,11,5,10,14,15,10,75,1,13,15,4,16,17,2,23,2,13,7,9,13,8,4,11,8,8,2,7,3,4,14,4,3,3,7,15,1,10,7,4,9,1,3,2,1,15,7,3,15,8,7,9,10,5,2,10,15,1,5,12,4,1,8,0,8,3,1,4,1,8,4,2,16,3,2,1,11,13,2,2,9,8,4,5,2,7,0,2,3,21,3,2,2,9,6,1,5,7,7,11,5,1,2,1,1,1,5,4,18,5,4,7,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,4,5,2,9,2,5,3,2,2,2,1,1,20.8,17.6,7,21,0.342000008,549,6.85,17.25,125,16.4,250.2,0.233934791
GCA_946404515.1,IP-San-9.PacbioHiFiAssembly,IP-San-9,Spain,38.331366,-3.508882,IP-San-9,11.23413159,-2.182230494,99.4,19,139.502319,31,30,15,31,16,15,21,10,22,11,16,8,1,11,4,9,15,13,11,97,1,13,12,4,13,14,2,23,2,6,7,9,15,8,4,12,7,6,2,7,2,5,12,3,3,3,7,15,1,10,7,4,9,0,2,2,0,13,6,3,14,9,6,9,10,5,2,9,13,1,4,11,4,1,7,1,8,2,1,4,1,8,3,2,17,2,1,1,10,13,2,2,9,4,4,5,2,7,0,2,3,7,3,1,2,9,8,1,4,7,6,13,5,0,2,1,1,1,5,4,21,5,4,6,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,4,7,1,0,3,3,3,5,2,3,3,5,1,2,2,2,0,2,19.8,17.8,6.8,18.4,0.348000002,707.6,11.45,25.45,88.4,52,37.5,0.239962283
GCA_946404995.1,BANI-C-1.PacbioHiFiAssembly,BANI-C-1,France,43.043644,0.234303,BANI-C-1,-5.419273911,-4.20346869,99.4,13,134.087419,31,29,18,30,16,13,22,10,21,11,15,10,1,11,5,10,12,14,10,93,0,14,22,5,16,21,1,23,2,10,9,8,16,8,4,11,8,8,2,7,3,4,9,4,2,3,7,14,0,11,7,4,9,0,3,2,1,15,6,3,13,9,7,10,10,5,2,9,14,1,6,12,4,1,7,1,8,3,1,4,1,8,4,2,8,3,2,1,11,17,2,2,9,8,4,5,2,7,1,1,3,23,3,2,2,10,8,1,5,7,8,12,5,1,2,1,1,1,5,4,19,5,4,8,1,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,1,3,3,4,2,3,3,5,1,2,2,2,0,2,21.3,15.2,5.7,34.4,0.363000011,540.5,6.15,19.15,129.5,17.8,250.3,0.220762427
GCA_946405265.1,IP-Met-6.PacbioHiFiAssembly,IP-Met-6,Spain,40.261667,-4.154601,IP-Met-6,2.9965365,-2.029721144,99.3,27,139.932771,31,28,16,33,16,23,21,9,21,11,15,10,1,11,5,10,14,13,14,101,1,14,13,1,12,14,1,22,2,13,7,9,14,8,4,11,8,8,2,7,1,5,13,5,3,3,7,14,1,10,7,4,9,1,4,2,1,15,6,4,16,9,8,9,10,5,2,9,14,1,5,11,4,1,8,0,8,3,1,4,0,8,4,2,11,3,1,1,10,16,2,2,9,8,4,5,2,7,1,2,3,17,3,3,1,9,7,1,4,7,10,9,5,1,2,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,0,4,6,1,2,0,2,8,3,7,7,1,0,2,1,3,5,2,3,2,5,2,2,2,2,1,2,18.9,18.8,7.3,8.7,0.352999997,720.4,10.55,25.05,73.8,50.6,44,0.239777521
GCA_946405525.1,FERR-A-12.PacbioHiFiAssembly,FERR-A-12,France,43.657743,2.44371,FERR-A-12,-5.212868509,-4.152023954,99.4,21,135.60368,31,28,15,36,16,21,23,10,21,11,15,9,1,11,4,10,14,19,14,107,1,13,19,5,16,17,2,24,2,13,7,9,14,8,4,11,8,8,2,7,2,5,12,5,2,3,7,15,1,10,7,4,9,1,3,2,1,15,7,4,15,9,6,9,10,5,1,9,14,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,17,3,2,1,9,18,2,2,9,8,4,5,2,7,1,1,3,20,3,3,2,8,8,1,4,6,8,12,5,1,2,1,1,1,5,4,22,5,4,8,0,4,1,1,5,3,1,4,6,1,2,0,2,6,3,6,7,1,0,2,3,3,5,2,3,2,5,3,2,2,2,1,2,20.5,17.9,6.7,22.8,0.325999999,557.8,5.35,18.65,185.9,25.4,275.6,0.221870616
GCA_946405545.1,IP-Evs-12.PacbioHiFiAssembly,IP-Evs-12,Spain,40.479175,-3.959696,IP-Evs-12,-1.474218031,-2.882837875,99.4,19,136.08719,29,32,19,29,16,17,21,10,21,11,14,10,1,10,5,10,15,13,10,92,1,12,19,5,13,14,2,22,2,7,7,6,13,8,4,11,8,8,2,7,3,5,11,4,3,3,7,15,2,10,7,4,9,0,3,2,1,15,7,4,16,9,8,9,10,5,2,8,14,1,5,11,4,1,7,1,7,2,1,4,1,8,4,2,5,3,2,1,10,17,2,2,9,7,4,5,2,7,1,2,3,21,3,2,1,10,7,1,5,7,9,10,5,1,2,1,1,1,5,4,19,5,4,8,1,4,3,1,5,3,0,4,6,1,2,1,2,8,3,7,7,1,0,2,2,3,5,2,3,3,4,2,2,2,2,0,2,20,19,7.2,8.2,0.342000008,714.4,10.35,24.75,83.5,48.6,57.6,0.227696971
GCA_946405725.1,IP-Med-0.PacbioHiFiAssembly,IP-Med-0,Spain,42.455239,-6.765742,IP-Med-0,10.98202801,-1.052522749,99.4,13,140.003997,31,30,16,28,16,14,20,9,22,11,16,10,0,11,5,10,14,12,9,78,1,15,18,1,13,14,1,22,2,12,7,9,12,8,4,11,7,6,2,7,3,5,11,5,3,3,7,15,2,10,7,4,9,1,3,2,1,15,7,4,14,9,6,9,10,5,2,9,14,1,4,11,3,1,7,0,8,3,1,4,1,8,4,2,14,3,2,1,9,17,2,1,9,3,4,5,1,7,0,2,3,18,2,2,2,9,8,1,4,7,9,10,5,0,2,1,1,1,5,4,19,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,5,7,0,0,2,3,3,4,2,3,3,5,2,2,2,2,0,2,25,20.4,6.7,30.3,0.388000011,521.6,8.45,18.55,178.8,46.2,109.8,0.243347281
GCA_946405905.1,MONTM-B-16.PacbioHiFiAssembly,MONTM-B-16,France,42.861218,0.596869,MONTM-B-16,-4.019173906,-1.699840774,99.4,12,138.389716,30,28,16,29,15,15,22,8,21,11,16,9,1,11,5,10,12,14,12,104,1,14,18,4,15,14,1,22,2,6,7,9,17,8,3,12,8,8,2,7,2,5,15,4,3,3,7,15,2,10,7,4,9,1,3,2,1,13,7,4,16,9,9,9,10,5,2,9,13,1,5,10,4,1,8,1,8,3,1,4,1,8,3,2,16,4,2,1,11,18,2,2,9,8,4,5,2,7,1,2,3,22,3,3,2,9,8,1,5,6,7,10,5,1,2,1,1,1,5,4,19,5,4,8,0,4,3,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,3,2,5,1,2,2,2,1,2,21.5,14.4,6,39.8,0.35999999,565.1,9.05,17.85,120.2,15.4,249.4,0.234311977
GCA_946406325.1,IP-Alo-0.9506.PacbioHiFiAssembly,IP-Alo-0.9506,Spain,40.109691,-7.476146,IP-Alo-0 (9506),-1.986160444,-2.325277954,99.4,16,136.903266,31,29,16,30,16,13,21,8,22,12,15,10,0,11,5,10,12,13,11,89,1,12,18,4,13,14,1,22,2,7,7,9,13,8,4,11,8,8,2,6,2,5,14,5,3,3,7,15,1,10,7,4,9,0,3,2,0,14,7,3,15,9,7,10,10,5,2,10,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,11,2,1,1,8,17,2,2,9,8,4,4,2,7,1,2,3,19,3,3,1,7,8,1,4,7,8,10,5,1,2,0,1,0,5,4,19,5,4,6,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,2,4,4,2,3,2,5,2,2,2,2,0,2,18.8,14.8,5.2,40,0.368000007,561.6,9.65,20.65,214.3,61,64.5,0.23283286
