"accession","assembly","sample_name","location","latitude","longitude","pop_name","PC1","PC2","busco_complete_pct","contig_n50_mbp","total_length_mbp","cec_0.5cm_Q0.5_250m","cec_5.15cm_Q0.5_250m","phh2o_0.5cm_Q0.5_250m","soc_5.15cm_Q0.5_250m","bio3","bio4","bio8","bio10","bio13","bio15","bio18","te_int_frac","OG0000009","OG0000012","OG0000015","OG0000016","OG0000022","OG0000024","OG0000027","OG0000029","OG0000030","OG0000039","OG0000040","OG0000042","OG0000045","OG0000046","OG0000047","OG0000049","OG0000054","OG0000060","OG0000065","OG0000074","OG0000075","OG0000077","OG0000083","OG0000087","OG0000090","OG0000093","OG0000095","OG0000096","OG0000100","OG0000103","OG0000106","OG0000107","OG0000118","OG0000126","OG0000141","OG0000142","OG0000147","OG0000150","OG0000159","OG0000164","OG0000170","OG0000182","OG0000184","OG0000185","OG0000186","OG0000192","OG0000196","OG0000199","OG0000205","OG0000206","OG0000210","OG0000217","OG0000220","OG0000224","OG0000228","OG0000242","OG0000255","OG0000261","OG0000264","OG0000266","OG0000269","OG0000271","OG0000276","OG0000297","OG0000298","OG0000299","OG0000319","OG0000325","OG0000329","OG0000338","OG0000343","OG0000348","OG0000361","OG0000367","OG0000372","OG0000375","OG0000382","OG0000384","OG0000385","OG0000386","OG0000388","OG0000402","OG0000434","OG0000440","OG0000442","OG0000445","OG0000448","OG0000452","OG0000473","OG0000500","OG0000501","OG0000503","OG0000504","OG0000510","OG0000513","OG0000534","OG0000535","OG0000546","OG0000589","OG0000594","OG0000598","OG0000601","OG0000618","OG0000620","OG0000639","OG0000679","OG0000692","OG0000725","OG0000728","OG0000731","OG0000736","OG0000739","OG0000761","OG0000817","OG0000822","OG0000862","OG0000887","OG0000893","OG0000907","OG0000913","OG0000949","OG0000962","OG0001019","OG0001038","OG0001079","OG0001115","OG0001127","OG0001135","OG0001136","OG0001139","OG0001196","OG0001202","OG0001349","OG0001363","OG0001395","OG0001398","OG0001408","OG0001688","OG0001769","OG0001820","OG0001885","OG0001893","OG0001918","OG0001927","OG0001929","OG0002370","OG0002742","OG0002829","OG0002883","OG0002891","OG0002892","OG0002893","OG0002919","OG0003687","OG0003730","OG0003808","OG0003820"
"GCA_946404075.1","ANGE-B-10.PacbioHiFiAssembly","ANGE-B-10","France",43.9121,1.6569,"ANGE-B-10",-4.23046067212837,-5.43408360081764,99.4,14,136.875108,21,17.1,7.4,11.5,0.355999994277954,578.6,15.7500000000001,20.95,79.2,15.7,166.2,0.235258744051548,31,28,17,31,16,16,21,8,22,11,16,10,1,11,4,10,13,12,10,73,1,12,19,4,16,14,2,24,2,8,7,8,14,8,4,11,8,8,2,7,3,5,10,4,2,3,7,15,1,10,7,4,9,1,3,2,0,15,6,3,16,9,7,9,10,5,2,8,13,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,19,2,2,1,10,12,2,2,9,8,4,5,2,7,1,2,3,8,3,3,2,10,8,1,5,6,8,11,5,1,2,1,1,1,5,4,20,5,4,8,1,3,1,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,3,2,5,2,2,2,2,1,2
"GCA_946404385.1","BARA-C-5.PacbioHiFiAssembly","BARA-C-5","France",44.270842,2.427551,"BARA-C-5",-4.95835350539629,-1.17165234590964,99.4,20,137.365156,20.8,17.6,7,21,0.342000007629395,549,6.85000000000002,17.2500000000001,125,16.4,250.2,0.233934790566539,31,28,18,33,16,18,24,10,22,11,16,9,1,11,5,10,14,15,10,75,1,13,15,4,16,17,2,23,2,13,7,9,13,8,4,11,8,8,2,7,3,4,14,4,3,3,7,15,1,10,7,4,9,1,3,2,1,15,7,3,15,8,7,9,10,5,2,10,15,1,5,12,4,1,8,0,8,3,1,4,1,8,4,2,16,3,2,1,11,13,2,2,9,8,4,5,2,7,0,2,3,21,3,2,2,9,6,1,5,7,7,11,5,1,2,1,1,1,5,4,18,5,4,7,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,4,5,2,9,2,5,3,2,2,2,1,1
"GCA_946404515.1","IP-San-9.PacbioHiFiAssembly","IP-San-9","Spain",38.331366,-3.508882,"IP-San-9",11.2341315869699,-2.18223049394709,99.4,19,139.502319,19.8,17.8,6.8,18.4,0.348000001907349,707.6,11.45,25.45,88.4,52,37.5,0.239962283351003,31,30,15,31,16,15,21,10,22,11,16,8,1,11,4,9,15,13,11,97,1,13,12,4,13,14,2,23,2,6,7,9,15,8,4,12,7,6,2,7,2,5,12,3,3,3,7,15,1,10,7,4,9,0,2,2,0,13,6,3,14,9,6,9,10,5,2,9,13,1,4,11,4,1,7,1,8,2,1,4,1,8,3,2,17,2,1,1,10,13,2,2,9,4,4,5,2,7,0,2,3,7,3,1,2,9,8,1,4,7,6,13,5,0,2,1,1,1,5,4,21,5,4,6,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,4,7,1,0,3,3,3,5,2,3,3,5,1,2,2,2,0,2
"GCA_946404995.1","BANI-C-1.PacbioHiFiAssembly","BANI-C-1","France",43.043644,0.234303,"BANI-C-1",-5.41927391078683,-4.2034686897954,99.4,13,134.087419,21.3,15.2,5.7,34.4,0.363000011444092,540.5,6.15000000000003,19.15,129.5,17.8,250.3,0.220762426637506,31,29,18,30,16,13,22,10,21,11,15,10,1,11,5,10,12,14,10,93,0,14,22,5,16,21,1,23,2,10,9,8,16,8,4,11,8,8,2,7,3,4,9,4,2,3,7,14,0,11,7,4,9,0,3,2,1,15,6,3,13,9,7,10,10,5,2,9,14,1,6,12,4,1,7,1,8,3,1,4,1,8,4,2,8,3,2,1,11,17,2,2,9,8,4,5,2,7,1,1,3,23,3,2,2,10,8,1,5,7,8,12,5,1,2,1,1,1,5,4,19,5,4,8,1,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,1,3,3,4,2,3,3,5,1,2,2,2,0,2
"GCA_946405265.1","IP-Met-6.PacbioHiFiAssembly","IP-Met-6","Spain",40.261667,-4.154601,"IP-Met-6",2.99653650004381,-2.02972114408334,99.3,27,139.932771,18.9,18.8,7.3,8.7,0.352999997138977,720.4,10.55,25.05,73.8,50.6,44,0.239777521449925,31,28,16,33,16,23,21,9,21,11,15,10,1,11,5,10,14,13,14,101,1,14,13,1,12,14,1,22,2,13,7,9,14,8,4,11,8,8,2,7,1,5,13,5,3,3,7,14,1,10,7,4,9,1,4,2,1,15,6,4,16,9,8,9,10,5,2,9,14,1,5,11,4,1,8,0,8,3,1,4,0,8,4,2,11,3,1,1,10,16,2,2,9,8,4,5,2,7,1,2,3,17,3,3,1,9,7,1,4,7,10,9,5,1,2,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,0,4,6,1,2,0,2,8,3,7,7,1,0,2,1,3,5,2,3,2,5,2,2,2,2,1,2
"GCA_946405525.1","FERR-A-12.PacbioHiFiAssembly","FERR-A-12","France",43.657743,2.44371,"FERR-A-12",-5.21286850940704,-4.15202395389208,99.4,21,135.60368,20.5,17.9,6.7,22.8,0.325999999046326,557.8,5.35000000000002,18.65,185.9,25.4,275.6,0.221870615900689,31,28,15,36,16,21,23,10,21,11,15,9,1,11,4,10,14,19,14,107,1,13,19,5,16,17,2,24,2,13,7,9,14,8,4,11,8,8,2,7,2,5,12,5,2,3,7,15,1,10,7,4,9,1,3,2,1,15,7,4,15,9,6,9,10,5,1,9,14,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,17,3,2,1,9,18,2,2,9,8,4,5,2,7,1,1,3,20,3,3,2,8,8,1,4,6,8,12,5,1,2,1,1,1,5,4,22,5,4,8,0,4,1,1,5,3,1,4,6,1,2,0,2,6,3,6,7,1,0,2,3,3,5,2,3,2,5,3,2,2,2,1,2
"GCA_946405545.1","IP-Evs-12.PacbioHiFiAssembly","IP-Evs-12","Spain",40.479175,-3.959696,"IP-Evs-12",-1.47421803080302,-2.88283787473135,99.4,19,136.08719,20,19,7.2,8.2,0.342000007629395,714.4,10.35,24.7500000000001,83.5,48.6,57.6,0.227696971331394,29,32,19,29,16,17,21,10,21,11,14,10,1,10,5,10,15,13,10,92,1,12,19,5,13,14,2,22,2,7,7,6,13,8,4,11,8,8,2,7,3,5,11,4,3,3,7,15,2,10,7,4,9,0,3,2,1,15,7,4,16,9,8,9,10,5,2,8,14,1,5,11,4,1,7,1,7,2,1,4,1,8,4,2,5,3,2,1,10,17,2,2,9,7,4,5,2,7,1,2,3,21,3,2,1,10,7,1,5,7,9,10,5,1,2,1,1,1,5,4,19,5,4,8,1,4,3,1,5,3,0,4,6,1,2,1,2,8,3,7,7,1,0,2,2,3,5,2,3,3,4,2,2,2,2,0,2
"GCA_946405725.1","IP-Med-0.PacbioHiFiAssembly","IP-Med-0","Spain",42.455239,-6.765742,"IP-Med-0",10.9820280074928,-1.05252274884949,99.4,13,140.003997,25,20.4,6.7,30.3,0.388000011444092,521.6,8.45000000000005,18.55,178.8,46.2,109.8,0.243347281444036,31,30,16,28,16,14,20,9,22,11,16,10,0,11,5,10,14,12,9,78,1,15,18,1,13,14,1,22,2,12,7,9,12,8,4,11,7,6,2,7,3,5,11,5,3,3,7,15,2,10,7,4,9,1,3,2,1,15,7,4,14,9,6,9,10,5,2,9,14,1,4,11,3,1,7,0,8,3,1,4,1,8,4,2,14,3,2,1,9,17,2,1,9,3,4,5,1,7,0,2,3,18,2,2,2,9,8,1,4,7,9,10,5,0,2,1,1,1,5,4,19,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,5,7,0,0,2,3,3,4,2,3,3,5,2,2,2,2,0,2
"GCA_946405905.1","MONTM-B-16.PacbioHiFiAssembly","MONTM-B-16","France",42.861218,0.596869,"MONTM-B-16",-4.01917390628698,-1.69984077441792,99.4,12,138.389716,21.5,14.4,6,39.8,0.359999990463257,565.1,9.05000000000001,17.85,120.2,15.4,249.4,0.23431197734375,30,28,16,29,15,15,22,8,21,11,16,9,1,11,5,10,12,14,12,104,1,14,18,4,15,14,1,22,2,6,7,9,17,8,3,12,8,8,2,7,2,5,15,4,3,3,7,15,2,10,7,4,9,1,3,2,1,13,7,4,16,9,9,9,10,5,2,9,13,1,5,10,4,1,8,1,8,3,1,4,1,8,3,2,16,4,2,1,11,18,2,2,9,8,4,5,2,7,1,2,3,22,3,3,2,9,8,1,5,6,7,10,5,1,2,1,1,1,5,4,19,5,4,8,0,4,3,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,3,2,5,1,2,2,2,1,2
"GCA_946406325.1","IP-Alo-0.9506.PacbioHiFiAssembly","IP-Alo-0.9506","Spain",40.109691,-7.476146,"IP-Alo-0 (9506)",-1.98616044430525,-2.32527795353947,99.4,16,136.903266,18.8,14.8,5.2,40,0.36800000667572,561.6,9.65000000000003,20.65,214.3,61,64.5,0.232832860247468,31,29,16,30,16,13,21,8,22,12,15,10,0,11,5,10,12,13,11,89,1,12,18,4,13,14,1,22,2,7,7,9,13,8,4,11,8,8,2,6,2,5,14,5,3,3,7,15,1,10,7,4,9,0,3,2,0,14,7,3,15,9,7,10,10,5,2,10,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,11,2,1,1,8,17,2,2,9,8,4,4,2,7,1,2,3,19,3,3,1,7,8,1,4,7,8,10,5,1,2,0,1,0,5,4,19,5,4,6,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,2,4,4,2,3,2,5,2,2,2,2,0,2
"GCA_946406525.1","Ler-0.7213.PacbioHiFiAssembly","Ler-0.7213","Poland",52.7325,15.2369,"Ler-0 (7213)",-4.30485347420155,3.3061448012948,99.4,19,134.502208,NA,NA,NA,NA,0.276999998092651,693.6,18.2500000000001,18.2500000000001,75.1,24.1,201.6,0.221335430712011,30,29,18,35,16,25,23,10,22,11,16,10,1,11,5,10,14,13,10,118,1,11,17,4,15,23,1,23,2,8,9,8,12,8,4,11,8,8,2,7,2,5,13,4,3,3,7,15,1,10,7,4,9,1,3,2,1,15,7,3,13,9,9,9,10,5,2,10,13,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,9,3,2,1,9,12,2,2,9,8,4,5,2,7,0,2,3,19,3,3,2,9,8,1,4,7,8,13,14,1,2,1,1,1,5,4,21,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,3,3,3,4,2,1,3,4,2,2,2,2,1,2
"GCA_946406595.1","BANI-C-12.PacbioHiFiAssembly","BANI-C-12","France",43.043644,0.234303,"BANI-C-12",0.634380043663509,-1.98264404301012,99.4,25,138.894758,21.3,15.2,5.7,34.4,0.363000011444092,540.5,6.15000000000003,19.15,129.5,17.8,250.3,0.23502701952222,31,28,17,27,16,17,21,10,19,11,15,10,1,11,5,10,13,13,9,85,0,13,16,3,15,17,2,22,2,14,7,9,14,8,4,11,8,8,2,7,4,5,9,4,3,2,7,15,1,11,6,4,9,1,3,2,0,16,5,3,14,9,4,9,10,5,2,9,13,1,4,11,4,1,8,1,8,3,1,4,1,8,3,2,18,2,2,1,10,16,2,2,8,8,4,5,1,7,1,1,3,23,3,2,2,10,8,1,5,7,8,14,5,0,2,1,1,1,5,4,17,5,4,6,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,0,3,3,5,2,2,2,2,0,2
"GCA_946406625.1","IP-Hom-4.9546.PacbioHiFiAssembly","IP-Hom-4.9546","Spain",40.816799,-1.68601,"IP-Hom-4 (9546)",-0.0906394525659773,-1.79847428862417,99.4,19,137.760008,21.8,20.6,7.2,14.2,0.378999996185303,634.7,12.45,19.2500000000001,75.8,33.3,106.3,0.23352111739134,31,27,19,32,16,15,22,10,19,11,16,9,1,11,5,10,13,13,10,94,1,15,16,5,15,14,2,23,2,13,7,8,13,8,4,12,8,8,2,7,3,5,12,4,3,3,7,15,1,10,7,4,9,0,4,2,0,16,7,3,13,9,8,9,10,5,2,10,13,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,15,2,2,1,9,14,2,2,9,8,4,5,2,7,1,2,3,13,3,3,2,9,7,1,4,7,9,12,5,1,2,1,1,1,5,4,20,5,4,3,0,4,3,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,3,4,5,2,2,1,2,1,2
"GCA_946406735.1","BARA-C-3.PacbioHiFiAssembly","BARA-C-3","France",44.270842,2.427551,"BARA-C-3",-5.43777702949953,-4.52255631684867,99.4,14,135.922974,20.8,17.6,7,21,0.342000007629395,549,6.85000000000002,17.2500000000001,125,16.4,250.2,0.217765717810147,31,28,15,34,16,18,22,10,21,11,14,10,1,11,5,10,15,14,12,70,1,15,20,5,16,14,2,23,2,12,9,9,16,8,4,11,8,8,2,7,3,5,13,4,2,3,7,14,2,10,7,4,9,1,3,2,1,15,6,2,15,9,7,9,10,5,2,10,14,1,5,11,4,1,8,1,8,2,1,4,1,8,4,2,16,3,2,1,9,18,2,2,9,8,4,5,1,7,1,2,3,15,3,3,2,9,7,1,4,6,8,11,5,1,2,1,1,1,5,4,22,5,4,8,0,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,2,3,4,2,7,2,5,1,2,2,2,1,2
"GCA_946406895.1","Rabacal-1.22005.PacbioHiFiAssembly","Rabacal-1.22005","Portugal",32.7536,-17.1297,"Rabacal-1 (22005)",14.7770517150577,-1.13517744027819,99.3,25,148.251191,20.6,14.6,5.6,41.8,0.215000009536743,359.4,10.55,18.45,542.9,63.2,207.7,0.27325294135411,30,30,17,30,16,15,22,10,22,11,15,9,0,11,5,10,13,13,9,86,1,11,14,2,14,14,2,21,2,12,6,9,12,8,3,11,7,8,2,7,3,5,8,3,2,3,8,15,1,10,7,4,9,0,2,2,0,15,6,3,13,8,6,9,10,4,2,9,15,1,4,10,4,1,8,1,8,3,1,4,1,8,4,2,16,2,2,1,8,16,2,1,8,5,3,5,2,7,0,2,3,4,3,2,2,9,8,1,6,7,7,10,5,1,2,1,1,1,5,4,21,5,4,5,0,4,2,1,5,2,1,4,6,1,1,0,2,7,3,8,7,1,0,2,2,2,5,2,3,2,4,1,2,2,2,0,2
"GCA_946406975.1","CAMA-C-2.PacbioHiFiAssembly","CAMA-C-2","France",43.824878,2.881661,"CAMA-C-2",-4.42171610692891,-4.28183863026632,99.5,21,135.703562,20.5,21.1,7.3,18,0.322000002861023,586.4,8.35000000000002,19.7500000000001,141.5,28.9,181.8,0.220701789684784,31,34,18,28,16,12,21,10,22,11,16,9,1,11,4,10,12,13,10,78,1,11,16,4,16,17,2,22,2,7,9,8,14,8,4,11,8,8,2,7,3,5,11,4,2,3,7,15,1,10,7,4,9,1,3,2,1,16,7,3,14,9,4,10,10,5,2,9,13,1,5,12,4,1,8,1,8,2,1,4,0,8,4,2,15,3,2,1,9,12,2,2,9,8,4,5,2,7,1,2,3,19,3,3,2,10,8,1,5,7,9,13,5,1,2,1,1,1,5,4,20,5,4,8,1,4,1,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,0,3,3,3,4,2,3,3,5,1,2,1,2,0,2
"GCA_946407145.1","BARC-A-17.PacbioHiFiAssembly","BARC-A-17","France",43.362044,0.387723,"BARC-A-17",-4.83406328485168,-4.91990680090701,99.4,11,136.636245,21,14.6,6,10.2,0.372000002861023,539,12.55,20.35,97.2,18.5,177.8,0.230423845444523,31,25,14,31,16,16,22,9,21,11,15,9,1,11,5,10,15,14,11,94,1,12,20,5,14,14,2,22,2,12,7,8,14,8,4,11,8,8,2,7,1,5,10,4,2,3,7,13,1,10,7,4,9,1,3,2,1,16,7,2,15,9,4,9,10,5,2,9,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,8,3,2,1,9,11,2,2,9,8,4,5,1,7,1,2,3,22,3,3,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,18,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,9,3,5,1,2,2,2,1,1
"GCA_946407795.1","IP-Lor-16.PacbioHiFiAssembly","IP-Lor-16","Spain",38.860067,-0.263499,"IP-Lor-16",12.9233305384678,-3.25158032273104,99.4,23,139.083024,18.1,16.6,7.4,22.1,0.332999992370606,571.4,14.45,21.2500000000001,119,48.5,56.5,0.235267217083229,30,30,17,33,16,14,19,9,21,11,15,10,0,11,5,10,13,13,11,86,1,11,15,4,14,14,2,23,2,9,6,9,10,8,4,12,8,6,2,7,3,5,10,5,2,3,7,15,1,10,7,4,9,0,3,2,0,16,6,4,14,9,3,8,10,4,2,10,14,1,4,11,4,1,7,1,8,3,1,3,1,8,3,2,11,2,2,1,9,15,2,1,9,7,4,5,2,7,0,2,3,5,3,2,2,10,8,1,4,7,8,11,5,1,2,1,1,1,5,4,19,5,4,6,1,4,2,1,5,3,0,4,6,1,2,0,2,6,3,7,7,1,0,2,3,4,5,2,3,3,5,1,2,2,2,1,2
"GCA_946408365.1","SALE-A-10.PacbioHiFiAssembly","SALE-A-10","France",43.024966,0.965965,"SALE-A-10",-5.37013935726668,-4.83508070134896,99.4,21,136.065586,22.5,15.8,5.8,25.5,0.370000004768372,552.5,14.7500000000001,19.7500000000001,122.2,15.5,250.2,0.222724385282844,30,29,20,29,16,16,22,8,21,11,16,9,1,11,4,10,12,14,11,95,1,13,19,5,15,44,2,22,2,8,7,9,13,8,4,11,8,8,2,7,2,4,11,5,2,3,7,15,1,10,7,4,9,0,3,2,1,15,6,3,14,9,10,10,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,19,3,2,1,11,16,2,2,9,8,4,5,2,7,1,1,3,22,3,3,2,9,7,1,5,7,9,12,5,1,2,1,1,1,4,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2
"GCA_946408575.1","CAMA-C-9.PacbioHiFiAssembly","CAMA-C-9","France",43.824878,2.881661,"CAMA-C-9",-4.48304755905094,-4.31164504552441,99.5,11,135.007634,20.5,21.1,7.3,18,0.322000002861023,586.4,8.35000000000002,19.7500000000001,141.5,28.9,181.8,0.218848609701582,31,34,18,28,16,12,21,10,22,11,16,9,1,11,4,10,12,13,10,78,1,11,16,4,16,17,2,22,2,7,9,8,14,8,4,11,8,8,2,7,3,5,11,4,2,3,7,15,1,10,7,4,9,1,3,2,1,16,7,3,14,9,4,10,10,5,2,9,13,1,5,12,4,1,8,1,8,2,1,4,0,8,4,2,15,3,2,1,9,12,2,2,9,8,4,5,2,7,1,2,3,19,3,3,2,10,8,1,5,7,9,13,5,1,2,1,1,1,5,4,20,5,4,8,1,4,1,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,0,3,3,3,4,2,3,3,5,1,2,1,2,0,2
"GCA_946408975.1","BELC-C-12.PacbioHiFiAssembly","BELC-C-12","France",44.389212,2.336636,"BELC-C-12",-5.54883419504985,-3.82120765501589,99.4,18,135.578048,22,19,6.3,28.9,0.34300000667572,569,8.05000000000001,19.05,109.6,16.1,217.3,0.231761619698198,31,28,17,31,16,16,22,8,22,11,15,9,1,11,5,10,13,13,12,66,1,14,18,3,14,17,2,23,2,13,9,9,14,8,4,12,8,8,2,7,1,5,10,3,2,3,7,14,1,10,7,4,9,1,3,2,0,16,6,2,16,9,7,9,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,13,2,2,9,8,4,5,2,7,1,2,3,20,3,3,2,9,7,1,5,6,8,11,5,1,2,1,1,0,5,4,22,5,4,7,1,4,1,1,5,3,1,4,6,1,1,0,2,7,3,7,7,1,0,1,3,3,4,2,3,2,5,1,2,2,2,1,2
"GCA_946409395.1","BROU-A-10.PacbioHiFiAssembly","BROU-A-10","France",43.999349,2.621684,"BROU-A-10",-4.63189862351291,-5.20843288843066,99.4,26,133.375868,21,20.5,6.8,21.5,0.33199999332428,588.2,8.65000000000003,20.05,119.9,21.6,194.1,0.212196917061488,30,27,18,35,16,15,22,10,22,11,16,10,1,11,4,10,13,13,9,108,1,14,18,3,14,14,1,24,2,14,7,9,15,8,4,11,8,8,2,7,3,5,11,4,2,2,7,14,1,10,7,4,9,1,3,2,1,16,6,4,16,9,4,9,10,5,2,9,14,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,8,3,2,1,11,11,2,1,9,8,4,5,1,7,1,2,3,22,3,2,2,9,8,1,3,6,8,14,5,1,2,1,1,1,5,4,19,5,4,7,1,4,3,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,1,2,2,3,4,2,9,2,4,1,2,2,2,1,2
"GCA_946409815.1","SALE-A-17.PacbioHiFiAssembly","SALE-A-17","France",43.024966,0.965965,"SALE-A-17",-5.36990766665518,-4.86287129921411,99.4,15,134.914634,22.5,15.8,5.8,25.5,0.370000004768372,552.5,14.7500000000001,19.7500000000001,122.2,15.5,250.2,0.225325089641499,30,28,20,29,16,16,22,10,21,11,16,9,1,11,4,10,12,14,11,95,1,13,19,5,15,44,2,22,2,8,7,9,13,8,4,12,8,8,2,7,2,4,11,5,2,3,7,15,1,10,7,4,9,0,3,2,1,15,6,4,14,9,10,10,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,19,3,2,1,11,14,2,2,9,8,4,5,2,7,1,1,3,22,3,3,2,9,7,1,5,7,9,12,5,1,2,1,1,1,4,4,20,5,4,8,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2
"GCA_946410165.1","BARC-A-12.PacbioHiFiAssembly","BARC-A-12","France",43.362044,0.387723,"BARC-A-12",-4.8298016650326,-4.89015555264133,99.4,11,136.411919,21,14.6,6,10.2,0.372000002861023,539,12.55,20.35,97.2,18.5,177.8,0.229803680131499,31,25,14,31,16,16,22,9,21,11,15,9,1,11,5,10,15,14,11,94,1,12,20,5,14,14,2,22,2,12,7,8,14,8,4,11,8,8,2,7,1,5,10,4,2,3,7,13,1,10,7,4,9,1,3,2,1,16,7,2,15,9,4,9,10,5,2,9,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,8,3,2,1,9,11,2,2,9,8,4,5,1,7,1,2,3,22,3,3,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,18,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,9,3,5,1,2,2,2,1,1
"GCA_946410485.1","IP-Alo-19.PacbioHiFiAssembly","IP-Alo-19","Spain",40.109691,-7.476146,"IP-Alo-19",11.6369157169812,-1.66273965608401,99.3,20,137.8511,18.8,14.8,5.2,40,0.36800000667572,561.6,9.65000000000003,20.65,214.3,61,64.5,0.235132958677878,30,29,16,27,16,17,21,10,21,11,15,10,1,11,5,10,11,12,10,90,1,12,12,4,12,54,2,21,1,10,6,9,15,8,4,11,8,6,2,7,3,5,14,5,2,3,7,15,1,10,7,4,9,0,3,1,1,15,5,3,15,9,7,9,10,5,2,9,14,1,6,11,4,1,7,1,8,3,1,4,1,8,4,2,52,3,2,1,10,15,2,2,9,4,4,5,2,7,1,2,3,22,3,1,2,9,8,1,4,7,9,10,5,0,2,1,1,1,5,4,20,5,4,6,0,4,1,1,5,3,1,4,6,1,2,0,2,7,3,5,7,1,0,2,3,3,5,2,3,4,5,2,2,2,2,1,2
"GCA_946411375.1","IP-Cas-0.9831.PacbioHiFiAssembly","IP-Cas-0.9831","Spain",38.534077,-3.39072,"IP-Cas-0 (9831)",3.62845446632841,-2.6961271747031,99.4,15,135.495245,18.8,17.5,7.7,10.8,0.350999999046326,704.3,10.7500000000001,24.7500000000001,72.5,48.6,41.7,0.2262961995456,30,29,15,32,16,16,23,10,22,11,14,10,1,11,5,10,13,13,9,95,1,11,19,3,16,14,1,21,2,7,7,9,13,8,4,11,8,8,2,7,2,5,14,4,3,3,7,15,1,10,7,4,9,0,4,2,0,13,6,4,16,9,9,9,10,5,2,10,14,1,5,12,4,1,7,1,8,2,1,4,0,8,4,2,15,2,2,0,10,14,2,2,9,7,3,5,1,7,0,2,3,16,3,2,2,10,7,1,4,7,9,13,5,1,2,1,1,1,5,4,24,5,4,7,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,5,1,0,3,3,3,4,2,2,3,5,1,2,2,2,1,2
"GCA_946411425.1","IP-Hom-0.PacbioHiFiAssembly","IP-Hom-0","Spain",40.816799,-1.68601,"IP-Hom-0",12.3427580916488,-1.1111400942444,99.3,12,141.195012,21.8,20.6,7.2,14.2,0.378999996185303,634.7,12.45,19.2500000000001,75.8,33.3,106.3,0.246475923667898,31,31,17,33,16,17,21,10,21,11,15,8,0,11,5,10,14,13,10,86,1,14,14,4,12,27,2,22,2,12,6,9,15,8,4,12,8,6,2,7,4,5,10,4,2,3,7,15,0,10,7,4,9,0,2,2,1,14,6,3,13,9,8,9,10,5,2,10,14,1,4,10,4,1,7,1,8,2,1,4,1,8,3,1,17,3,1,1,9,14,2,2,8,7,4,5,1,7,1,2,3,17,3,1,2,9,8,1,3,7,6,11,5,1,2,1,0,1,5,4,19,5,4,6,0,4,2,1,5,3,0,4,6,1,2,0,2,7,3,6,7,1,0,2,2,2,5,2,3,4,5,2,2,2,2,0,2
